number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden,params_lr,params_weight_decay,user_attrs_val_auc,user_attrs_val_f1,user_attrs_val_thr,state
0,0.7346465816912867,2025-12-15 20:46:20.221288,2025-12-15 21:18:12.511498,0 days 00:31:52.290210,64,0.23646163657081876,2048,0.00028432983677412134,4.372735873696708e-06,0.937393621677349,0.7320574162674522,0.735120415687561,COMPLETE
1,0.7315598548967274,2025-12-15 21:18:12.511784,2025-12-15 22:37:43.296386,0 days 01:19:30.784602,64,0.12558940737056462,1024,0.00014948704068347212,0.0010584389475299695,0.9365704934111347,0.7271597265377282,0.7440456748008728,COMPLETE
2,0.7307476110169437,2025-12-15 22:37:43.296657,2025-12-15 23:42:45.649190,0 days 01:05:02.352533,16,0.22668962286935274,512,7.719178026544519e-05,6.309491414092885e-07,0.937588142038768,0.7287299630081376,0.6832354664802551,COMPLETE
3,0.7328970850679221,2025-12-15 23:42:45.649427,2025-12-16 00:18:43.359251,0 days 00:35:57.709824,32,0.08012179655443785,512,0.0004847533517305469,1.038170714741588e-05,0.9369482724288375,0.7231231231226323,0.5806906223297119,COMPLETE
4,0.7263219058681945,2025-12-16 00:18:43.359491,2025-12-16 00:46:30.580290,0 days 00:27:47.220799,32,0.18746953122638338,512,5.097630637117032e-05,3.4718647026853744e-06,0.9364911495795032,0.7257142857138016,0.63523268699646,COMPLETE
5,0.7364705882348059,2025-12-16 00:46:30.580519,2025-12-16 01:17:08.348016,0 days 00:30:37.767497,16,0.045110964874124304,2048,0.00039412204735828413,0.0005670140081498187,0.9353107181231038,0.722862340812122,0.7578563690185547,COMPLETE
6,0.6897297297292545,2025-12-16 01:17:08.348256,2025-12-16 01:19:06.656359,0 days 00:01:58.308103,32,0.1537587164720235,256,2.114585645111615e-05,3.755953178038588e-06,0.9199507761106472,0.6897297297292545,0.7019791007041931,PRUNED
7,0.7137891077631291,2025-12-16 01:19:06.656542,2025-12-16 01:21:05.342552,0 days 00:01:58.686010,64,0.2429693526713782,512,0.00010828628723030688,1.1197978796857919e-06,0.9303412347845406,0.7137891077631291,0.6969131231307983,PRUNED
8,0.7176811594198037,2025-12-16 01:21:05.342744,2025-12-16 01:23:05.485441,0 days 00:02:00.142697,64,0.2699564839606516,1024,8.619317824284722e-05,1.1081306576039452e-08,0.930879749048258,0.7176811594198037,0.6938707828521729,PRUNED
9,0.7170900692835791,2025-12-16 01:23:05.485613,2025-12-16 01:25:06.522267,0 days 00:02:01.036654,16,0.09979038964384102,256,0.0002673027184181724,0.00014172909999097839,0.9340099911800372,0.7170900692835791,0.7720057368278503,PRUNED
10,0.7346698113202661,2025-12-16 01:25:06.522442,2025-12-16 01:53:42.630132,0 days 00:28:36.107690,16,0.4229669397758463,2048,0.0025574027462636254,0.008791281614879312,0.9348837971193582,0.7219152854507039,0.7282650470733643,COMPLETE
11,0.7335311572695404,2025-12-16 01:53:42.630364,2025-12-16 02:30:57.721378,0 days 00:37:15.091014,16,0.4432672144190605,2048,0.002347256973288546,0.007821186359212196,0.936943665367646,0.7258548290337027,0.7093902826309204,COMPLETE
12,0.7356321839075545,2025-12-16 02:30:57.721605,2025-12-16 03:22:15.437505,0 days 00:51:17.715900,16,0.469819890497323,2048,0.0025651405245436455,0.009934493444990105,0.9368003345750217,0.7343387470992816,0.7102512121200562,COMPLETE
13,0.7304038004745701,2025-12-16 03:22:15.437755,2025-12-16 03:34:30.262328,0 days 00:12:14.824573,16,0.32240145891662586,2048,0.0009676016255205037,0.00033714038530714794,0.9364993399105104,0.7304038004745701,0.6253200173377991,PRUNED
