number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
43,0.8142557651986614,2025-12-24 14:51:21.245661,2025-12-24 14:51:25.548707,0 days 00:00:04.303046,3.78748582717312e-08,0.6763712188226034,139,1.8583576859611985,1.4042852464296827,0.11773012959883024,12,131,1222,0.5346579454488523,0.9200220831980996,0.8888656813542622,0.3590354919433594,COMPLETE
44,0.8223655913973494,2025-12-24 14:51:25.548941,2025-12-24 14:51:29.416235,0 days 00:00:03.867294,1.5626752757671477e-06,0.6128672386233999,170,0.04529638968015007,1.1074651807219235e-08,0.05944199901119419,13,24,1117,0.6358467204917994,0.9246458403095275,0.8950543264345932,0.3733205497264862,COMPLETE
45,0.7912087912082917,2025-12-24 14:51:29.416502,2025-12-24 14:51:34.276007,0 days 00:00:04.859505,8.030570769525514e-06,0.5690951572586357,165,0.02374966664658318,4.466069243014861,0.09068472131278656,14,410,1108,0.6366294294587527,0.8994142579986717,0.8567832526293628,0.4383958876132965,COMPLETE
46,0.8190394511144228,2025-12-24 14:51:34.276246,2025-12-24 14:51:39.660540,0 days 00:00:05.384294,1.3394238982272553e-06,0.6196964384675792,172,0.7852799838592142,2.229092386622315e-08,0.055340737605530904,13,93,882,0.5628458097989564,0.9198285645301476,0.8895838204835249,0.3926924467086792,COMPLETE
47,0.8097686375316335,2025-12-24 14:51:39.660766,2025-12-24 14:51:41.414193,0 days 00:00:01.753427,1.2290916767094048e-08,0.5487109447498785,131,4.634089846517504,7.749224992495867,0.15576905379140416,15,23,751,0.5296899710444954,0.9151349570919156,0.8867869889499775,0.37994784116744995,COMPLETE
48,0.7875734676737234,2025-12-24 14:51:41.414404,2025-12-24 14:51:41.989991,0 days 00:00:00.575587,5.2073144727783975e-08,0.6308702788004653,191,1.6938117727771762,1.897781088867806e-07,0.032629931250308546,12,61,64,0.6162715684227604,0.8975783411318674,0.8558986849649293,0.4051005244255066,COMPLETE
49,0.813573883161012,2025-12-24 14:51:41.990208,2025-12-24 14:51:48.012293,0 days 00:00:06.022085,4.915843111348949e-05,0.6886299846598133,148,0.5636518264003506,2.010612833296556e-06,0.06047239298100844,13,120,1049,0.6414654457130001,0.9180899994335465,0.8890828705926602,0.391144722700119,COMPLETE
50,0.8206635867277655,2025-12-24 14:51:48.012528,2025-12-24 14:51:50.729215,0 days 00:00:02.716687,1.8275124741001815e-07,0.7994454448829643,159,1.2443203140143906,0.17371822453861963,0.14834755519881432,11,86,1145,0.7374700701801185,0.921905693501042,0.8916641771731614,0.3576411306858063,COMPLETE
51,0.8245076586428264,2025-12-24 14:51:50.729455,2025-12-24 14:51:55.799301,0 days 00:00:05.069846,3.3097762304540496e-07,0.8558545886943633,112,0.3465015074924995,1.1599728302476811e-07,0.04293378796730342,11,21,1431,0.684416149557223,0.9240398597398896,0.8956027084579814,0.4016270041465759,COMPLETE
52,0.8236308753768179,2025-12-24 14:51:55.799533,2025-12-24 14:52:00.030164,0 days 00:00:04.230631,1.1699522277728075e-06,0.8582802033959636,115,0.28288231721721013,7.071701296870676e-08,0.046608390629516404,12,27,1252,0.6844881054268531,0.9229741427815419,0.8946390872393417,0.39305227994918823,COMPLETE
53,0.8205567451815128,2025-12-24 14:52:00.030645,2025-12-24 14:52:05.335826,0 days 00:00:05.305181,1.7185833104566253e-06,0.8554828191066036,116,0.2195116863231685,7.78684843232678e-08,0.04716094750866286,14,21,1255,0.6847258600687642,0.9238503428653145,0.8949245121771598,0.36772775650024414,COMPLETE
54,0.8210612916490273,2025-12-24 14:52:05.336056,2025-12-24 14:52:07.768265,0 days 00:00:02.432209,0.19908507836415051,0.9111963909073554,90,1.009553321701942,1.4055801144002483e-08,0.09392115813783315,12,22,1428,0.7263568789604941,0.923600430772399,0.8957375155714699,0.29494884610176086,COMPLETE
