fold,rmse,r2,spearman
1,13.005936533388955,-0.0333771873144848,0.4764141534506457
2,6.012233264149778,0.04028822737078286,0.5786814115866875
3,25.14892044683636,-0.0647565666378509,0.3923430367598132
4,19.970343708635703,-0.030654191576779732,0.6456441010149938
5,9.813376197702505,0.09786142835882705,0.44262210004064656
