number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
78,0.5103280787863388,2025-12-23 07:36:56.846592,2025-12-23 07:38:02.441132,0 days 00:01:05.594540,16,0.5575520013026484,0.04007525140290288,768,0.0002217229449274187,4,3,8.176521121398345e-07,PRUNED
79,0.042875052248722095,2025-12-23 07:38:02.441318,2025-12-23 07:38:39.286473,0 days 00:00:36.845155,64,0.6471970519059307,0.026927532309230617,512,0.0010221825167438926,4,3,0.0003408889073226896,PRUNED
80,0.31732238926515943,2025-12-23 07:38:39.286668,2025-12-23 07:39:11.616691,0 days 00:00:32.330023,16,1.941194747067071,0.05923093990004305,768,0.0008410261031922309,4,1,1.25009561945974e-05,PRUNED
81,0.5072616571045485,2025-12-23 07:39:11.616885,2025-12-23 07:40:19.410748,0 days 00:01:07.793863,16,0.40149763324222043,0.03367349749933922,768,3.952595498810539e-05,4,3,0.0012859050229196319,PRUNED
82,0.3799797449758739,2025-12-23 07:40:19.410936,2025-12-23 07:40:53.327525,0 days 00:00:33.916589,16,0.38648515001007705,0.020670003972581893,768,5.026366456158251e-05,4,3,0.00011342008490091871,PRUNED
83,0.38933258412857685,2025-12-23 07:40:53.327710,2025-12-23 07:41:28.822233,0 days 00:00:35.494523,16,0.5194582320153205,0.04396282150592428,768,3.7859609420103795e-05,4,3,8.270573557060914e-05,PRUNED
84,0.4099172350365866,2025-12-23 07:41:28.822433,2025-12-23 07:42:00.787450,0 days 00:00:31.965017,16,0.4636389368403113,0.01049490335189348,768,2.891789074654775e-05,4,3,3.165179269558203e-05,PRUNED
85,0.5055787781280219,2025-12-23 07:42:00.787639,2025-12-23 07:43:38.697746,0 days 00:01:37.910107,16,0.41179747028436314,0.052909354087556884,768,4.6023112129773995e-05,4,3,1.794882195793325e-05,PRUNED
86,0.48092567787896706,2025-12-23 07:43:38.697959,2025-12-23 07:44:43.713735,0 days 00:01:05.015776,16,0.6236698391496384,0.08085570789723572,512,0.00014811909422399584,8,3,0.00015543645266361618,PRUNED
87,0.12923339256585573,2025-12-23 07:44:43.713939,2025-12-23 07:45:21.111478,0 days 00:00:37.397539,32,0.35686221063904283,0.1858895707076258,512,0.001301584414294649,4,4,2.3654787579640083e-10,PRUNED
88,0.3849726636258607,2025-12-23 07:45:21.111669,2025-12-23 07:45:54.235586,0 days 00:00:33.123917,16,1.1704375390857915,0.11553017066805588,256,6.428558422500943e-05,4,3,2.8078017907724433e-09,PRUNED
89,0.3187694621934177,2025-12-23 07:45:54.235782,2025-12-23 07:46:30.527600,0 days 00:00:36.291818,64,0.5481523774162566,0.03433319368776219,768,3.179814796716438e-05,4,3,2.1442431421469705e-06,PRUNED
90,0.509833253331625,2025-12-23 07:46:30.527792,2025-12-23 07:47:33.561129,0 days 00:01:03.033337,16,1.3769191419906983,0.09076015747486868,512,0.00048793486699365805,4,1,0.003930602647129081,PRUNED
91,0.5001312421039417,2025-12-23 07:47:33.561313,2025-12-23 07:48:38.617695,0 days 00:01:05.056382,16,0.49060328419758864,0.052919154302372894,768,3.537385054123871e-05,4,3,0.00041922729485631443,PRUNED
92,0.5547318977254119,2025-12-23 07:48:38.617916,2025-12-23 07:56:44.419128,0 days 00:08:05.801212,16,0.4542074588560493,0.07470813763500071,768,4.262923997004711e-05,4,3,0.0004994170807282032,COMPLETE
93,0.49698869342911844,2025-12-23 07:56:44.419465,2025-12-23 07:57:49.310281,0 days 00:01:04.890816,16,0.43046158705132215,0.07398284806138652,768,4.495630923254977e-05,4,3,0.0015412878939108758,PRUNED
94,0.5349181976370185,2025-12-23 07:57:49.310471,2025-12-23 07:59:30.898147,0 days 00:01:41.587676,16,0.4482567237229389,0.019474880699957335,768,7.20157601543962e-05,4,3,0.0005794251722705669,PRUNED
95,0.5625551563707025,2025-12-23 07:59:30.898343,2025-12-23 08:07:43.953913,0 days 00:08:13.055570,16,0.367871415734823,0.22499462391049288,768,5.7242162691443005e-05,4,3,0.00023721391632404893,COMPLETE
96,0.37913112702174706,2025-12-23 08:07:43.954263,2025-12-23 08:08:17.580733,0 days 00:00:33.626470,16,0.29032556225369116,0.22593375009891775,384,5.4206779077517216e-05,8,3,0.00024073981242329486,PRUNED
97,0.17928764938069425,2025-12-23 08:08:17.580914,2025-12-23 08:09:00.101155,0 days 00:00:42.520241,128,0.21560913268804985,0.25250357978614946,768,5.856274584074907e-05,4,3,0.00011495552044452499,PRUNED
98,0.38342636158240634,2025-12-23 08:09:00.101340,2025-12-23 08:09:32.524139,0 days 00:00:32.422799,16,0.39153711898775256,0.27068491437159126,512,2.4680990859258752e-05,4,3,4.1260184754785086e-06,PRUNED
99,0.4083539914368794,2025-12-23 08:09:32.524322,2025-12-23 08:10:05.619740,0 days 00:00:33.095418,16,0.3124906722861045,0.21758841156781167,768,2.845503856972753e-05,4,3,4.977043071265119e-05,PRUNED
100,0.39349573984039427,2025-12-23 08:10:05.619921,2025-12-23 08:10:42.385807,0 days 00:00:36.765886,64,0.5829037554283616,0.24551722573625887,512,0.0002857622883338961,4,2,8.743362471139615e-06,PRUNED
101,0.42656352416630505,2025-12-23 08:10:42.386004,2025-12-23 08:11:15.859747,0 days 00:00:33.473743,16,0.4856469677107003,0.19488094671377026,768,3.7170462296956296e-05,4,3,0.0005662992286835132,PRUNED
102,0.41174626305127565,2025-12-23 08:11:15.859930,2025-12-23 08:11:48.430069,0 days 00:00:32.570139,16,0.3505725725368502,0.062314174546656234,768,4.708952085981317e-05,4,3,0.00016339721787854406,PRUNED
103,0.42767374615140324,2025-12-23 08:11:48.430251,2025-12-23 08:12:20.967349,0 days 00:00:32.537098,16,0.3690969257830858,0.23735830244508013,768,3.193941987645335e-05,4,3,0.00034704078541416666,PRUNED
104,0.5659769106933833,2025-12-23 08:12:20.967532,2025-12-23 08:20:59.204423,0 days 00:08:38.236891,16,0.5101739018692717,0.04322004562748053,768,4.289814674277788e-05,4,3,0.0008300016390866594,COMPLETE
105,0.3845136337552484,2025-12-23 08:20:59.204759,2025-12-23 08:21:31.518962,0 days 00:00:32.314203,16,0.5416867853392254,0.20966670936607892,768,9.506781339818834e-05,4,3,0.0007378075377412517,PRUNED
106,0.513895486488753,2025-12-23 08:21:31.519147,2025-12-23 08:23:10.829005,0 days 00:01:39.309858,16,0.7354641184997068,0.042725651421530925,768,1.82776077341798e-05,8,3,0.0016521804960121552,PRUNED
