fold,best_iter,rmse,r2,spearman
1,149,12.787474539631527,0.0010467293375170383,0.539578842727889
2,173,5.801003140975381,0.1065394542840935,0.5707175546586718
3,173,24.676267020604474,-0.025110200735858124,0.5046962795269676
4,173,19.396394350529746,0.027736672188188982,0.6816976274973623
5,173,9.438454116057398,0.16547741674120242,0.5344581367307565
