number,value,datetime_start,datetime_complete,duration,params_alpha,params_l1_ratio,params_max_iter,params_selection,params_tol,user_attrs_mae,user_attrs_r2,user_attrs_rmse,user_attrs_spearman_rho,state
23,0.42057343853331336,2025-12-22 11:40:59.437654,2025-12-22 11:42:01.860839,0 days 00:01:02.423185,0.018106763639895544,0.11349289936519999,4420,cyclic,0.00017723377641386032,0.7608994245529175,0.04347509145736694,1.0961121320724487,0.42057343853331336,COMPLETE
24,0.4362796008722554,2025-12-22 11:42:01.861162,2025-12-22 11:44:01.081697,0 days 00:01:59.220535,0.011129344645725741,0.0034601730501011563,6916,cyclic,2.267824349766518e-05,0.7673794627189636,0.04555994272232056,1.0949169397354126,0.4362796008722554,COMPLETE
25,0.19973783698135555,2025-12-22 11:44:01.082023,2025-12-22 11:44:01.661879,0 days 00:00:00.579856,0.9797118156296738,0.19425496515865168,10499,cyclic,3.6786576932740674e-06,0.8217422366142273,0.012214958667755127,1.1138790845870972,0.19973783698135555,COMPLETE
26,0.3865403896631827,2025-12-22 11:44:01.662006,2025-12-22 11:44:23.308223,0 days 00:00:21.646217,0.08629121040995225,0.08863895586280274,4036,cyclic,5.734865054522224e-05,0.7609452605247498,0.05452227592468262,1.08976411819458,0.3865403896631827,COMPLETE
27,0.4218581864876011,2025-12-22 11:44:23.308400,2025-12-22 11:44:31.624419,0 days 00:00:08.316019,0.0005021075843655768,0.26422568026149096,8170,cyclic,0.0009442080669229621,0.8087791800498962,-0.043807268142700195,1.1450303792953491,0.4218581864876011,COMPLETE
28,0.4397150386454607,2025-12-22 11:44:31.624603,2025-12-22 11:45:55.029640,0 days 00:01:23.405037,0.007933485432089013,0.15612389788765796,5612,cyclic,1.100394250685741e-05,0.7581946849822998,0.06169426441192627,1.085623025894165,0.4397150386454607,COMPLETE
29,0.3463684503479408,2025-12-22 11:45:55.029972,2025-12-22 11:46:01.328384,0 days 00:00:06.298412,0.3965931454908612,0.042908651627542184,2645,cyclic,6.0863489225179895e-05,0.7680479288101196,0.058335304260253906,1.087564468383789,0.3463684503479408,COMPLETE
30,0.3652111911274007,2025-12-22 11:46:01.328541,2025-12-22 11:46:49.273858,0 days 00:00:47.945317,5.396516918808461e-07,0.25985938511406836,12018,cyclic,0.0002237094395253175,0.9625164270401001,-0.49027979373931885,1.3681721687316895,0.3652111911274007,COMPLETE
31,0.4404177481874644,2025-12-22 11:46:49.274182,2025-12-22 11:48:16.639706,0 days 00:01:27.365524,0.007270341204831249,0.1636259649258304,5309,cyclic,1.2899483691910597e-05,0.7592759132385254,0.05929619073867798,1.0870094299316406,0.4404177481874644,COMPLETE
32,0.42478305477524925,2025-12-22 11:48:16.640040,2025-12-22 11:50:14.468862,0 days 00:01:57.828822,0.02603259142941631,0.06853316323215689,7094,cyclic,1.7442933296006006e-05,0.75734543800354,0.052944839000701904,1.0906728506088257,0.42478305477524925,COMPLETE
33,0.3949436617792205,2025-12-22 11:50:14.469193,2025-12-22 11:51:08.493030,0 days 00:00:54.023837,0.0006950740575238372,0.1589661852908379,3452,cyclic,5.771128411774126e-06,0.8408979773521423,-0.1421273946762085,1.197744369506836,0.3949436617792205,COMPLETE
34,0.4285302152239107,2025-12-22 11:51:08.493354,2025-12-22 11:53:33.622002,0 days 00:02:25.128648,0.005939498856811858,0.0015070673678554136,9221,cyclic,2.8070582636410075e-06,0.7801167368888855,0.020589590072631836,1.109147310256958,0.4285302152239107,COMPLETE
35,0.3738641728248703,2025-12-22 11:53:33.622225,2025-12-22 11:55:03.139828,0 days 00:01:29.517603,0.00010256568067791973,0.22222689436920237,5688,cyclic,3.6938796539406466e-05,0.9444642066955566,-0.4650670289993286,1.3565493822097778,0.3738641728248703,COMPLETE
36,0.3438974255647123,2025-12-22 11:55:03.140111,2025-12-22 11:55:05.425960,0 days 00:00:02.285849,0.06680792098134919,0.37687176457193067,7861,cyclic,7.872133373253475e-05,0.7770240902900696,0.05071526765823364,1.0919559001922607,0.3438974255647123,COMPLETE
37,0.1780590400069999,2025-12-22 11:55:05.426123,2025-12-22 11:55:05.674685,0 days 00:00:00.248562,0.33251208516857034,0.8456298562505167,4713,cyclic,0.001762477589297039,0.8312830328941345,-0.010523200035095215,1.1266266107559204,0.1780590400069999,COMPLETE
38,0.0,2025-12-22 11:55:05.674804,2025-12-22 11:55:05.700512,0 days 00:00:00.025708,5.420284488799042,0.14133273346583136,2661,cyclic,1.2094717551154186e-05,0.8447152972221375,-0.04399573802947998,1.1451337337493896,0.0,COMPLETE
39,0.3617805207250724,2025-12-22 11:55:05.700608,2025-12-22 11:58:26.663628,0 days 00:03:20.963020,3.853273436513604e-05,0.08488799170451396,12767,cyclic,7.279831741091494e-06,1.011551856994629,-0.7679393291473389,1.490186095237732,0.3617805207250724,COMPLETE
40,0.0,2025-12-22 11:58:26.663954,2025-12-22 11:58:26.693538,0 days 00:00:00.029584,1.9775341604592602,0.3067859079415616,10175,cyclic,0.00012754651854535764,0.8447152972221375,-0.04399573802947998,1.1451337337493896,0.0,COMPLETE
41,0.44358379763525946,2025-12-22 11:58:26.693640,2025-12-22 11:59:50.554476,0 days 00:01:23.860836,0.007241661877309267,0.15153846557401443,5086,cyclic,1.786645601439934e-05,0.7578941583633423,0.062188923358917236,1.0853368043899536,0.44358379763525946,COMPLETE
42,0.4331677012671987,2025-12-22 11:59:50.554793,2025-12-22 12:01:33.025185,0 days 00:01:42.470392,0.03122673134333943,0.03583335410058596,6647,cyclic,2.106138477919929e-05,0.7531403303146362,0.06221848726272583,1.0853196382522583,0.4331677012671987,COMPLETE
43,0.40497267186959507,2025-12-22 12:01:33.025508,2025-12-22 12:03:36.774523,0 days 00:02:03.749015,0.001094470801461161,0.06461277313322324,7883,cyclic,3.6801387613456843e-05,0.8222214579582214,-0.0848006010055542,1.1672981977462769,0.40497267186959507,COMPLETE
44,0.44362906401421875,2025-12-22 12:03:36.774853,2025-12-22 12:04:54.356147,0 days 00:01:17.581294,0.0046495406570033265,0.12271012529749017,5023,cyclic,1.4252779656406762e-05,0.7634416222572327,0.05503249168395996,1.0894700288772583,0.44362906401421875,COMPLETE
45,0.4259403767629492,2025-12-22 12:04:54.356471,2025-12-22 12:05:18.422402,0 days 00:00:24.065931,0.0031802112427074987,0.12109575217539907,1420,cyclic,8.039705439608144e-06,0.7832192778587341,0.01265949010848999,1.1136285066604614,0.4259403767629492,COMPLETE
46,0.316883438859834,2025-12-22 12:05:18.422633,2025-12-22 12:05:19.000194,0 days 00:00:00.577561,0.1836607243260478,0.19932136748860563,3567,random,5.219559518604284e-05,0.7834078073501587,0.049874186515808105,1.0924395322799683,0.316883438859834,COMPLETE
47,0.361330366182804,2025-12-22 12:05:19.000318,2025-12-22 12:05:21.437179,0 days 00:00:02.436861,0.04300157938899501,0.42738300029715603,4802,cyclic,0.000410333499874257,0.7719143629074097,0.05160742998123169,1.091442584991455,0.361330366182804,COMPLETE
48,0.4394832764146786,2025-12-22 12:05:21.437312,2025-12-22 12:07:48.571570,0 days 00:02:27.134258,0.0018317164195652087,0.623260159238261,8877,cyclic,1.8622516378874565e-05,0.7639285326004028,0.04563957452774048,1.0948712825775146,0.4394832764146786,COMPLETE
49,0.3836548837654437,2025-12-22 12:07:48.571893,2025-12-22 12:08:25.468228,0 days 00:00:36.896335,0.00023301523801897445,0.24174702577993584,2340,random,2.291428145084387e-06,0.8724660873413086,-0.22664165496826172,1.2412683963775635,0.3836548837654437,COMPLETE
50,0.22759998754137714,2025-12-22 12:08:25.468544,2025-12-22 12:08:26.096811,0 days 00:00:00.628267,0.14367524326401718,0.77219223498036,3298,cyclic,3.0890315554702035e-05,0.8107510209083557,0.026926875114440918,1.1055530309677124,0.22759998754137714,COMPLETE
51,0.44086267439833404,2025-12-22 12:08:26.096940,2025-12-22 12:09:45.272473,0 days 00:01:19.175533,0.008084996196780938,0.14342524784899213,5167,cyclic,1.3736537469262676e-05,0.7585481405258179,0.06046944856643677,1.0863312482833862,0.44086267439833404,COMPLETE
52,0.4308442683646945,2025-12-22 12:09:45.272789,2025-12-22 12:11:37.774180,0 days 00:01:52.501391,0.0032606097426117124,0.06571739652309855,6580,cyclic,1.561871667457168e-05,0.7830321788787842,0.018019020557403564,1.1106019020080566,0.4308442683646945,COMPLETE
53,0.423849933873202,2025-12-22 12:11:37.774494,2025-12-22 12:13:01.962186,0 days 00:01:24.187692,0.015190176958821749,0.1281310190643272,5146,cyclic,2.732639687837508e-05,0.7608996033668518,0.04762625694274902,1.0937310457229614,0.423849933873202,COMPLETE
54,0.43390064116824684,2025-12-22 12:13:01.962509,2025-12-22 12:14:03.460871,0 days 00:01:01.498362,0.00518361919933809,0.30384459295710364,4033,cyclic,7.691314547716305e-06,0.7625749111175537,0.05012977123260498,1.0922925472259521,0.43390064116824684,COMPLETE
55,0.3956328445663261,2025-12-22 12:14:03.461192,2025-12-22 12:16:13.442612,0 days 00:02:09.981420,0.0010076248770424154,0.02684317721001215,7490,cyclic,7.835356124016063e-05,0.8396966457366943,-0.13219058513641357,1.1925225257873535,0.3956328445663261,COMPLETE
56,0.38980169028286493,2025-12-22 12:16:13.442934,2025-12-22 12:16:39.337918,0 days 00:00:25.894984,0.06901296369772515,0.09797208085316209,1807,cyclic,4.5890441792714624e-05,0.7618764638900757,0.05222928524017334,1.0910847187042236,0.38980169028286493,COMPLETE
57,0.40861393469277557,2025-12-22 12:16:39.338121,2025-12-22 12:16:44.127251,0 days 00:00:04.789130,0.020348927009486092,0.20232180621192192,11190,random,5.061322777681299e-06,0.7631942629814148,0.04939866065979004,1.0927128791809082,0.40861393469277557,COMPLETE
58,0.41586184890273137,2025-12-22 12:16:44.127422,2025-12-22 12:20:59.911378,0 days 00:04:15.783956,0.0019867339421642915,0.04330451220798848,16327,cyclic,1.057790084405499e-06,0.8040362596511841,-0.034483909606933594,1.1399050951004028,0.41586184890273137,COMPLETE
59,0.4372559565773402,2025-12-22 12:20:59.911696,2025-12-22 12:22:14.393190,0 days 00:01:14.481494,0.009705493839194848,0.13869546921599285,6212,cyclic,0.0001243592841479833,0.7580459713935852,0.060269057750701904,1.0864471197128296,0.4372559565773402,COMPLETE
60,0.36361472329868827,2025-12-22 12:22:14.393520,2025-12-22 12:24:28.850512,0 days 00:02:14.456992,7.359466477380474e-06,0.18042476148120656,8543,cyclic,2.53095316613469e-05,1.0154449939727783,-0.7378817796707153,1.477464199066162,0.36361472329868827,COMPLETE
61,0.4412946761051773,2025-12-22 12:24:28.850840,2025-12-22 12:25:54.552990,0 days 00:01:25.702150,0.004641085678483304,0.1667601410309087,5158,cyclic,1.3367733504208479e-05,0.7624933123588562,0.0567743182182312,1.0884654521942139,0.4412946761051773,COMPLETE
62,0.4376622286388197,2025-12-22 12:25:54.553317,2025-12-22 12:31:32.823273,0 days 00:05:38.269956,0.004212708101958997,0.08507660949687601,19936,cyclic,1.4780816017306961e-05,0.7697480320930481,0.04392218589782715,1.095855951309204,0.4376622286388197,COMPLETE
63,0.385904798303765,2025-12-22 12:31:32.823604,2025-12-22 12:32:45.153901,0 days 00:01:12.330297,0.0003444470333446626,0.11550923945663057,4183,cyclic,9.56689115789622e-06,0.8850682973861694,-0.26747822761535645,1.2617610692977905,0.385904798303765,COMPLETE
64,0.4358731877095516,2025-12-22 12:32:45.154221,2025-12-22 12:34:31.158635,0 days 00:01:46.004414,0.03528325391030199,0.024247912392860095,6272,cyclic,2.2174246004157672e-05,0.7519362568855286,0.06534099578857422,1.0835113525390625,0.4358731877095516,COMPLETE
65,0.363497167473683,2025-12-22 12:34:31.158964,2025-12-22 12:35:57.332692,0 days 00:01:26.173728,2.0200109169553636e-08,0.17222017244705604,5475,cyclic,3.943762288734089e-05,0.9956182837486267,-0.6230531930923462,1.4278192520141602,0.363497167473683,COMPLETE
66,0.41482894630368383,2025-12-22 12:35:57.333018,2025-12-22 12:38:10.204892,0 days 00:02:12.871874,0.015212776505678961,0.22023323520400725,13919,cyclic,1.1010196023280298e-05,0.762873649597168,0.0485692024230957,1.0931894779205322,0.41482894630368383,COMPLETE
67,0.39471941954975864,2025-12-22 12:38:10.205217,2025-12-22 12:38:49.161562,0 days 00:00:38.956345,0.0006854191111004864,0.0621995804296637,4907,random,6.434010046519073e-05,0.8431535363197327,-0.14147496223449707,1.1974021196365356,0.39471941954975864,COMPLETE
68,0.42037703719462033,2025-12-22 12:38:49.161849,2025-12-22 12:39:38.831633,0 days 00:00:49.669784,0.007942881279431133,0.34420933547075616,3273,cyclic,5.748158876212283e-06,0.764687716960907,0.04344797134399414,1.0961276292800903,0.42037703719462033,COMPLETE
69,0.35724616117174335,2025-12-22 12:39:38.831965,2025-12-22 12:39:42.453585,0 days 00:00:03.621620,0.06774648834822866,0.2809997355135557,9625,cyclic,3.103623583271721e-05,0.7722803950309753,0.05176788568496704,1.0913503170013428,0.35724616117174335,COMPLETE
70,0.4140603124191318,2025-12-22 12:39:42.453731,2025-12-22 12:41:48.398085,0 days 00:02:05.944354,0.25680165437751096,0.0002775283145853291,7285,cyclic,1.7009242247152794e-05,0.7470144033432007,0.0703895092010498,1.0805810689926147,0.4140603124191318,COMPLETE
71,0.44861723517597646,2025-12-22 12:41:48.398405,2025-12-22 12:43:18.344383,0 days 00:01:29.945978,0.006335767116218631,0.15169636727491326,5443,cyclic,1.224418744377553e-05,0.7555943727493286,0.06885135173797607,1.0814746618270874,0.44861723517597646,COMPLETE
72,0.4266147452844438,2025-12-22 12:43:18.344712,2025-12-22 12:44:46.727366,0 days 00:01:28.382654,0.0019055710302880165,0.14487845218527362,5756,cyclic,1.306242949863861e-05,0.786500096321106,0.009521245956420898,1.1153968572616577,0.4266147452844438,COMPLETE
73,0.42072840401788625,2025-12-22 12:44:46.727699,2025-12-22 12:45:52.563819,0 days 00:01:05.836120,0.010734755099390248,0.2423784330008229,4405,cyclic,9.247594116962598e-06,0.76348876953125,0.0450628399848938,1.095202088356018,0.42072840401788625,COMPLETE
74,0.44279175546981,2025-12-22 12:45:52.564157,2025-12-22 12:49:00.345158,0 days 00:03:07.781001,0.005238305254594952,0.11791392705668158,11187,cyclic,2.0910970848560417e-05,0.7619948983192444,0.05579739809036255,1.0890289545059204,0.44279175546981,COMPLETE
75,0.3671787089135932,2025-12-22 12:49:00.345484,2025-12-22 12:51:53.835249,0 days 00:02:53.489765,0.00011182192394232175,0.09268150855629603,11024,cyclic,3.885952937102305e-06,0.9699071645736694,-0.5957270860671997,1.4157485961914062,0.3671787089135932,COMPLETE
76,0.4360673036710363,2025-12-22 12:51:53.835576,2025-12-22 12:55:18.051643,0 days 00:03:24.216067,0.004187442052287856,0.05630196222906381,12361,cyclic,2.164033854846907e-05,0.7739422917366028,0.038169264793395996,1.0991480350494385,0.4360673036710363,COMPLETE
77,0.373836118401487,2025-12-22 12:55:18.051970,2025-12-22 12:55:26.293340,0 days 00:00:08.241370,0.026997991059500098,0.5396360588224177,13639,cyclic,6.842005467460842e-06,0.7671237587928772,0.05312705039978027,1.090567946434021,0.373836118401487,COMPLETE
78,0.4098971300456983,2025-12-22 12:55:26.293504,2025-12-22 12:58:41.319996,0 days 00:03:15.026492,0.001007436499221096,0.10845642162309853,11708,cyclic,4.040624076389086e-05,0.8134608268737793,-0.06351566314697266,1.1557896137237549,0.4098971300456983,COMPLETE
79,0.383560103509541,2025-12-22 12:58:41.320323,2025-12-22 12:58:57.956029,0 days 00:00:16.635706,0.0565366584830657,0.17758386821479916,10595,cyclic,2.925977817010612e-05,0.7623392343521118,0.054436445236206055,1.0898135900497437,0.383560103509541,COMPLETE
