number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
98,0.46242774566427997,2025-12-24 08:56:05.501230,2025-12-24 08:56:06.852066,0 days 00:00:01.350836,1.1349286174767246,0.9667826397426723,121,5.386885837542031,1.044537067230519,0.022042350901334933,7,83,1415,0.8111337251863918,0.43473549419160235,0.7368410090642495,0.2134709656238556,COMPLETE
99,0.501519756838436,2025-12-24 08:56:06.852213,2025-12-24 08:56:08.430432,0 days 00:00:01.578219,0.0005844593758486229,0.9539045031122146,127,1.004313389265823,1.9030415324200507,0.019226905166116467,6,22,1012,0.8027312253476083,0.45536812255766745,0.7627466009064249,0.1951289027929306,COMPLETE
100,0.3387978142073688,2025-12-24 08:56:08.430602,2025-12-24 08:56:08.815861,0 days 00:00:00.385259,3.706025835260276e-08,0.9535823881980336,128,1.0527841284827495,3.1444091988767595,0.018067350292417118,5,425,1018,0.8698238754294725,0.20394736842105263,0.5,0.21879643201828003,COMPLETE
101,0.49549549549502814,2025-12-24 08:56:08.816012,2025-12-24 08:56:10.389858,0 days 00:00:01.573846,2.2069823980293357,0.9731362802833186,132,0.5984871606668087,6.626481823449799,0.026096250656575157,6,23,1103,0.7964865406384161,0.45183813990553595,0.7582436350306585,0.18278904259204865,COMPLETE
102,0.49022556390930666,2025-12-24 08:56:10.390052,2025-12-24 08:56:11.601054,0 days 00:00:01.211002,9.992337771555924e-08,0.9247873762053922,123,1.8911524004346172,3.008468098510602,0.019985520039387628,7,59,802,0.8243264777201312,0.45454123751401926,0.7536448613703013,0.20658071339130402,COMPLETE
103,0.497237569060323,2025-12-24 08:56:11.601225,2025-12-24 08:56:13.295944,0 days 00:00:01.694719,5.3297703360115164e-06,0.952668718239158,118,0.8472571507047126,14.63952970110909,0.01640760791515265,6,10,1004,0.7815065227999786,0.45744577504708966,0.7623092175419888,0.1664542555809021,COMPLETE
104,0.4649122807012921,2025-12-24 08:56:13.296090,2025-12-24 08:56:14.761041,0 days 00:00:01.464951,0.37647722908944414,0.8811208492222105,127,4.837284334111225,1.406959520062762,0.00856696940124654,7,37,963,0.7999576147293618,0.43271519645510936,0.7377157757931218,0.21372397243976593,COMPLETE
105,0.4936886395507385,2025-12-24 08:56:14.761186,2025-12-24 08:56:16.779651,0 days 00:00:02.018465,0.0006475488211216892,0.912788266738884,137,1.3525715791925035,45.0173126502637,0.03238400700486387,8,23,1180,0.7468209213198185,0.47165887099934817,0.7611720207944548,0.16054566204547882,COMPLETE
106,0.4901960784308904,2025-12-24 08:56:16.779828,2025-12-24 08:56:17.971922,0 days 00:00:01.192094,0.7675945534967713,0.9380029811407223,116,0.29553976865419207,0.3569398503659009,0.012925976403322421,5,3,1053,0.839263881633511,0.43209703162486923,0.7468550053319115,0.22001858055591583,COMPLETE
107,0.4304207119736295,2025-12-24 08:56:17.972079,2025-12-24 08:56:18.294894,0 days 00:00:00.322815,3.1232667453153287,0.9827136660776152,131,2.1044003999191716,11.548997333379146,0.023380466621098002,6,53,197,0.7730416060602436,0.3951393123052761,0.6985845441215677,0.24848225712776184,COMPLETE
