number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden,params_huber_delta,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
96,0.6221134610508731,2025-12-22 01:05:49.144063,2025-12-22 01:05:52.672346,0 days 00:00:03.528283,16,0.3399169101784247,512,4.23188321723641,huber,0.0001187493210700326,0.00012097837936512279,0.9496623277664185,0.08934861421585083,1.4233605861663818,0.6221134610508731,PRUNED
97,0.4031506237897535,2025-12-22 01:05:52.672514,2025-12-22 01:05:56.602415,0 days 00:00:03.929901,64,0.4255810956916602,1024,,mse,0.0022862970403081414,1.827650838952605e-08,1.0974558591842651,-0.2593424320220947,1.673827886581421,0.4031506237897535,PRUNED
98,0.5335380585673498,2025-12-22 01:05:56.602581,2025-12-22 01:06:00.351506,0 days 00:00:03.748925,16,0.07222422849630405,256,,mse,0.0010071756269737979,2.5870472295753824e-05,1.0981141328811646,0.15011775493621826,1.3750492334365845,0.5335380585673498,PRUNED
99,0.576110309630406,2025-12-22 01:06:00.351668,2025-12-22 01:06:03.587629,0 days 00:00:03.235961,32,0.2966387576449999,2048,2.3020995595730875,huber,0.0008549220833625662,4.094384726364869e-09,1.2460815906524658,0.005821824073791504,1.4872055053710938,0.576110309630406,PRUNED
100,0.586313767629758,2025-12-22 01:06:03.587792,2025-12-22 01:06:07.728709,0 days 00:00:04.140917,16,0.05388420385743985,512,,mse,1.0158819737734957e-05,0.00077288943692495,5.473311424255371,-13.403947830200195,5.660823822021484,0.586313767629758,PRUNED
101,0.6121711216721717,2025-12-22 01:06:07.728873,2025-12-22 01:06:11.867433,0 days 00:00:04.138560,32,0.47309211672214524,512,3.388884996671391,huber,0.000412914956506302,6.417851631779026e-10,1.078019142150879,0.22145122289657593,1.316078543663025,0.6121711216721717,PRUNED
102,0.6105548304633337,2025-12-22 01:06:11.867597,2025-12-22 01:06:15.149616,0 days 00:00:03.282019,32,0.47607027244663097,512,2.6273423257195145,huber,0.00032578109707474183,7.988984897004086e-07,1.2244514226913452,0.05631279945373535,1.4489483833312988,0.6105548304633337,PRUNED
103,0.41708576435511413,2025-12-22 01:06:15.149781,2025-12-22 01:06:18.798485,0 days 00:00:03.648704,32,0.4477939622986729,512,3.9690825517055064,huber,0.0011829492298704796,8.91463735810788e-08,1.3182264566421509,-0.06909763813018799,1.5422242879867554,0.41708576435511413,PRUNED
104,0.6139361513358109,2025-12-22 01:06:18.798647,2025-12-22 01:06:21.951851,0 days 00:00:03.153204,32,0.27821631841372535,512,1.9256682522196715,huber,0.0002060374188271759,1.9842890611837224e-10,1.0939229726791382,-0.10866737365722656,1.5705056190490723,0.6139361513358109,PRUNED
105,0.35744825457788415,2025-12-22 01:06:21.952008,2025-12-22 01:06:25.370347,0 days 00:00:03.418339,32,0.49559252961542843,1024,4.682837095105564,huber,0.0006265270956273581,4.689449133750765e-07,1.1368131637573242,-0.3512892723083496,1.7338560819625854,0.35744825457788415,PRUNED
106,0.518191555330877,2025-12-22 01:06:25.370504,2025-12-22 01:06:29.313282,0 days 00:00:03.942778,16,0.23656574355361565,256,,mse,0.0015231370029515521,0.009700587156369837,0.9384793639183044,-0.04031527042388916,1.5213227272033691,0.518191555330877,PRUNED
107,0.6303965403337938,2025-12-22 01:06:29.313446,2025-12-22 01:06:33.001922,0 days 00:00:03.688476,32,0.323767668534948,2048,2.4043067006264844,huber,0.00018578565103827496,0.00209021051116129,1.1782183647155762,0.14267373085021973,1.3810580968856812,0.6303965403337938,PRUNED
108,0.6296991222457267,2025-12-22 01:06:33.002108,2025-12-22 01:06:37.541047,0 days 00:00:04.538939,16,0.30822279790616003,512,,mse,0.0001539335266320893,0.0002507842613735581,0.9793969392776489,0.2924681305885315,1.2546190023422241,0.6296991222457267,PRUNED
109,0.11728853485811712,2025-12-22 01:06:37.541231,2025-12-22 01:06:40.807141,0 days 00:00:03.265910,64,0.21020201805788793,1024,3.0826861587933747,huber,1.7999078917280542e-05,3.421368017899507e-08,5.364604473114014,-12.937666893005371,5.568444728851318,0.11728853485811712,PRUNED
110,0.6029361162785243,2025-12-22 01:06:40.807348,2025-12-22 01:06:45.452101,0 days 00:00:04.644753,16,0.48565555800867666,256,,mse,0.00030027424479349516,0.00042291770664363567,0.9284855723381042,0.2870345711708069,1.2594273090362549,0.6029361162785243,PRUNED
111,0.6201897770354461,2025-12-22 01:06:45.452277,2025-12-22 01:06:49.790474,0 days 00:00:04.338197,16,0.016361824314338778,2048,,mse,8.285254634194898e-05,2.460012217798254e-07,0.9653844833374023,0.28589415550231934,1.2604341506958008,0.6201897770354461,PRUNED
112,0.4875150753529092,2025-12-22 01:06:49.790631,2025-12-22 01:06:54.120893,0 days 00:00:04.330262,16,0.15170323640805683,2048,,mse,0.00022625936175998016,3.479425616101554e-09,0.9093047380447388,0.04677468538284302,1.4562523365020752,0.4875150753529092,PRUNED
113,0.22032792574629365,2025-12-22 01:06:54.121053,2025-12-22 01:06:58.919779,0 days 00:00:04.798726,16,0.25727955708985994,2048,,mse,0.0027763371033184547,1.039156907556066e-09,1.0784677267074585,0.054901838302612305,1.4500311613082886,0.22032792574629365,PRUNED
114,0.6146038217329177,2025-12-22 01:06:58.919939,2025-12-22 01:07:02.514970,0 days 00:00:03.595031,16,0.18500971483483175,2048,,mse,0.0001314621270844409,2.755007089767171e-08,0.8421202898025513,0.258606493473053,1.2842904329299927,0.6146038217329177,PRUNED
115,0.22405299771431103,2025-12-22 01:07:02.515307,2025-12-22 01:07:06.128486,0 days 00:00:03.613179,32,0.3579112573503427,2048,,mse,0.0007199633626424821,1.465169064641821e-07,0.9777619242668152,0.06024587154388428,1.4459258317947388,0.22405299771431103,PRUNED
116,0.5594549079916838,2025-12-22 01:07:06.128647,2025-12-22 01:07:10.001482,0 days 00:00:03.872835,16,0.12693960076351393,1024,1.705073127061294,huber,0.00026501077613696696,0.0013644134604558664,0.9480769634246826,0.2085774540901184,1.32691490650177,0.5594549079916838,PRUNED
117,0.6163820725925393,2025-12-22 01:07:10.001637,2025-12-22 01:07:14.177664,0 days 00:00:04.176027,16,0.27080519002940134,512,,mse,0.00010414414577796245,1.3289164604541192e-05,1.1721875667572021,-0.26381635665893555,1.6767984628677368,0.6163820725925393,PRUNED
118,0.4853732416037741,2025-12-22 01:07:14.177836,2025-12-22 01:07:17.800831,0 days 00:00:03.622995,32,0.039700395094351415,256,2.107276006354907,huber,0.0021805146895414735,6.997152037512e-06,1.1239055395126343,0.08775770664215088,1.4246033430099487,0.4853732416037741,PRUNED
119,0.34123906830356526,2025-12-22 01:07:17.800993,2025-12-22 01:07:21.154387,0 days 00:00:03.353394,64,0.29009800876574615,2048,,mse,0.0017136740948192758,8.470647797090936e-05,0.9556075930595398,-0.009774446487426758,1.4988254308700562,0.34123906830356526,PRUNED
120,0.6246397415339109,2025-12-22 01:07:21.154541,2025-12-22 01:07:24.905454,0 days 00:00:03.750913,16,0.2446989338448969,1024,,mse,0.00015862331274973135,2.4506181589300616e-06,0.8927066922187805,0.3168596625328064,1.232803463935852,0.6246397415339109,PRUNED
121,0.6202162194274108,2025-12-22 01:07:24.905619,2025-12-22 01:07:28.094002,0 days 00:00:03.188383,32,0.3264844949395404,2048,2.4160434865521956,huber,0.00018566192839546613,0.0009722361127031079,1.1963798999786377,0.11344879865646362,1.4043998718261719,0.6202162194274108,PRUNED
122,0.6227150254680685,2025-12-22 01:07:28.094172,2025-12-22 01:07:31.244278,0 days 00:00:03.150106,32,0.3175211358429218,2048,3.5086615282447022,huber,0.0001769515999917261,0.002218213962229763,1.280127763748169,0.0069945454597473145,1.486328125,0.6227150254680685,PRUNED
123,0.617482737158067,2025-12-22 01:07:31.244442,2025-12-22 01:07:34.316727,0 days 00:00:03.072285,32,0.342025117018814,2048,2.7984113001901623,huber,0.00011982182434865747,0.0017926923124264558,0.898309051990509,0.28723132610321045,1.2592535018920898,0.617482737158067,PRUNED
124,0.7138322028791919,2025-12-22 01:07:34.316878,2025-12-22 01:08:30.543687,0 days 00:00:56.226809,32,0.3538806742582403,2048,1.3717253216589809,huber,0.00023499562349718058,0.0031265122100304775,0.8109205961227417,0.1075177788734436,1.4090898036956787,0.6299833779593463,COMPLETE
125,0.7263196224844889,2025-12-22 01:08:30.543911,2025-12-22 01:09:23.420308,0 days 00:00:52.876397,32,0.42996348924050837,2048,1.259046643787052,huber,0.00023269647369065995,0.0031235373558247026,0.7564460039138794,0.19118911027908325,1.3414125442504883,0.7076876520464107,COMPLETE
126,0.6049259062738628,2025-12-22 01:09:23.420538,2025-12-22 01:09:26.877438,0 days 00:00:03.456900,32,0.42953737988691076,512,1.3557227867981174,huber,0.00023116796970011646,0.0034238474131996974,0.9815744757652283,0.2461506724357605,1.2950339317321777,0.6049259062738628,PRUNED
127,0.6256005514912089,2025-12-22 01:09:26.877608,2025-12-22 01:09:29.870477,0 days 00:00:02.992869,32,0.39272916482129905,2048,1.18588281647071,huber,0.0002558123585561077,0.006581713002034949,0.8496828675270081,0.12038296461105347,1.3988968133926392,0.6256005514912089,PRUNED
128,0.6137378333960761,2025-12-22 01:09:29.870629,2025-12-22 01:09:33.992025,0 days 00:00:04.121396,32,0.45247104813832967,256,1.4871844991110332,huber,0.00031927755724413763,0.0034105143253377315,0.92142254114151,0.259921669960022,1.2831509113311768,0.6137378333960761,PRUNED
129,0.6193403151935823,2025-12-22 01:09:33.992193,2025-12-22 01:09:37.740698,0 days 00:00:03.748505,32,0.4636950169752477,512,1.1670872034674644,huber,0.00020806556526347308,0.0006327171329767138,0.9211300015449524,0.15063941478729248,1.3746271133422852,0.6193403151935823,PRUNED
130,0.5423334591945852,2025-12-22 01:09:37.740853,2025-12-22 01:09:41.014949,0 days 00:00:03.274096,32,0.3604461021195051,1024,1.0581518002364272,huber,0.001197714702043934,0.0013740546753020636,0.8817585706710815,0.05257326364517212,1.451816439628601,0.5423334591945852,PRUNED
131,0.5901875780525766,2025-12-22 01:09:41.015106,2025-12-22 01:09:44.718946,0 days 00:00:03.703840,32,0.43808375792976867,2048,1.729362256154203,huber,0.00029858092327755066,7.6667109094634e-09,0.9637805819511414,-0.0807797908782959,1.5506274700164795,0.5901875780525766,PRUNED
132,0.584885878463668,2025-12-22 01:09:44.719101,2025-12-22 01:09:48.679839,0 days 00:00:03.960738,16,0.4995920594637132,2048,1.4367872358284284,huber,0.0002103701150784687,0.005045828703664143,0.9987198710441589,0.1862465739250183,1.345504879951477,0.584885878463668,PRUNED
133,0.628958735270717,2025-12-22 01:09:48.679995,2025-12-22 01:09:52.282636,0 days 00:00:03.602641,64,0.48544848631721355,2048,,mse,0.00040448926509451563,0.0028668469655453465,1.7099112272262573,-0.5872237682342529,1.8791348934173584,0.628958735270717,PRUNED
134,0.6173108616102969,2025-12-22 01:09:52.282789,2025-12-22 01:09:55.835098,0 days 00:00:03.552309,32,0.3533829857943125,2048,0.889985365360657,huber,4.387278074382635e-05,0.0012281800066299916,3.5033998489379883,-5.323827266693115,3.750842809677124,0.6173108616102969,PRUNED
135,0.49020889403430606,2025-12-22 01:09:55.835262,2025-12-22 01:10:00.121783,0 days 00:00:04.286521,16,0.08754522876607115,2048,,mse,0.0003608784256660788,5.86488099367901e-08,1.2954232692718506,-0.04576218128204346,1.5253002643585205,0.49020889403430606,PRUNED
136,0.6028435679066482,2025-12-22 01:10:00.122202,2025-12-22 01:10:03.395273,0 days 00:00:03.273071,32,0.30380899230910563,512,1.5841712832507735,huber,2.6414956039682406e-05,5.717806429010332e-05,5.306430339813232,-12.582534790039062,5.497045040130615,0.6028435679066482,PRUNED
137,0.6264533186320682,2025-12-22 01:10:03.395438,2025-12-22 01:10:07.624814,0 days 00:00:04.229376,16,0.40271470092497247,1024,,mse,0.0001489351473153014,0.0001723717274450112,0.9162210822105408,0.32034188508987427,1.2296574115753174,0.6264533186320682,PRUNED
138,0.6151458907681927,2025-12-22 01:10:07.624978,2025-12-22 01:10:10.657220,0 days 00:00:03.032242,64,0.28490132864229206,256,1.8823121062772392,huber,0.0008913824218697288,0.0007839257876192526,1.5273072719573975,-0.34191393852233887,1.7278307676315308,0.6151458907681927,PRUNED
139,0.6240371450662999,2025-12-22 01:10:10.657380,2025-12-22 01:10:13.853358,0 days 00:00:03.195978,32,0.37246810630651406,2048,,mse,0.0002473218523460813,1.5290447729444243e-06,1.0613105297088623,0.23747551441192627,1.3024641275405884,0.6240371450662999,PRUNED
140,0.6132783968356907,2025-12-22 01:10:13.853512,2025-12-22 01:10:17.623983,0 days 00:00:03.770471,16,0.006144359075764806,512,1.16751108300085,huber,3.390914580864722e-05,0.0024139819300405363,4.013711929321289,-7.076045036315918,4.2387542724609375,0.6132783968356907,PRUNED
141,0.6197105086810872,2025-12-22 01:10:17.624140,2025-12-22 01:10:20.670009,0 days 00:00:03.045869,32,0.3206151868209644,2048,2.3951807051149356,huber,0.0001855248194456803,0.0016770792346809755,1.1902812719345093,0.11993861198425293,1.3992501497268677,0.6197105086810872,PRUNED
142,0.616266387127694,2025-12-22 01:10:20.670172,2025-12-22 01:10:23.735150,0 days 00:00:03.064978,32,0.33331361506704854,2048,2.202955279464194,huber,0.0001295165927677539,0.005007776011170159,1.0297900438308716,0.23651713132858276,1.303282380104065,0.616266387127694,PRUNED
143,0.621690382779439,2025-12-22 01:10:23.735313,2025-12-22 01:10:27.241283,0 days 00:00:03.505970,32,0.41449468270037065,2048,2.0184770674239942,huber,0.00016090269005779537,0.0021150621285212982,1.1747432947158813,0.1338074803352356,1.3881809711456299,0.621690382779439,PRUNED
144,0.5007561031291984,2025-12-22 01:10:27.241445,2025-12-22 01:10:49.706956,0 days 00:00:22.465511,32,0.22520625518093906,2048,3.835870932147279,huber,0.0002796830543240099,0.0003468888968371001,0.9615512490272522,0.12693023681640625,1.3936809301376343,0.5007561031291984,PRUNED
145,0.1111836476132829,2025-12-22 01:10:49.707106,2025-12-22 01:10:53.225371,0 days 00:00:03.518265,32,0.22661841635627675,2048,4.578925111367937,huber,0.00048395180516178353,0.0005458568832829301,1.2278847694396973,-0.5040246248245239,1.8292217254638672,0.1111836476132829,PRUNED
146,0.6194989695453701,2025-12-22 01:10:53.225526,2025-12-22 01:10:56.827060,0 days 00:00:03.601534,32,0.21721600555636647,1024,,mse,0.00034517088254816004,0.00036878304956751407,0.9798409938812256,0.2883400321006775,1.258273720741272,0.6194989695453701,PRUNED
147,0.5180593433710539,2025-12-22 01:10:56.827227,2025-12-22 01:11:00.583050,0 days 00:00:03.755823,16,0.19441566015204897,2048,3.7932759226742334,huber,0.00029238593081456045,0.00024736697753881395,1.1558204889297485,0.08510476350784302,1.4266732931137085,0.5180593433710539,PRUNED
148,0.6049820963567876,2025-12-22 01:11:00.583217,2025-12-22 01:11:04.021915,0 days 00:00:03.438698,64,0.2518093724549835,512,,mse,0.00023099241690236564,2.4106282545702305e-05,2.964991569519043,-3.7237329483032227,3.241765022277832,0.6049820963567876,PRUNED
149,0.6341678864877492,2025-12-22 01:11:04.022068,2025-12-22 01:11:26.008038,0 days 00:00:21.985970,32,0.16895784595848967,256,3.3095326668639546,huber,8.69825196029917e-05,2.2163756229499714e-09,0.8277453780174255,0.2146540880203247,1.3218110799789429,0.6341678864877492,PRUNED
150,0.5894372751805801,2025-12-22 01:11:26.008213,2025-12-22 01:11:29.799999,0 days 00:00:03.791786,16,0.258732296148961,256,,mse,8.383962895895846e-05,3.3693300158393726e-09,2.9568185806274414,-3.7010068893432617,3.233957529067993,0.5894372751805801,PRUNED
151,0.6060893715203066,2025-12-22 01:11:29.800154,2025-12-22 01:11:33.110976,0 days 00:00:03.310822,32,0.20938020803433063,256,4.032127921720748,huber,9.120607170012263e-05,1.1134435038492175e-08,4.197218418121338,-7.75345516204834,4.4129462242126465,0.6060893715203066,PRUNED
152,0.5957735333551049,2025-12-22 01:11:33.111133,2025-12-22 01:11:37.146799,0 days 00:00:04.035666,32,0.22900640119875065,256,3.2310866817818735,huber,0.0013676421943052007,2.2360392626711033e-10,0.8643171787261963,0.22558152675628662,1.3125828504562378,0.5957735333551049,PRUNED
153,0.5082128576632243,2025-12-22 01:11:37.146951,2025-12-22 01:11:40.938776,0 days 00:00:03.791825,32,0.23951407429892616,256,2.965770484571294,huber,6.776869702303871e-05,1.2237827279161517e-08,4.470117092132568,-8.869856834411621,4.685914039611816,0.5082128576632243,PRUNED
154,0.5921343991609724,2025-12-22 01:11:40.938931,2025-12-22 01:11:44.856445,0 days 00:00:03.917514,32,0.16645876139275706,256,1.246882694538233,huber,0.00011686619686928243,1.3144644323921447e-10,3.539632558822632,-5.41724157333374,3.778444766998291,0.5921343991609724,PRUNED
155,0.6167654872760263,2025-12-22 01:11:44.856600,2025-12-22 01:11:49.017645,0 days 00:00:04.161045,32,0.2725781431967511,1024,3.4826054856937003,huber,0.0002736368638502579,1.7487539149517937e-09,1.1367942094802856,0.17216861248016357,1.3570936918258667,0.6167654872760263,PRUNED
156,0.582962194448241,2025-12-22 01:11:49.017797,2025-12-22 01:11:52.680783,0 days 00:00:03.662986,32,0.026171123936718332,512,4.414789647573826,huber,0.0015449583955975167,7.888105600347943e-10,1.5582834482192993,-0.3179051876068115,1.7123043537139893,0.582962194448241,PRUNED
157,0.6115431148630118,2025-12-22 01:11:52.680943,2025-12-22 01:11:56.841451,0 days 00:00:04.160508,16,0.012060114879255856,2048,,mse,0.00013811012871183824,3.0948590957851453e-10,0.8337786197662354,0.2037833333015442,1.330927848815918,0.6115431148630118,PRUNED
158,0.6228274056339181,2025-12-22 01:11:56.841608,2025-12-22 01:12:00.188629,0 days 00:00:03.347021,64,0.4392275834532625,256,3.744461036800851,huber,0.001964808397796558,0.00034005646788971784,1.1671264171600342,-0.31938421726226807,1.7132648229599,0.6228274056339181,PRUNED
159,0.5511354704198118,2025-12-22 01:12:00.188795,2025-12-22 01:12:03.777951,0 days 00:00:03.589156,32,0.4789070116935244,2048,,mse,0.0010354247393771735,5.450670535537028e-09,1.6254096031188965,-0.42288386821746826,1.7791951894760132,0.5511354704198118,PRUNED
160,0.610230911161767,2025-12-22 01:12:03.778100,2025-12-22 01:12:07.405493,0 days 00:00:03.627393,16,0.13818981782046869,512,3.241345865834789,huber,0.00020687150076806137,0.0010133911806399288,0.8328258991241455,0.23159557580947876,1.3074761629104614,0.610230911161767,PRUNED
161,0.6040830550299902,2025-12-22 01:12:07.405646,2025-12-22 01:12:11.083563,0 days 00:00:03.677917,32,0.3050787103957039,2048,3.6469197317861624,huber,0.00017113408166099457,2.987956514574985e-08,1.3062107563018799,-0.0334925651550293,1.516325831413269,0.6040830550299902,PRUNED
162,0.6259641343807224,2025-12-22 01:12:11.083718,2025-12-22 01:12:14.864983,0 days 00:00:03.781265,32,0.10001382137288253,2048,4.026450594915361,huber,0.0001909334175720701,2.112654910307032e-09,1.3060250282287598,-0.012462377548217773,1.5008189678192139,0.6259641343807224,PRUNED
163,0.6092161843701243,2025-12-22 01:12:14.865142,2025-12-22 01:12:18.896688,0 days 00:00:04.031546,32,0.2943191530135562,2048,2.5431879544150813,huber,0.0002489624374860096,0.00249330099700916,0.8810629844665527,0.25063657760620117,1.2911750078201294,0.6092161843701243,PRUNED
164,0.5979583359911825,2025-12-22 01:12:18.896844,2025-12-22 01:12:40.186012,0 days 00:00:21.289168,32,0.3464847604432716,2048,2.7355660780769355,huber,0.00022244107560740153,0.0007995254591019488,0.9000583291053772,0.15886420011520386,1.3679553270339966,0.5979583359911825,PRUNED
165,0.613628758529222,2025-12-22 01:12:40.186182,2025-12-22 01:12:44.072553,0 days 00:00:03.886371,32,0.3446963630982588,2048,2.7044231097499365,huber,0.0002309385558954394,4.748303308416356e-10,0.9817934632301331,0.27367424964904785,1.2711727619171143,0.613628758529222,PRUNED
166,0.6370534125108896,2025-12-22 01:12:44.072724,2025-12-22 01:13:05.005636,0 days 00:00:20.932912,32,0.38153144960348434,1024,,mse,5.974482212525866e-05,1.8724513679409886e-08,0.8164735436439514,0.2279161810874939,1.3106027841567993,0.6370534125108896,PRUNED
167,0.6197105086810872,2025-12-22 01:13:05.005790,2025-12-22 01:13:09.065624,0 days 00:00:04.059834,16,0.3943674581735422,1024,,mse,7.30493830102532e-05,9.889334071038653e-08,1.2528676986694336,-0.36939728260040283,1.7454347610473633,0.6197105086810872,PRUNED
168,0.6168976992358496,2025-12-22 01:13:09.065788,2025-12-22 01:13:13.369427,0 days 00:00:04.303639,32,0.36849046601922764,1024,,mse,0.00010153811936753585,2.1418556868722336e-08,2.4197945594787598,-2.362414836883545,2.7350451946258545,0.6168976992358496,PRUNED
169,0.6697064612882135,2025-12-22 01:13:13.369578,2025-12-22 01:13:53.149028,0 days 00:00:39.779450,64,0.3824968880312112,1024,,mse,4.9852191014794154e-05,5.391504196276605e-08,0.8120372295379639,0.27994251251220703,1.2656757831573486,0.6408776434487744,COMPLETE
170,0.44591458219455327,2025-12-22 01:13:53.149246,2025-12-22 01:13:57.441925,0 days 00:00:04.292679,64,0.33231662160047176,1024,,mse,4.551884619981789e-05,6.186127588008988e-08,4.95911979675293,-10.995199203491211,5.165859699249268,0.44591458219455327,PRUNED
171,0.6273920235468126,2025-12-22 01:13:57.442079,2025-12-22 01:14:18.247103,0 days 00:00:20.805024,64,0.38061435981539504,1024,,mse,6.638386123174228e-05,4.2710870162585456e-08,0.8600043058395386,0.2859007716178894,1.2604283094406128,0.6273920235468126,PRUNED
172,0.6286215947731679,2025-12-22 01:14:18.247258,2025-12-22 01:14:38.977930,0 days 00:00:20.730672,64,0.3763408319671526,1024,,mse,5.5919907001181495e-05,4.095410382435728e-08,0.9443941712379456,0.07173269987106323,1.4370616674423218,0.6286215947731679,PRUNED
173,0.6061918357891695,2025-12-22 01:14:38.978094,2025-12-22 01:14:42.618548,0 days 00:00:03.640454,64,0.3833145710973154,1024,,mse,5.578817970635863e-05,3.866595158151254e-08,4.750342845916748,-10.043052673339844,4.956594944000244,0.6061918357891695,PRUNED
174,0.607616419656264,2025-12-22 01:14:42.618709,2025-12-22 01:14:46.279975,0 days 00:00:03.661266,64,0.3797354577846323,1024,,mse,5.930814109220191e-05,1.3381918249552098e-07,4.743002891540527,-9.994088172912598,4.945594310760498,0.607616419656264,PRUNED
175,0.5551381875034579,2025-12-22 01:14:46.280136,2025-12-22 01:14:49.833476,0 days 00:00:03.553340,64,0.3507205420285629,1024,,mse,5.154534133495599e-05,4.623123367777591e-08,4.765206813812256,-10.110701560974121,4.9717535972595215,0.5551381875034579,PRUNED
176,0.6276101732805208,2025-12-22 01:14:49.833645,2025-12-22 01:14:54.365406,0 days 00:00:04.531761,64,0.36684107357672735,1024,,mse,6.558340777070068e-05,1.617537317925232e-08,4.474653720855713,-8.88920783996582,4.690505027770996,0.6276101732805208,PRUNED
177,0.6100887833049571,2025-12-22 01:14:54.365574,2025-12-22 01:14:58.157535,0 days 00:00:03.791961,64,0.3729846198862728,1024,,mse,5.1002900030098454e-05,5.791872721085612e-07,4.887282371520996,-10.630144119262695,5.086644649505615,0.6100887833049571,PRUNED
178,0.6070974877139581,2025-12-22 01:14:58.157699,2025-12-22 01:15:01.929469,0 days 00:00:03.771770,64,0.39823741545798697,1024,,mse,6.268716741313308e-05,8.79919967754349e-08,4.629281044006348,-9.518403053283691,4.8374199867248535,0.6070974877139581,PRUNED
179,0.6195022748443657,2025-12-22 01:15:01.929655,2025-12-22 01:15:05.446638,0 days 00:00:03.516983,64,0.4140756501175492,1024,,mse,7.95520494983275e-05,0.0038991586949044072,4.575690746307373,-9.276863098144531,4.78155517578125,0.6195022748443657,PRUNED
180,0.5640790212864988,2025-12-22 01:15:05.446797,2025-12-22 01:15:09.219931,0 days 00:00:03.773134,64,0.38550332546064425,1024,,mse,3.904029771510874e-05,0.0007109539731723045,5.144574165344238,-11.827004432678223,5.341970443725586,0.5640790212864988,PRUNED
181,0.6173604410952306,2025-12-22 01:15:09.220091,2025-12-22 01:15:13.213603,0 days 00:00:03.993512,64,0.3586740945067804,1024,,mse,5.004109094623451e-05,1.8827416950504676e-08,4.984899997711182,-11.089838027954102,5.1861982345581055,0.6173604410952306,PRUNED
182,0.6304692569116965,2025-12-22 01:15:13.213767,2025-12-22 01:15:34.573254,0 days 00:00:21.359487,64,0.3407307042674863,1024,,mse,7.401480434010186e-05,6.066475767259501e-09,0.8782055377960205,0.3275213837623596,1.2231454849243164,0.6304692569116965,PRUNED
183,0.6128090443783185,2025-12-22 01:15:34.573420,2025-12-22 01:15:38.073300,0 days 00:00:03.499880,64,0.3369025421515457,1024,,mse,8.771809595964461e-05,6.328351047588072e-09,4.230874538421631,-7.9030961990356445,4.450506210327148,0.6128090443783185,PRUNED
184,0.5920021872011493,2025-12-22 01:15:38.073467,2025-12-22 01:15:41.369233,0 days 00:00:03.295766,64,0.35119549891298585,1024,,mse,7.119929847544791e-05,5.842989992641694e-08,4.583972454071045,-9.324003219604492,4.792509078979492,0.5920021872011493,PRUNED
185,0.608849296181615,2025-12-22 01:15:41.369401,2025-12-22 01:15:45.052482,0 days 00:00:03.683081,64,0.34290172136829977,1024,,mse,7.974776344876647e-05,2.597512064561305e-08,4.339099884033203,-8.327278137207031,4.555293083190918,0.608849296181615,PRUNED
186,0.6043573948466232,2025-12-22 01:15:45.052640,2025-12-22 01:15:49.109753,0 days 00:00:04.057113,64,0.3631481108667495,1024,,mse,5.822837155383384e-05,2.1911690107527475e-09,4.785734176635742,-10.165563583374023,4.984013080596924,0.6043573948466232,PRUNED
187,0.598275644694758,2025-12-22 01:15:49.109917,2025-12-22 01:15:52.544425,0 days 00:00:03.434508,64,0.377446029782231,1024,,mse,6.695079109836428e-05,3.145470494617569e-07,4.499048233032227,-8.99643325805664,4.715865612030029,0.598275644694758,PRUNED
188,0.618087606874258,2025-12-22 01:15:52.544590,2025-12-22 01:15:56.165488,0 days 00:00:03.620898,64,0.3147498465407494,1024,,mse,7.652292408584937e-05,1.3355790331721407e-08,4.393733501434326,-8.529878616333008,4.604500770568848,0.618087606874258,PRUNED
189,0.543810927845609,2025-12-22 01:15:56.165655,2025-12-22 01:16:00.286392,0 days 00:00:04.120737,64,0.33001763140921986,1024,,mse,1.706859788728228e-05,0.001437150486279061,5.4289069175720215,-13.220008850097656,5.624563217163086,0.543810927845609,PRUNED
190,0.5433547965842191,2025-12-22 01:16:00.286561,2025-12-22 01:16:04.415408,0 days 00:00:04.128847,64,0.0005180423293717484,1024,,mse,3.9845373442902445e-05,0.0033948656259358756,4.816110610961914,-10.365632057189941,5.028467655181885,0.5433547965842191,PRUNED
191,0.5808071395031237,2025-12-22 01:16:04.415565,2025-12-22 01:16:08.253347,0 days 00:00:03.837782,32,0.3548963826766375,512,,mse,6.172481478149568e-05,1.0824852436682127e-08,4.357893943786621,-8.413128852844238,4.57620906829834,0.5808071395031237,PRUNED
192,0.6021130968286252,2025-12-22 01:16:08.253511,2025-12-22 01:16:11.826636,0 days 00:00:03.573125,32,0.42344715827233703,256,,mse,5.389716367460148e-05,4.321806952925613e-09,4.603248596191406,-9.421388626098633,4.815059661865234,0.6021130968286252,PRUNED
193,0.6145112733610416,2025-12-22 01:16:11.826793,2025-12-22 01:16:15.342114,0 days 00:00:03.515321,32,0.393396787023966,1024,,mse,9.19239590188323e-05,9.051761483743663e-09,2.4965672492980957,-2.539114475250244,2.80599045753479,0.6145112733610416,PRUNED
194,0.5875433388561134,2025-12-22 01:16:15.342278,2025-12-22 01:16:18.914800,0 days 00:00:03.572522,64,0.4562741312961412,512,2.9524894428480164,huber,0.0029966294046487084,0.0009606230570913491,0.978711724281311,0.2685728669166565,1.2756290435791016,0.5875433388561134,PRUNED
