number,value,datetime_start,datetime_complete,duration,params_batch_size,params_channels,params_dropout,params_huber_delta,params_kernel,params_layers,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
95,0.6089616763474646,2025-12-22 00:34:28.263796,2025-12-22 00:34:32.328655,0 days 00:00:04.064859,16,128,0.39200562728672966,,5,3,mse,3.858419311322457e-05,2.8144358323449127e-06,3.6467387676239014,-5.745520114898682,3.8738839626312256,0.6089616763474646,PRUNED
96,0.40216233939007545,2025-12-22 00:34:32.328829,2025-12-22 00:34:36.018956,0 days 00:00:03.690127,32,512,0.32534589471770226,1.8137864998482454,7,2,huber,0.00024505172478519837,2.2912431516479778e-08,1.2945882081985474,-0.5674076080322266,1.8673677444458008,0.40216233939007545,PRUNED
97,0.6252039156117394,2025-12-22 00:34:36.019124,2025-12-22 00:34:39.164116,0 days 00:00:03.144992,64,256,0.3445331016748749,,3,3,mse,6.0998070698352555e-05,3.217457678265306e-05,5.460978031158447,-13.374481201171875,5.655030727386475,0.6252039156117394,PRUNED
98,0.6104424502974839,2025-12-22 00:34:39.164279,2025-12-22 00:34:42.432189,0 days 00:00:03.267910,16,128,0.04154818828150153,0.7101363135779861,5,4,huber,2.1056554493236818e-05,2.1726576796515292e-07,5.374584674835205,-12.939749717712402,5.5688605308532715,0.6104424502974839,PRUNED
99,0.6175554537359698,2025-12-22 00:34:42.432348,2025-12-22 00:34:45.858902,0 days 00:00:03.426554,32,128,0.060123732364053516,,5,3,mse,0.00039438630265280423,4.069678827942598e-06,1.3063602447509766,-0.4767047166824341,1.8125320672988892,0.6175554537359698,PRUNED
100,0.3939883349740088,2025-12-22 00:34:45.859063,2025-12-22 00:34:48.936501,0 days 00:00:03.077438,32,512,0.2975598308737687,0.5722850594688642,3,1,huber,0.0009510240547941565,1.437914526852944e-05,1.0452362298965454,-0.18278980255126953,1.622156023979187,0.3939883349740088,PRUNED
101,0.5867401512001877,2025-12-22 00:34:48.936670,2025-12-22 00:34:52.039843,0 days 00:00:03.103173,32,512,0.38096445079870844,0.583280844613228,3,2,huber,1.1504145997950934e-05,3.735515762661137e-06,5.357895374298096,-12.861638069152832,5.55323600769043,0.5867401512001877,PRUNED
102,0.6324326045150704,2025-12-22 00:34:52.040010,2025-12-22 00:34:55.211726,0 days 00:00:03.171716,32,512,0.402496419153656,0.5065864406386573,3,2,huber,1.0314394229505443e-05,2.5732151751699863e-06,5.328293800354004,-12.72275447845459,5.525346279144287,0.6324326045150704,PRUNED
103,0.625355959365536,2025-12-22 00:34:55.211887,2025-12-22 00:34:58.941528,0 days 00:00:03.729641,32,512,0.41760594274456053,0.560641679316551,3,2,huber,0.00012406925952774384,0.0003083832383634707,0.8372786045074463,0.15366166830062866,1.372179388999939,0.625355959365536,PRUNED
104,0.6180446379873155,2025-12-22 00:34:58.941692,2025-12-22 00:35:02.761719,0 days 00:00:03.820027,32,512,0.43335636569825353,0.6374512932755101,3,2,huber,1.3195901875124329e-05,1.3188325254111942e-06,5.271484851837158,-12.454522132873535,5.471079349517822,0.6180446379873155,PRUNED
105,0.5930367457867655,2025-12-22 00:35:02.761884,2025-12-22 00:35:06.973087,0 days 00:00:04.211203,32,512,0.3678488484496768,1.516397284540335,3,3,huber,1.5294281599630322e-05,2.382567933698466e-05,5.402737140655518,-13.094061851501465,5.599599361419678,0.5930367457867655,PRUNED
106,0.6216573297894832,2025-12-22 00:35:06.973250,2025-12-22 00:35:10.571217,0 days 00:00:03.597967,16,128,0.3865735608783407,2.1031001249394023,7,2,huber,0.0004998504560808697,8.398607761344623e-06,1.053548812866211,-0.18750834465026855,1.625388503074646,0.6216573297894832,PRUNED
107,0.678564662596365,2025-12-22 00:35:10.571380,2025-12-22 00:35:49.500822,0 days 00:00:38.929442,32,256,0.3603671955593381,1.2268197036823472,3,1,huber,1.011022536214104e-05,8.32638297284073e-07,0.9376147985458374,0.0909079909324646,1.422141432762146,0.6316294168591448,COMPLETE
108,0.3789492245441249,2025-12-22 00:35:49.501052,2025-12-22 00:35:52.562049,0 days 00:00:03.060997,32,256,0.3347884594858157,,5,1,mse,0.0006798856422041198,1.3026037817957766e-08,1.2247644662857056,0.010740160942077637,1.4835221767425537,0.3789492245441249,PRUNED
109,0.5658242191561644,2025-12-22 00:35:52.562214,2025-12-22 00:35:57.801033,0 days 00:00:05.238819,16,256,0.35377747772722057,1.2206767341234,7,1,huber,0.00020452175491378653,2.5568329437701577e-09,0.9553888440132141,0.17331892251968384,1.3561503887176514,0.5658242191561644,PRUNED
110,0.5244683181234814,2025-12-22 00:35:57.801201,2025-12-22 00:36:01.124184,0 days 00:00:03.322983,32,256,0.11427853068551708,,3,1,mse,0.001342797250310841,5.733072370143549e-08,0.9180114269256592,0.16315531730651855,1.3644615411758423,0.5244683181234814,PRUNED
111,0.5161158275616534,2025-12-22 00:36:01.124346,2025-12-22 00:36:04.202332,0 days 00:00:03.077986,32,256,0.37350162624578287,1.7400229652888373,3,1,huber,1.1785985467700073e-05,4.586503014068264e-07,5.140201091766357,-11.815841674804688,5.3396453857421875,0.5161158275616534,PRUNED
112,0.528160337101543,2025-12-22 00:36:04.202494,2025-12-22 00:36:07.513080,0 days 00:00:03.310586,32,256,0.40376146886869624,0.7121403610488726,3,1,huber,1.0516672298664609e-05,2.8730058309817244e-06,5.075892448425293,-11.53602409362793,5.281031608581543,0.528160337101543,PRUNED
113,0.5300542734260096,2025-12-22 00:36:07.513240,2025-12-22 00:36:11.438511,0 days 00:00:03.925271,32,128,0.45903744840590865,0.5438566314572202,3,1,huber,1.3102390137351711e-05,9.089200904107173e-07,5.2519707679748535,-12.341538429260254,5.448059558868408,0.5300542734260096,PRUNED
114,0.5787776859198381,2025-12-22 00:36:11.438695,2025-12-22 00:36:14.484264,0 days 00:00:03.045569,32,512,0.00981906329084594,2.0142791048012483,3,4,huber,1.6207070461770464e-05,6.083073470022281e-06,5.527364730834961,-13.720796585083008,5.7227463722229,0.5787776859198381,PRUNED
115,0.6511372915310514,2025-12-22 00:36:14.484421,2025-12-22 00:36:50.716290,0 days 00:00:36.231869,32,128,0.3897477950524831,1.6272651276822723,3,3,huber,2.5038078823511913e-05,1.0900642711293663e-05,0.8199854493141174,0.2601822018623352,1.282925009727478,0.6283340337605525,COMPLETE
116,0.6219515014000897,2025-12-22 00:36:50.716514,2025-12-22 00:36:54.115195,0 days 00:00:03.398681,16,128,0.3465675034142191,1.637829643607391,5,3,huber,2.5352857667190168e-05,0.0052601332218509995,4.908621788024902,-10.703608512878418,5.10268497467041,0.6219515014000897,PRUNED
117,0.6228869010158385,2025-12-22 00:36:54.115366,2025-12-22 00:36:57.590920,0 days 00:00:03.475554,64,128,0.41432619192570624,1.4456688375929998,7,3,huber,4.5966693658674655e-05,3.997373703494606e-05,5.293240547180176,-12.549786567687988,5.490414142608643,0.6228869010158385,PRUNED
118,0.6069057803722145,2025-12-22 00:36:57.591079,2025-12-22 00:37:00.648598,0 days 00:00:03.057519,32,128,0.3919906509370254,,3,3,mse,1.8507174642788787e-05,6.77138673791095e-05,5.615536689758301,-14.166109085083008,5.80866003036499,0.6069057803722145,PRUNED
119,0.6266946054587454,2025-12-22 00:37:00.648766,2025-12-22 00:37:04.573114,0 days 00:00:03.924348,16,128,0.2717613503832252,1.8638905367278322,5,3,huber,0.00029213674225057716,2.2670626151195128e-05,0.8384932279586792,0.13623464107513428,1.3862346410751343,0.6266946054587454,PRUNED
120,0.6195188013393437,2025-12-22 00:37:04.573281,2025-12-22 00:37:08.362314,0 days 00:00:03.789033,32,128,0.3278443615784759,,3,4,mse,0.00034587667514186424,1.3532167285975062e-05,0.8401947617530823,0.2535760998725891,1.2886401414871216,0.6195188013393437,PRUNED
121,0.680276807476075,2025-12-22 00:37:08.362475,2025-12-22 00:37:45.622819,0 days 00:00:37.260344,32,128,0.36179944825497473,2.314497469317188,3,3,huber,1.0111020218774871e-05,1.6534828960453626e-06,1.5693068504333496,-0.8221746683120728,2.0134177207946777,0.6224307697544487,COMPLETE
122,0.6119298348454946,2025-12-22 00:37:45.623112,2025-12-22 00:37:48.758014,0 days 00:00:03.134902,32,128,0.15046336110452563,2.8372811877361386,3,3,huber,3.0298907408129224e-05,1.579355981552662e-06,5.567304611206055,-13.904792785644531,5.758399963378906,0.6119298348454946,PRUNED
123,0.6191651343468167,2025-12-22 00:37:48.758176,2025-12-22 00:37:52.300628,0 days 00:00:03.542452,32,128,0.3613905251227621,2.385495647367769,3,3,huber,0.0007807300561155233,9.374525069668987e-06,1.1037161350250244,0.1961967945098877,1.337253451347351,0.6191651343468167,PRUNED
124,0.6017825669290673,2025-12-22 00:37:52.300793,2025-12-22 00:37:55.998546,0 days 00:00:03.697753,32,128,0.31511849667250624,2.202661965666777,3,3,huber,1.3922678726031285e-05,4.697876194578516e-06,5.67948055267334,-14.492191314697266,5.8707733154296875,0.6017825669290673,PRUNED
125,0.6210194070833365,2025-12-22 00:37:55.998714,2025-12-22 00:37:59.473835,0 days 00:00:03.475121,32,128,0.3769747790874036,3.2001261059007073,3,3,huber,2.385263065535494e-05,6.5951076974036926e-06,5.556670665740967,-13.863801956176758,5.750476360321045,0.6210194070833365,PRUNED
126,0.6210425441763056,2025-12-22 00:37:59.473998,2025-12-22 00:38:03.207768,0 days 00:00:03.733770,32,128,0.4248570268269593,1.179991862516238,7,3,huber,1.2411827371074605e-05,5.286767028961906e-09,5.590597629547119,-14.035333633422852,5.783562183380127,0.6210425441763056,PRUNED
127,0.609963181943125,2025-12-22 00:38:03.207979,2025-12-22 00:38:06.794940,0 days 00:00:03.586961,16,256,0.34230601469483624,,5,3,mse,3.4753425855171375e-05,0.0001275907772516807,0.9943439364433289,0.20792710781097412,1.3274600505828857,0.609963181943125,PRUNED
128,0.3809786781274103,2025-12-22 00:38:06.795102,2025-12-22 00:38:11.300809,0 days 00:00:04.505707,32,128,0.3575067300156247,1.3599570395688583,3,1,huber,0.0018710469453365472,9.569677466095569e-07,1.3256667852401733,-0.5922856330871582,1.8821289539337158,0.3809786781274103,PRUNED
129,0.5912221366381927,2025-12-22 00:38:11.300968,2025-12-22 00:38:14.652779,0 days 00:00:03.351811,64,128,0.44308032662483043,,7,3,mse,1.517827429520945e-05,1.9484141859697443e-06,5.590734481811523,-14.041796684265137,5.7848052978515625,0.5912221366381927,PRUNED
130,0.5876127501350206,2025-12-22 00:38:14.652937,2025-12-22 00:38:17.798502,0 days 00:00:03.145565,16,128,0.39695227321398124,1.650745106527921,5,1,huber,1.0068290567272784e-05,2.852626968127038e-07,4.688570976257324,-9.752948760986328,4.891056537628174,0.5876127501350206,PRUNED
131,0.5943687812819838,2025-12-22 00:38:17.798678,2025-12-22 00:38:21.326375,0 days 00:00:03.527697,32,512,0.38312285455903766,1.8805223405646574,3,3,huber,1.7026001350723213e-05,3.5794767196917643e-06,5.430452823638916,-13.219080924987793,5.624379634857178,0.5943687812819838,PRUNED
132,0.5600531671098838,2025-12-22 00:38:21.326550,2025-12-22 00:38:24.596000,0 days 00:00:03.269450,32,512,0.36851772527121907,0.530949211178062,3,2,huber,1.1138335773942776e-05,2.5797183415017383e-06,5.282853126525879,-12.503860473632812,5.4811015129089355,0.5600531671098838,PRUNED
133,0.5196062233009848,2025-12-22 00:38:24.596160,2025-12-22 00:38:27.801809,0 days 00:00:03.205649,32,128,0.41266537516435176,1.4876088622865384,3,1,huber,1.2011443281029885e-05,5.71731133485057e-07,5.399681091308594,-13.041533470153809,5.5891547203063965,0.5196062233009848,PRUNED
134,0.6350437907215777,2025-12-22 00:38:27.801968,2025-12-22 00:38:31.263722,0 days 00:00:03.461754,32,256,0.34967545381549286,2.0168677978981955,3,4,huber,1.0734103454569236e-05,1.67731107838218e-05,5.672104358673096,-14.457932472229004,5.864278316497803,0.6350437907215777,PRUNED
135,0.6055935766709698,2025-12-22 00:38:31.263885,2025-12-22 00:38:34.284515,0 days 00:00:03.020630,32,128,0.39099069029549655,0.6505768717302483,3,3,huber,1.9291288243947972e-05,1.0234810527679083e-05,5.604311466217041,-14.106653213500977,5.797263145446777,0.6055935766709698,PRUNED
136,0.7014538581407488,2025-12-22 00:38:34.284684,2025-12-22 00:39:12.198891,0 days 00:00:37.914207,32,128,0.373269060091311,,3,3,mse,1.3377791099969891e-05,0.0020926629561002466,0.903274655342102,0.13989734649658203,1.3832924365997314,0.629147137313465,COMPLETE
137,0.37536297513392175,2025-12-22 00:39:12.199119,2025-12-22 00:39:15.572913,0 days 00:00:03.373794,32,128,0.36636858039844616,,5,3,mse,0.0010490287374716638,0.0019989511052501624,0.9436663389205933,0.12355971336364746,1.3963685035705566,0.37536297513392175,PRUNED
138,0.596494088536141,2025-12-22 00:39:15.573080,2025-12-22 00:39:18.843788,0 days 00:00:03.270708,16,128,0.40580499709302,,7,3,mse,1.4552268683016352e-05,0.0008221534453215079,5.266783237457275,-12.399903297424316,5.459962844848633,0.596494088536141,PRUNED
139,0.6110803730036307,2025-12-22 00:39:18.843959,2025-12-22 00:39:22.374515,0 days 00:00:03.530556,32,128,0.2896603829421767,,3,3,mse,2.0895318389363738e-05,0.003768646938341367,5.670467376708984,-14.440631866455078,5.860995769500732,0.6110803730036307,PRUNED
140,0.6232174309153964,2025-12-22 00:39:22.374682,2025-12-22 00:39:26.183433,0 days 00:00:03.808751,16,128,0.37457759289086767,,3,3,mse,0.000404649726215728,0.0006282710063263104,0.8512759208679199,0.09809112548828125,1.4165117740631104,0.6232174309153964,PRUNED
141,0.6131825431648189,2025-12-22 00:39:26.183593,2025-12-22 00:39:29.458379,0 days 00:00:03.274786,32,512,0.3797000696383977,,3,3,mse,1.3160455379507846e-05,5.379426539889144e-06,5.481924057006836,-13.485069274902344,5.676742076873779,0.6131825431648189,PRUNED
142,0.24585474988914943,2025-12-22 00:39:29.458554,2025-12-22 00:39:32.926163,0 days 00:00:03.467609,32,128,0.38877287725786597,1.7912087039024438,3,1,huber,1.003646610628656e-05,0.0015231457815953553,5.665657043457031,-14.416814804077148,5.856473445892334,0.24585474988914943,PRUNED
143,0.5642475915352734,2025-12-22 00:39:32.926324,2025-12-22 00:39:36.763969,0 days 00:00:03.837645,32,128,0.4313189848193153,,3,3,mse,1.684450098006338e-05,1.739670597316555e-08,5.637267112731934,-14.278143882751465,5.830075263977051,0.5642475915352734,PRUNED
144,0.6386961461116923,2025-12-22 00:39:36.764136,2025-12-22 00:39:40.661262,0 days 00:00:03.897126,32,256,0.3321603799243464,4.503903424562471,3,2,huber,1.2724821154902605e-05,3.0113748477557403e-05,5.513911724090576,-13.633645057678223,5.70578145980835,0.6386961461116923,PRUNED
145,0.6052564361734207,2025-12-22 00:39:40.661421,2025-12-22 00:39:44.415097,0 days 00:00:03.753676,32,128,0.352927664803496,,5,4,mse,0.0002648791845625405,1.9338963667911122e-06,2.0199851989746094,-1.5895140171051025,2.400203227996826,0.6052564361734207,PRUNED
146,0.5750063397658827,2025-12-22 00:39:44.415266,2025-12-22 00:39:47.698651,0 days 00:00:03.283385,64,512,0.4027401031091241,0.6104188897636007,7,2,huber,1.1402301501157116e-05,7.483359140720828e-06,5.340226173400879,-12.77843952178955,5.536545753479004,0.5750063397658827,PRUNED
147,0.46007778839060887,2025-12-22 00:39:47.698821,2025-12-22 00:39:51.116806,0 days 00:00:03.417985,32,128,0.41852867926038656,,3,1,mse,0.000856848402451471,1.2221226081899926e-06,0.9222089052200317,0.029317021369934082,1.469527006149292,0.46007778839060887,PRUNED
148,0.45270036103247674,2025-12-22 00:39:51.116975,2025-12-22 00:39:54.978728,0 days 00:00:03.861753,32,128,0.48597185562073947,2.579347979878772,3,3,huber,1.4078518651302409e-05,2.957715741593776e-06,5.621506214141846,-14.200106620788574,5.81516695022583,0.45270036103247674,PRUNED
149,0.6030518017433697,2025-12-22 00:39:54.978895,2025-12-22 00:39:59.442886,0 days 00:00:04.463991,16,512,0.3628446764848409,0.9514711567490061,5,3,huber,0.00022285447835152043,2.711599355538361e-08,1.0973583459854126,-0.303676962852478,1.7030360698699951,0.6030518017433697,PRUNED
150,0.44352485102074973,2025-12-22 00:39:59.443053,2025-12-22 00:40:02.908787,0 days 00:00:03.465734,32,256,0.4515372625161221,,7,1,mse,0.00016685457733027313,1.5854080778052077e-07,1.0539928674697876,-0.20721971988677979,1.6388229131698608,0.44352485102074973,PRUNED
151,0.5597424690042994,2025-12-22 00:40:02.908955,2025-12-22 00:40:06.327350,0 days 00:00:03.418395,32,256,0.3277251923160296,4.4151803982976165,3,2,huber,1.2583199159504651e-05,1.726582338538247e-05,5.441117286682129,-13.289143562316895,5.638219356536865,0.5597424690042994,PRUNED
152,0.5357988830803259,2025-12-22 00:40:06.327520,2025-12-22 00:40:09.592086,0 days 00:00:03.264566,32,256,0.3355906898683491,3.8380968599629144,3,2,huber,1.1251253670727198e-05,2.924614736534693e-05,5.462442398071289,-13.388289451599121,5.657746315002441,0.5357988830803259,PRUNED
153,0.6075536189753481,2025-12-22 00:40:09.592253,2025-12-22 00:40:13.481087,0 days 00:00:03.888834,32,256,0.3038955728849764,3.6568621113656263,3,2,huber,1.5713193836542513e-05,5.159788397790927e-05,5.35764217376709,-12.872701644897461,5.5554518699646,0.6075536189753481,PRUNED
154,0.6184710215577451,2025-12-22 00:40:13.481257,2025-12-22 00:40:17.313215,0 days 00:00:03.831958,32,256,0.3183473359944869,4.726935376559879,3,2,huber,1.2749907819194625e-05,0.002241245835982956,5.5354790687561035,-13.750890731811523,5.728593349456787,0.6184710215577451,PRUNED
155,0.5925475615354199,2025-12-22 00:40:17.313384,2025-12-22 00:40:21.120914,0 days 00:00:03.807530,32,256,0.20858042702316743,1.5833247198260332,3,2,huber,1.0023144773032272e-05,1.1624675678964086e-05,5.504654884338379,-13.59885025024414,5.698993682861328,0.5925475615354199,PRUNED
156,0.5977699339484346,2025-12-22 00:40:21.121093,2025-12-22 00:40:25.180572,0 days 00:00:04.059479,32,128,0.3424885637864385,2.3297813101701705,3,4,huber,1.466286486761652e-05,0.00597724004486878,5.699548244476318,-14.599546432495117,5.891079425811768,0.5977699339484346,PRUNED
157,0.4326834703152509,2025-12-22 00:40:25.180750,2025-12-22 00:40:28.887528,0 days 00:00:03.706778,16,128,0.2334643013137454,0.8376387279490485,5,2,huber,0.0005857574898061393,2.8863995855355378e-05,0.9052645564079285,0.06017094850540161,1.4459834098815918,0.4326834703152509,PRUNED
158,0.6374599642873459,2025-12-22 00:40:28.887705,2025-12-22 00:40:32.359830,0 days 00:00:03.472125,64,256,0.37397632548976845,,3,3,mse,6.555436590488445e-05,4.4701115455011975e-06,5.363526821136475,-12.897650718688965,5.560445308685303,0.6374599642873459,PRUNED
159,0.5172462398181414,2025-12-22 00:40:32.360061,2025-12-22 00:40:35.649121,0 days 00:00:03.289060,32,512,0.3952872044674427,0.5354929421411263,7,1,huber,0.0003265579411775096,0.0003570667065320828,1.0282829999923706,-0.18624913692474365,1.6245266199111938,0.5172462398181414,PRUNED
160,0.616203586446778,2025-12-22 00:40:35.649284,2025-12-22 00:40:38.944098,0 days 00:00:03.294814,32,128,0.07651211502497188,,3,3,mse,2.739599131919421e-05,7.974677453291015e-09,5.514645576477051,-13.653141975402832,5.709580898284912,0.616203586446778,PRUNED
161,0.6197501722690343,2025-12-22 00:40:38.944260,2025-12-22 00:40:42.409245,0 days 00:00:03.464985,64,256,0.3726035053021112,,3,3,mse,6.867250007841377e-05,4.554992005574838e-06,5.335602283477783,-12.753199577331543,5.531472206115723,0.6197501722690343,PRUNED
162,0.6243147901819286,2025-12-22 00:40:42.409411,2025-12-22 00:40:45.626678,0 days 00:00:03.217267,64,256,0.35510053901377064,,3,3,mse,9.008862424463192e-05,7.76864109777859e-06,5.182024955749512,-12.006107330322266,5.379136085510254,0.6243147901819286,PRUNED
163,0.5146086112196694,2025-12-22 00:40:45.626840,2025-12-22 00:40:48.934519,0 days 00:00:03.307679,64,256,0.3838795130602051,,3,3,mse,2.284301461766911e-05,3.267394094129645e-06,5.583380222320557,-14.005985260009766,5.777915000915527,0.5146086112196694,PRUNED
164,0.6164118202834995,2025-12-22 00:40:48.934869,2025-12-22 00:40:52.123858,0 days 00:00:03.188989,64,256,0.35948876522952816,,3,3,mse,0.00013087286029591326,1.9163423998221983e-06,4.634860515594482,-9.534730911254883,4.84117317199707,0.6164118202834995,PRUNED
165,0.6044433326205082,2025-12-22 00:40:52.124025,2025-12-22 00:40:55.434879,0 days 00:00:03.310854,64,256,0.3720410610536369,,3,3,mse,1.1570179990517566e-05,2.1469779219879885e-05,5.631308555603027,-14.250016212463379,5.824706077575684,0.6044433326205082,PRUNED
166,0.6121413739812116,2025-12-22 00:40:55.435043,2025-12-22 00:40:58.789843,0 days 00:00:03.354800,16,128,0.3871804448485253,0.5000116056148347,5,3,huber,0.00010617733915850237,1.1825103366951242e-05,1.2270714044570923,-0.34888243675231934,1.7323112487792969,0.6121413739812116,PRUNED
167,0.6225662870132673,2025-12-22 00:40:58.790014,2025-12-22 00:41:01.968892,0 days 00:00:03.178878,32,256,0.17658564185726314,,3,3,mse,4.722488920040266e-05,3.9588800177119125e-05,5.156546115875244,-11.879244804382324,5.352837562561035,0.6225662870132673,PRUNED
168,0.5913080744120778,2025-12-22 00:41:01.969117,2025-12-22 00:41:05.319959,0 days 00:00:03.350842,64,128,0.34586245106642105,1.4092043000179266,3,1,huber,3.577815503693683e-05,5.483221681991983e-06,5.139226913452148,-11.810419082641602,5.338515758514404,0.5913080744120778,PRUNED
169,0.620999575289363,2025-12-22 00:41:05.320123,2025-12-22 00:41:09.636043,0 days 00:00:04.315920,16,512,0.018558702187704668,1.3125709490092725,7,3,huber,1.755369957560786e-05,7.294352535188893e-05,0.9872631430625916,0.22992312908172607,1.3088983297348022,0.620999575289363,PRUNED
170,0.5362979832286583,2025-12-22 00:41:09.636206,2025-12-22 00:41:13.230737,0 days 00:00:03.594531,32,128,0.4085185970775409,,5,2,mse,1.3329406123581451e-05,8.854176761312801e-07,5.462127208709717,-13.381196975708008,5.656351566314697,0.5362979832286583,PRUNED
171,0.559078103906188,2025-12-22 00:41:13.230900,2025-12-22 00:41:16.711649,0 days 00:00:03.480749,32,256,0.40317701040262255,1.7096126211932496,5,3,huber,0.0004189273302000949,0.0010732460358712909,1.600233793258667,-0.9486314058303833,2.0821101665496826,0.559078103906188,PRUNED
172,0.6339728738470101,2025-12-22 00:41:16.711833,2025-12-22 00:41:20.285749,0 days 00:00:03.573916,32,256,0.3970371008652859,1.626653662096058,5,3,huber,0.0003509412529849617,0.0007673163117215183,0.8801934123039246,0.320837140083313,1.229209303855896,0.6339728738470101,PRUNED
173,0.6377276935059878,2025-12-22 00:41:20.286038,2025-12-22 00:41:24.243572,0 days 00:00:03.957534,32,256,0.41854056437747533,1.1403972169504037,5,3,huber,0.00029811174338335465,0.003059779707132579,0.893233060836792,0.044593870639801025,1.457917332649231,0.6377276935059878,PRUNED
174,0.5935391512340935,2025-12-22 00:41:24.243749,2025-12-22 00:41:27.464461,0 days 00:00:03.220712,32,256,0.42698196548990613,1.141567828705978,5,3,huber,1.1759087370842757e-05,4.773611035836839e-06,5.51609468460083,-13.659273147583008,5.710775375366211,0.5935391512340935,PRUNED
175,0.623174462028454,2025-12-22 00:41:27.464632,2025-12-22 00:41:31.140775,0 days 00:00:03.676143,32,256,0.4388067227935205,1.0021532364893377,5,3,huber,0.00024578298052012223,2.349326211948457e-06,1.128104567527771,0.1895045042037964,1.3428088426589966,0.623174462028454,PRUNED
176,0.624876691011177,2025-12-22 00:41:31.140934,2025-12-22 00:41:34.165097,0 days 00:00:03.024163,32,128,0.3815585579760943,1.9382664260367388,3,3,huber,0.00027400557322318183,0.00023423081426483344,1.1036722660064697,0.19328367710113525,1.339674472808838,0.624876691011177,PRUNED
177,0.6270548830492635,2025-12-22 00:41:34.165254,2025-12-22 00:41:37.391295,0 days 00:00:03.226041,32,256,0.4151074550117967,2.1569981491842163,5,4,huber,0.00018861971988786184,6.638916381248042e-10,2.070960521697998,-1.7187700271606445,2.4593770503997803,0.6270548830492635,PRUNED
178,0.6252634109936598,2025-12-22 00:41:37.391462,2025-12-22 00:41:40.598134,0 days 00:00:03.206672,16,128,0.36725978773274603,,3,3,mse,0.0003124377559321096,0.009642539601520138,0.9004927277565002,0.2914946675300598,1.2554818391799927,0.6252634109936598,PRUNED
179,0.5370284543066812,2025-12-22 00:41:40.598301,2025-12-22 00:41:45.367081,0 days 00:00:04.768780,32,512,0.3352973469931714,0.5965444528704341,3,1,huber,1.0941061543065134e-05,1.4243912484880581e-06,4.9201788902282715,-10.793346405029297,5.1222100257873535,0.5370284543066812,PRUNED
180,0.0394685753062076,2025-12-22 00:41:45.367248,2025-12-22 00:41:48.536281,0 days 00:00:03.169033,32,128,0.4220332839743705,,7,1,mse,0.0011912477176955053,0.0041414394679419085,1.0627647638320923,-0.02394688129425049,1.5093070268630981,0.0394685753062076,PRUNED
181,0.5845917068530615,2025-12-22 00:41:48.536447,2025-12-22 00:41:51.973340,0 days 00:00:03.436893,32,256,0.39204251085216935,1.5628603103369036,5,3,huber,0.00037966822332292406,0.002640021258082547,0.8799657821655273,0.06883490085601807,1.439302921295166,0.5845917068530615,PRUNED
182,0.5124006714906227,2025-12-22 00:41:51.973508,2025-12-22 00:41:55.071965,0 days 00:00:03.098457,32,256,0.4075148148205584,1.7507177441430932,5,3,huber,0.0005188247596627528,0.000526410665598911,0.970343828201294,-0.10013067722320557,1.5644475221633911,0.5124006714906227,PRUNED
183,0.6010157375620929,2025-12-22 00:41:55.072135,2025-12-22 00:41:58.359312,0 days 00:00:03.287177,32,256,0.3771815654663838,0.6898556038270189,5,3,huber,0.0006819691177407955,1.4383217459982099e-05,0.886513352394104,0.2693564295768738,1.274945616722107,0.6010157375620929,PRUNED
184,0.610905192156865,2025-12-22 00:41:58.359473,2025-12-22 00:42:01.644390,0 days 00:00:03.284917,32,256,0.2605988359008507,1.5084837913693163,5,3,huber,0.00046031835331203515,0.0012423489966291608,1.4349706172943115,-0.7161606550216675,1.9539698362350464,0.610905192156865,PRUNED
185,0.6186858659924578,2025-12-22 00:42:01.644553,2025-12-22 00:42:04.838473,0 days 00:00:03.193920,32,256,0.36201755894014326,1.2758159778280638,5,3,huber,0.00030233711169541275,8.505673849045038e-06,0.8705415725708008,0.299910306930542,1.2480032444000244,0.6186858659924578,PRUNED
186,0.6353544888271622,2025-12-22 00:42:04.838639,2025-12-22 00:42:08.276643,0 days 00:00:03.438004,16,128,0.4319072502286116,2.044715529127008,5,3,huber,0.00023480303301770246,2.224198352309667e-09,1.077284574508667,-0.19041228294372559,1.6273746490478516,0.6353544888271622,PRUNED
187,0.6268268174185686,2025-12-22 00:42:08.276818,2025-12-22 00:42:11.352430,0 days 00:00:03.075612,32,512,0.40149652933788094,,3,3,mse,1.4017453568640997e-05,0.0015059342766965153,5.441556453704834,-13.284601211547852,5.637323379516602,0.6268268174185686,PRUNED
188,0.5553926955261176,2025-12-22 00:42:11.352602,2025-12-22 00:42:14.902101,0 days 00:00:03.549499,64,128,0.34852603656276426,0.5521813110341109,7,3,huber,0.0009484133046497815,3.428598618830857e-06,2.0115537643432617,-1.608112096786499,2.4088070392608643,0.5553926955261176,PRUNED
189,0.5981037691469879,2025-12-22 00:42:14.902262,2025-12-22 00:42:18.521651,0 days 00:00:03.619389,32,256,0.37964863984953867,1.8683188137685853,3,1,huber,1.2153393989640936e-05,0.0027244439598666293,5.058892250061035,-11.419053077697754,5.256335735321045,0.5981037691469879,PRUNED
