number,value,datetime_start,datetime_complete,duration,params_batch_size,params_channels,params_dropout,params_huber_delta,params_kernel,params_layers,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
190,0.7188198990635204,2025-12-22 00:42:18.521831,2025-12-22 00:44:10.151933,0 days 00:01:51.630102,16,128,0.4142287976251858,,5,2,mse,0.00027978176137297486,7.892623453287953e-08,0.8081130981445312,0.1336713433265686,1.3882900476455688,0.6516760552673307,COMPLETE
191,0.6216408032945052,2025-12-22 00:44:10.152163,2025-12-22 00:44:13.417359,0 days 00:00:03.265196,16,128,0.418830154064827,,5,2,mse,0.00026728497000732637,8.701594383294839e-08,0.8782585859298706,0.2700155973434448,1.2743704319000244,0.6216408032945052,PRUNED
192,0.6316591645501048,2025-12-22 00:44:13.417539,2025-12-22 00:44:17.125584,0 days 00:00:03.708045,16,128,0.39231325500773,,5,2,mse,0.0002138994418229022,6.930284444421878e-08,0.8959016799926758,0.3076687455177307,1.2410688400268555,0.6316591645501048,PRUNED
193,0.5964246772572339,2025-12-22 00:44:17.125767,2025-12-22 00:44:20.602080,0 days 00:00:03.476313,16,128,0.41119932148656513,,5,2,mse,0.0003370531748569467,4.507648857286612e-08,0.8502486348152161,0.1252184510231018,1.3950464725494385,0.5964246772572339,PRUNED
194,0.6180776909772713,2025-12-22 00:44:20.602248,2025-12-22 00:44:24.026469,0 days 00:00:03.424221,16,128,0.4269743334131771,,5,2,mse,5.687629927305797e-05,3.3244691125334964e-08,0.9041571021080017,0.23595809936523438,1.3037594556808472,0.6180776909772713,PRUNED
195,0.5994027516522505,2025-12-22 00:44:24.026641,2025-12-22 00:44:27.430245,0 days 00:00:03.403604,16,128,0.44828223098340814,,5,2,mse,0.00027094065911647223,1.5939936553576207e-08,0.9173461198806763,0.28118896484375,1.2645797729492188,0.5994027516522505,PRUNED
196,0.6214226535607971,2025-12-22 00:44:27.430407,2025-12-22 00:44:30.652456,0 days 00:00:03.222049,32,128,0.3870587764537208,,3,4,mse,0.0003636965573547628,5.7799097130061405e-06,1.2119061946868896,-0.32515978813171387,1.7170106172561646,0.6214226535607971,PRUNED
197,0.5170941960643448,2025-12-22 00:44:30.652618,2025-12-22 00:44:34.389880,0 days 00:00:03.737262,32,512,0.15434264467442851,0.7602462205171687,3,2,huber,0.00042178436543844624,2.0230062548554807e-05,0.869845449924469,0.16236472129821777,1.3651058673858643,0.5170941960643448,PRUNED
198,0.521354726469646,2025-12-22 00:44:34.390055,2025-12-22 00:44:37.709210,0 days 00:00:03.319155,16,256,0.36575749844738686,1.6655558107941648,7,3,huber,0.0002929381977422116,1.0669639226401702e-05,1.0024118423461914,0.1276569962501526,1.3931007385253906,0.521354726469646,PRUNED
199,0.5978856194132798,2025-12-22 00:44:37.709380,2025-12-22 00:44:41.394761,0 days 00:00:03.685381,32,128,0.32328376439610257,,5,2,mse,1.030808276631164e-05,0.0018636770681371628,5.550027847290039,-13.81119155883789,5.740290641784668,0.5978856194132798,PRUNED
