number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,state
73,0.5591768528443556,2025-12-25 19:25:17.742833,2025-12-25 19:25:40.365914,0 days 00:00:22.623081,0.2707797580483062,0.9635880740420343,113,3.746356249457648,2.979504101217707e-05,0.007339071264161336,14,0.6817662933580855,1212,0.5625425788812202,COMPLETE
74,0.6535502818938933,2025-12-25 19:25:40.366714,2025-12-25 19:25:44.333838,0 days 00:00:03.967124,1.1762834615034572,0.9696431310660998,116,3.498890068206099,2.222221398187716e-05,0.007151716754968943,14,0.9484395649354993,111,0.5623366729631575,PRUNED
75,0.6809241156904962,2025-12-25 19:25:44.334152,2025-12-25 19:25:48.397865,0 days 00:00:04.063713,0.30659828763810837,0.8622454962092443,110,3.7729516873281366,3.739415082831282e-06,0.027955130721629858,11,0.5678312986444214,1156,0.5337494293909019,PRUNED
76,0.33977771200033297,2025-12-25 19:25:48.398241,2025-12-25 19:25:52.512815,0 days 00:00:04.114574,0.06828025453454278,0.7300035677055945,125,2.5884454039548848,0.00028796343265373507,0.010836492331182737,3,176.8506281962,1356,0.5543078552256596,PRUNED
77,0.5057315793922378,2025-12-25 19:25:52.513120,2025-12-25 19:25:57.015905,0 days 00:00:04.502785,24.340893469918527,0.8836500550417609,106,4.445411375385008,1.082086104748428e-07,0.016659288297613723,12,1.4848562068713234,1065,0.7824438673520007,PRUNED
78,0.6949532055112551,2025-12-25 19:25:57.016196,2025-12-25 19:26:01.401403,0 days 00:00:04.385207,0.6431314555964568,0.8369994542316296,35,2.1790089591873785,2.2484266245945273e-09,0.005078479116159658,5,2.631728268131608,1954,0.5737337828512465,PRUNED
79,0.6579985298858412,2025-12-25 19:26:01.401771,2025-12-25 19:26:05.653554,0 days 00:00:04.251783,1.1888544022082484e-05,0.9105289020210816,68,0.6352825063209355,0.003737906237915359,0.0697166444945224,3,7.671746503517075,293,0.5171802364925085,PRUNED
80,0.703849701495151,2025-12-25 19:26:05.653837,2025-12-25 19:26:09.806575,0 days 00:00:04.152738,0.03320417850590379,0.7875201722267191,200,4.055111545841432,3.922921073040967e-08,0.012737853458607049,14,0.7661802714148419,1544,0.6060278892461755,PRUNED
81,0.5480779502355202,2025-12-25 19:26:09.806858,2025-12-25 19:26:30.661189,0 days 00:00:20.854331,0.1419236223223874,0.9499799958014689,87,2.6962698850341633,5.311101045180355e-05,0.008060234348712081,14,0.15044913816870586,1239,0.588031954463117,COMPLETE
82,0.5120854608794418,2025-12-25 19:26:30.661575,2025-12-25 19:26:52.029643,0 days 00:00:21.368068,0.00020494715001395476,0.9904482819835689,101,3.3313623391043325,0.0017962808676539011,0.006196103965839363,15,0.2254767023706525,1207,0.630230734659318,COMPLETE
