number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
43,0.7220493176916314,2025-12-15 21:58:42.670814,2025-12-15 22:01:24.501396,0 days 00:02:41.830582,1.450319943270615,,,linear,1911,2.8779952986164315e-06,0.7669909425191113,0.7716583155387359,0.370863139629364,COMPLETE
44,0.7237502989710459,2025-12-15 22:01:24.501697,2025-12-15 22:02:28.796111,0 days 00:01:04.294414,0.17180722940763002,,,linear,1309,1.4572186977985201e-06,0.7722367495331781,0.7735829803777858,0.35416269302368164,COMPLETE
45,0.7158247546080785,2025-12-15 22:02:28.796399,2025-12-15 22:02:29.584121,0 days 00:00:00.787722,0.0626090448999224,,,linear,550,1.2273293994178427e-05,0.7684317274231537,0.7664488443495399,0.35178905725479126,COMPLETE
46,0.7203140333655504,2025-12-15 22:02:29.584284,2025-12-15 22:02:37.499307,0 days 00:00:07.915023,3.0357438710095375,,,linear,1205,8.101349499976446e-05,0.7640493356875484,0.7686056317845574,0.3978075087070465,COMPLETE
47,0.6943942133810702,2025-12-15 22:02:37.499477,2025-12-15 22:02:38.156838,0 days 00:00:00.657361,0.43241003505473924,balanced,0.005675768213077137,sigmoid,3183,4.860991125230141e-06,0.7454818939984742,0.7384941483376439,0.3638626039028168,COMPLETE
48,0.7165034630995796,2025-12-15 22:02:38.156996,2025-12-15 22:02:49.860446,0 days 00:00:11.703450,6.737241353754312,,,linear,819,0.0013897247831152822,0.7589012323549915,0.7634598805236662,0.38721567392349243,COMPLETE
49,0.6621964479879586,2025-12-15 22:02:49.860598,2025-12-15 22:02:51.032235,0 days 00:00:01.171637,0.9236041359123676,,9.442858864629098,rbf,1470,1.3898123013618799e-06,0.4743533548194148,0.4414200969717471,0.39534860849380493,COMPLETE
50,0.7079559363520148,2025-12-15 22:02:51.032452,2025-12-15 22:02:51.742222,0 days 00:00:00.709770,0.024014842572043386,,,linear,1778,2.664196830382416e-05,0.7635579353359752,0.7585236415616022,0.37023866176605225,COMPLETE
51,0.724275959500334,2025-12-15 22:02:51.742375,2025-12-15 22:02:52.763501,0 days 00:00:01.021126,0.1788761488015686,,,linear,1652,3.8775704214787745e-06,0.7723551470003659,0.7736964723238218,0.34155672788619995,COMPLETE
52,0.725714285713794,2025-12-15 22:02:52.763651,2025-12-15 22:02:54.003102,0 days 00:00:01.239451,0.2657515940359862,,,linear,2108,6.7850139436748935e-06,0.7730523679326019,0.774957363439678,0.35293030738830566,COMPLETE
53,0.716909134270913,2025-12-15 22:02:54.003253,2025-12-15 22:02:54.812397,0 days 00:00:00.809144,0.07010841030358474,,,linear,1949,2.215513736145567e-06,0.7687916054212328,0.7672391770086753,0.3487568795681,COMPLETE
54,0.7251962883649619,2025-12-15 22:02:54.812574,2025-12-15 22:02:56.080268,0 days 00:00:01.267694,0.27975860424858856,,,linear,2067,6.437517162728865e-06,0.773096760106458,0.7750592565969212,0.35228684544563293,COMPLETE
55,0.7230546157559109,2025-12-15 22:02:56.080428,2025-12-15 22:05:07.956852,0 days 00:02:11.876424,1.3935726232906158,,,linear,2769,8.76206858467143e-06,0.76735454854358,0.7720545830191383,0.37741994857788086,COMPLETE
56,0.7248420029163753,2025-12-15 22:05:07.957053,2025-12-15 22:08:38.696593,0 days 00:03:30.739540,0.5660177092557045,,,linear,2168,3.156507689158237e-06,0.7709044602617444,0.7744757934746095,0.37453776597976685,COMPLETE
57,0.7205847677429664,2025-12-15 22:08:38.696792,2025-12-15 22:09:06.768651,0 days 00:00:28.071859,0.12647509939038498,,,linear,1791,1.3384094635701227e-06,0.7714271793940981,0.7718656255358934,0.3408631682395935,COMPLETE
