number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
10,0.7227378190250358,2025-12-16 22:27:00.510730,2025-12-16 22:27:00.568628,0 days 00:00:00.057898,0.0690843634108577,balanced,0.03771078220644471,4890,0.005714155524560479,0.7360574017134771,0.9343007479307897,0.6760045886039734,COMPLETE
11,0.7272727272722378,2025-12-16 22:27:00.568748,2025-12-16 22:27:02.638246,0 days 00:00:02.069498,0.38422734746724424,,0.5395231891207954,4078,4.1878003666680926e-05,0.7457427066945264,0.93648449493556,0.37813901901245117,COMPLETE
12,0.7280385078214103,2025-12-16 22:27:02.638421,2025-12-16 22:27:04.315036,0 days 00:00:01.676615,0.29063044147951167,,0.39859685732873784,4229,6.144062299677932e-05,0.7448843991106053,0.9362137021166375,0.39359328150749207,COMPLETE
13,0.7280139778678882,2025-12-16 22:27:04.315216,2025-12-16 22:27:04.648120,0 days 00:00:00.332904,0.2956924709244156,,0.39659477236621515,4908,0.0013262692812431405,0.7421734585409328,0.9359275524270766,0.36190065741539,COMPLETE
14,0.5608380338432628,2025-12-16 22:27:04.648274,2025-12-16 22:27:04.688824,0 days 00:00:00.040550,0.00014161551613442854,,0.40899675398989127,4149,0.00010984896867773726,0.33180977753265395,0.7699389769150401,0.21042408049106598,COMPLETE
15,0.728132387706367,2025-12-16 22:27:04.688954,2025-12-16 22:27:04.897501,0 days 00:00:00.208547,0.29881039126962594,balanced,0.014320921299493194,4149,0.0017066280436036697,0.7478872181487362,0.9372083154383133,0.683380663394928,COMPLETE
16,0.7169344870205198,2025-12-16 22:27:04.897645,2025-12-16 22:27:05.120271,0 days 00:00:00.222626,37.49502183471397,balanced,0.07686511400261828,3741,0.0021351020348313885,0.748436133746246,0.9352441716836709,0.7112278342247009,COMPLETE
17,0.7135386403249057,2025-12-16 22:27:05.120426,2025-12-16 22:27:05.571766,0 days 00:00:00.451340,0.014994889437046998,balanced,0.01236099922604121,4425,0.0003560436559041681,0.7348104504716665,0.9327537991618219,0.6912002563476562,COMPLETE
18,0.7160068846810987,2025-12-16 22:27:05.571923,2025-12-16 22:27:05.706218,0 days 00:00:00.134295,35.574252925925535,balanced,0.12874581733838758,3544,0.0027227351868853947,0.7466076024559453,0.9351899107407489,0.6390417814254761,COMPLETE
19,0.720741599072515,2025-12-16 22:27:05.706360,2025-12-16 22:27:06.405068,0 days 00:00:00.698708,0.077355235707285,balanced,0.3187898948161836,2371,0.0008630745902544703,0.7365627276925851,0.9338134232358668,0.6812935471534729,COMPLETE
20,0.72747621712319,2025-12-16 22:27:06.405220,2025-12-16 22:27:08.001672,0 days 00:00:01.596452,0.9495560017090092,balanced,0.12392579558820335,4445,0.0001531893715103447,0.7542613150667915,0.9380437292010384,0.6219251155853271,COMPLETE
21,0.7301587301582421,2025-12-16 22:27:08.001930,2025-12-16 22:27:09.648013,0 days 00:00:01.646083,0.10889752268409783,,0.0007289459727662928,3895,4.365442232438463e-05,0.746044876345655,0.936493197162255,0.3732518255710602,COMPLETE
22,0.7258912916418271,2025-12-16 22:27:09.648169,2025-12-16 22:27:10.772650,0 days 00:00:01.124481,0.06562765108991024,,0.011323981648630285,3777,1.2815906637415051e-05,0.7427937692648686,0.9356772354356719,0.37512215971946716,COMPLETE
