fold,best_epoch,rmse,r2,spearman
1,5,13.666024571256663,-0.14093300481915993,0.4465516506687691
2,6,5.610066165497064,0.16438706428304495,0.5369538699088576
3,15,23.20411796798199,0.0935546283029196,0.4844471677161491
4,14,20.82217371433777,-0.12045430953667924,0.6946812456573747
5,16,4.839225203336357,0.7806244683458717,0.44210646817115523
