fold,best_epoch,rmse,r2,spearman
1,7,12.930342540155925,-0.02139989550378374,0.4765684978357581
2,8,6.0019950725027265,0.04355399655822656,0.5565763348048302
3,17,24.695131139054297,-0.026677820196334245,0.5128996862873978
4,12,20.446783675998805,-0.08041853255605069,0.6830147270800583
5,3,10.171273747739635,0.03085846766366085,0.38174255472691226
