number,value,datetime_start,datetime_complete,duration,params_batch_size,params_d_model,params_dropout,params_ff,params_layers,params_lr,params_nhead,params_weight_decay,user_attrs_val_auc,user_attrs_val_f1,user_attrs_val_thr,state
11,0.7615985300867794,2025-12-25 05:33:47.085986,2025-12-25 05:35:27.531549,0 days 00:01:40.445563,16,256,0.15451840773421452,512,2,1.2968038650386814e-05,8,0.0053209511758660465,0.8216826424191386,0.7615985300867794,0.4288080036640167,PRUNED
12,0.8015803336254882,2025-12-25 05:35:27.532088,2025-12-25 05:38:45.309399,0 days 00:03:17.777311,16,256,0.18477870646246014,1536,1,0.00012885032968781694,4,0.009195093271636713,0.8766331840191992,0.8015803336254882,0.21828362345695496,PRUNED
13,0.7624161073820518,2025-12-25 05:38:45.310005,2025-12-25 05:40:19.341712,0 days 00:01:34.031707,32,384,0.19975237089248227,512,3,1.0468508967992694e-05,8,0.00044479176100081335,0.8292018836381609,0.7624161073820518,0.40485215187072754,PRUNED
14,0.8447903156069363,2025-12-25 05:40:19.342246,2025-12-25 06:13:38.512301,0 days 00:33:19.170055,16,256,0.11049779104082008,1536,2,0.00011633027201194277,4,0.0005990612843110253,0.9001878146019404,0.8447903156069363,0.34250813722610474,COMPLETE
15,0.839797639122603,2025-12-25 06:13:38.513120,2025-12-25 06:48:44.496920,0 days 00:35:05.983800,16,256,0.0005673084998888689,1536,3,0.00013755001231696625,8,7.410715295262985e-05,0.8933143160993812,0.8329913828472642,0.3693542182445526,COMPLETE
16,0.7826832404624232,2025-12-25 06:48:44.497786,2025-12-25 06:50:25.106233,0 days 00:01:40.608447,16,384,0.0855347396543979,1536,1,0.0006172220764696079,4,4.0744414144139255e-06,0.8523354500269198,0.7826832404624232,0.5895538330078125,PRUNED
17,0.8450342465748425,2025-12-25 06:50:25.106828,2025-12-25 07:24:14.265457,0 days 00:33:49.158629,16,256,0.1130567471281269,1536,2,9.601355446459245e-05,8,0.00028780106310157796,0.8967019689327853,0.8300626304796671,0.10679887235164642,COMPLETE
18,0.7464485578987684,2025-12-25 07:24:14.266354,2025-12-25 07:25:50.598147,0 days 00:01:36.331793,16,384,0.004475811843803343,1536,3,0.0003521908014981834,8,1.9352857280603375e-05,0.8124404497897593,0.7464485578987684,0.13899093866348267,PRUNED
19,0.7739665787154196,2025-12-25 07:25:50.598716,2025-12-25 07:27:39.249047,0 days 00:01:48.650331,16,128,0.19433707076678786,1536,1,7.258755711872842e-05,8,0.002386387006305175,0.8445391052968378,0.7739665787154196,0.3510216772556305,PRUNED
20,0.7864376926459119,2025-12-25 07:27:39.249602,2025-12-25 07:29:20.451645,0 days 00:01:41.202043,16,384,0.1298805564611017,1024,2,2.1043354803695682e-05,8,0.0002417501199642428,0.8535462176202883,0.7864376926459119,0.2916238009929657,PRUNED
