fold,best_epoch,rmse,r2,spearman
1,11,25.49953911845046,-2.972285098635311,0.45837587008943176
2,6,5.81688291096109,0.10164118937862876,0.5540754415993797
3,16,24.864697200285136,-0.04082533744390959,0.5201847511112628
4,12,26.00550878936472,-0.7477235194490339,0.6280179805243035
5,19,9.053918604870656,0.23209111728262521,0.4201874047616006
