number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden,params_huber_delta,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
94,0.3316843373794414,2025-12-21 11:41:52.116949,2025-12-21 11:42:19.435925,0 days 00:00:27.318976,16,0.22124315741599762,256,0.6280818151322296,huber,0.001328713229153249,0.004345182048859961,0.829442024230957,-0.17319786548614502,1.2139267921447754,0.3316843373794414,PRUNED
95,0.31079395644967706,2025-12-21 11:42:19.436096,2025-12-21 11:42:44.502287,0 days 00:00:25.066191,16,0.27384038892692125,256,0.6949789985432402,huber,0.0026413637042048883,0.0004631705620016498,0.8300484418869019,-0.13370800018310547,1.1933214664459229,0.31079395644967706,PRUNED
96,0.287275546710352,2025-12-21 11:42:44.502472,2025-12-21 11:43:31.876445,0 days 00:00:47.373973,32,0.06762778710237952,256,0.8036665304674029,huber,0.001656988896162868,0.0013237264127038252,0.8722063302993774,-0.2015666961669922,1.228515863418579,0.287275546710352,PRUNED
97,0.3022248921635376,2025-12-21 11:43:31.876619,2025-12-21 11:43:55.206310,0 days 00:00:23.329691,16,0.3615233066074181,256,0.9201173579608939,huber,0.0003094828116372372,7.121907994789444e-10,0.8140702247619629,-0.12244188785552979,1.1873774528503418,0.3022248921635376,PRUNED
98,0.32781862877093426,2025-12-21 11:43:55.206484,2025-12-21 11:44:20.956420,0 days 00:00:25.749936,16,0.12088027232290319,512,0.5674583778828577,huber,0.0011974616597490127,0.00553298122296383,0.7675013542175293,0.010744750499725342,1.1147077083587646,0.32781862877093426,PRUNED
99,0.3322370031178051,2025-12-21 11:44:20.956588,2025-12-21 11:44:43.343812,0 days 00:00:22.387224,32,0.17576261406884666,2048,0.6779960903349166,huber,0.0009810605314231353,0.009203311197290958,0.7620670795440674,0.049668729305267334,1.092557668685913,0.3322370031178051,PRUNED
100,0.24973621594915946,2025-12-21 11:44:43.343975,2025-12-21 11:45:03.915318,0 days 00:00:20.571343,64,0.03433675226103888,256,,mse,0.0019343300701658254,4.937418428853406e-05,0.8221508264541626,-0.047449588775634766,1.1470264196395874,0.24973621594915946,PRUNED
101,0.2876406889214857,2025-12-21 11:45:03.915498,2025-12-21 11:45:26.627933,0 days 00:00:22.712435,16,0.024152994464092283,2048,1.2898813942419345,huber,0.001448947855538448,1.349695858942785e-06,0.8468276858329773,-0.16114890575408936,1.2076770067214966,0.2876406889214857,PRUNED
102,0.3101152364289565,2025-12-21 11:45:26.628099,2025-12-21 11:45:50.177755,0 days 00:00:23.549656,16,0.05483352055066164,256,1.6477016829590299,huber,0.0010749754753199762,8.309013755848528e-06,0.7744535803794861,0.010122597217559814,1.1150583028793335,0.3101152364289565,PRUNED
103,0.4810473507430881,2025-12-21 11:45:50.177924,2025-12-21 12:10:23.751349,0 days 00:24:33.573425,16,0.001019128710569174,256,1.425471451973475,huber,0.0016871148648143583,2.3953439536285466e-06,0.777298092842102,-0.22227132320404053,1.2390552759170532,0.4810473507430881,PRUNED
104,0.3191747423196016,2025-12-21 12:10:23.751526,2025-12-21 12:10:49.536140,0 days 00:00:25.784614,16,0.04125889625630877,1024,1.9102424407336305,huber,0.0007718900946366209,5.666264045659869e-07,0.9068737030029297,-0.3065207004547119,1.2810468673706055,0.3191747423196016,PRUNED
105,0.29471435536667834,2025-12-21 12:10:49.536308,2025-12-21 12:11:13.339692,0 days 00:00:23.803384,16,0.0789527810468044,2048,2.5373868744398753,huber,0.0023780625061770016,0.0021106654771079728,0.8430164456367493,-0.18968331813812256,1.222425937652588,0.29471435536667834,PRUNED
106,0.26707981173458695,2025-12-21 12:11:13.339856,2025-12-21 12:11:38.658696,0 days 00:00:25.318840,16,0.2594265978095843,256,2.1783571465300193,huber,0.0004183865715981982,4.610364549665525e-06,0.847651481628418,-0.16101765632629395,1.2076088190078735,0.26707981173458695,PRUNED
107,0.3175146748488411,2025-12-21 12:11:38.658870,2025-12-21 12:12:52.527951,0 days 00:01:13.869081,16,0.2440649179941181,2048,0.6175580006239251,huber,0.002941573035865653,6.235134058266407e-08,0.8545582890510559,-0.21712946891784668,1.2364462614059448,0.3175146748488411,PRUNED
108,0.3387817016199234,2025-12-21 12:12:52.528120,2025-12-21 12:13:15.161736,0 days 00:00:22.633616,32,0.28629695904583424,256,0.5401735753832595,huber,0.0012454768802262102,1.0868184572644177e-06,0.7660258412361145,0.03855299949645996,1.098928689956665,0.3387817016199234,PRUNED
109,0.2709135250621773,2025-12-21 12:13:15.161913,2025-12-21 12:13:40.509446,0 days 00:00:25.347533,16,0.10508522747464699,1024,,mse,0.00010803814690713308,2.124130624257263e-06,0.8098890781402588,-0.010863542556762695,1.1268162727355957,0.2709135250621773,PRUNED
110,0.49557395310872815,2025-12-21 12:13:40.509615,2025-12-21 12:36:27.530376,0 days 00:22:47.020761,16,0.061785548618392735,512,1.485002664375389,huber,0.0006521664579486311,1.647261258475915e-05,0.7437000274658203,-0.06402230262756348,1.1560648679733276,0.48603466373182513,COMPLETE
111,0.34967808365735037,2025-12-21 12:36:27.530616,2025-12-21 12:37:15.998363,0 days 00:00:48.467747,16,0.061647639336913945,512,1.2959402102310698,huber,0.0005647439685648079,1.5542269553677835e-05,0.8204260468482971,-0.10191452503204346,1.1764699220657349,0.34967808365735037,PRUNED
112,0.4139906824345918,2025-12-21 12:37:15.998528,2025-12-21 12:42:47.887503,0 days 00:05:31.888975,16,0.08948921794446608,512,1.4956115285407245,huber,0.0006526055115541941,1.162167438113228e-05,0.7969326376914978,-0.03228151798248291,1.1386910676956177,0.4139906824345918,PRUNED
113,0.34007818783486465,2025-12-21 12:42:47.887673,2025-12-21 12:43:10.826759,0 days 00:00:22.939086,16,0.038564987469392575,512,1.7315898166524037,huber,0.0009170565748075469,2.649389941189599e-07,0.7864307761192322,-0.011493563652038574,1.1271673440933228,0.34007818783486465,PRUNED
114,0.2872354353037293,2025-12-21 12:43:10.826927,2025-12-21 12:43:35.881067,0 days 00:00:25.054140,16,0.13907078158046954,512,1.572395219703274,huber,0.0014603984419517514,2.307286139962961e-05,1.0389292240142822,-0.5670957565307617,1.4029901027679443,0.2872354353037293,PRUNED
115,0.33689276061308576,2025-12-21 12:43:35.881233,2025-12-21 12:44:00.315214,0 days 00:00:24.433981,16,0.012750308780745323,512,2.735083106499504,huber,0.0004620642419995764,0.0004958742516727342,0.7753996849060059,0.007254362106323242,1.1166725158691406,0.33689276061308576,PRUNED
116,0.29778711373564104,2025-12-21 12:44:00.315396,2025-12-21 12:44:25.274035,0 days 00:00:24.958639,16,0.025010781575701597,2048,1.8268756110769733,huber,0.0018013014502528011,0.0027360715866520864,0.8440912365913391,-0.009018421173095703,1.125787377357483,0.29778711373564104,PRUNED
117,0.27527089310950265,2025-12-21 12:44:25.274201,2025-12-21 12:44:46.709572,0 days 00:00:21.435371,32,0.07451596912043697,256,4.104344410783224,huber,0.0005249383335212821,0.00013615718042752343,0.8130047917366028,0.020082294940948486,1.1094344854354858,0.27527089310950265,PRUNED
118,0.31712113117850693,2025-12-21 12:44:46.709744,2025-12-21 12:45:11.806301,0 days 00:00:25.096557,16,0.05060681281055876,256,1.357056041408387,huber,0.0007170292055124653,3.20097004775606e-06,0.8345816731452942,-0.17277979850769043,1.2137104272842407,0.31712113117850693,PRUNED
119,0.2535467678577345,2025-12-21 12:45:11.806499,2025-12-21 12:45:32.720892,0 days 00:00:20.914393,64,0.30744042699866336,1024,3.254873569625974,huber,0.0010326545599607417,1.1054246853230424e-07,0.8333947062492371,-0.08465099334716797,1.1672176122665405,0.2535467678577345,PRUNED
120,0.31559381682679394,2025-12-21 12:45:32.721061,2025-12-21 12:45:56.300335,0 days 00:00:23.579274,16,0.08254816033537256,2048,,mse,0.002145604744188358,5.380457981998078e-05,1.0841766595840454,-0.6572965383529663,1.4428027868270874,0.31559381682679394,PRUNED
121,0.3207845939464188,2025-12-21 12:45:56.300519,2025-12-21 12:46:19.571076,0 days 00:00:23.270557,16,0.3487117249752309,256,1.1491578043359816,huber,0.0026798157770230586,3.7416247288062837e-07,1.0421147346496582,-0.27845704555511475,1.2672139406204224,0.3207845939464188,PRUNED
122,0.3352023540659441,2025-12-21 12:46:19.571249,2025-12-21 12:47:07.882666,0 days 00:00:48.311417,16,0.4274329139720241,256,1.0119359325313977,huber,0.0023728979825280113,5.840678488238342e-07,0.8152559399604797,-0.0023418664932250977,1.1220566034317017,0.3352023540659441,PRUNED
123,0.3271629660781618,2025-12-21 12:47:07.882842,2025-12-21 12:47:57.685409,0 days 00:00:49.802567,16,0.3922484092740476,256,1.4512681449465235,huber,0.001595837309204653,8.873859073474585e-07,0.872960090637207,-0.23784327507019043,1.2469230890274048,0.3271629660781618,PRUNED
124,0.31090541485128026,2025-12-21 12:47:57.685574,2025-12-21 12:48:43.983802,0 days 00:00:46.298228,16,0.3320544019223512,256,0.7391890876719532,huber,0.0013130682236414714,1.924634894137771e-07,0.826659083366394,-0.14491689205169678,1.1992061138153076,0.31090541485128026,PRUNED
125,0.47512336387721055,2025-12-21 12:48:43.983971,2025-12-21 12:57:00.484495,0 days 00:08:16.500524,16,0.1646980680639144,256,1.2108136188784484,huber,0.0019414583187749878,3.2089616632682765e-05,0.9137424826622009,-0.16697275638580322,1.210701823234558,0.43192619141652067,COMPLETE
126,0.3201068454423252,2025-12-21 12:57:00.484731,2025-12-21 12:58:15.005688,0 days 00:01:14.520957,16,0.144503310293264,256,1.60943523859892,huber,0.0006084829505023537,3.245085448907152e-05,0.8072232604026794,-0.03548741340637207,1.1404578685760498,0.3201068454423252,PRUNED
127,0.33461160487580094,2025-12-21 12:58:15.005860,2025-12-21 12:58:38.064868,0 days 00:00:23.059008,32,0.16909735955827204,256,1.528862157731085,huber,0.0018870656897987215,1.85588282910656e-05,0.8162657022476196,-0.14795947074890137,1.200798511505127,0.33461160487580094,PRUNED
128,0.3068200324545931,2025-12-21 12:58:38.065033,2025-12-21 12:59:08.486271,0 days 00:00:30.421238,16,0.1237812297224049,2048,2.4381111297306126,huber,0.0011353370970085123,6.525401152815509e-06,0.784336507320404,-0.04053997993469238,1.1432368755340576,0.3068200324545931,PRUNED
129,0.2869146861117816,2025-12-21 12:59:08.486454,2025-12-21 12:59:33.913611,0 days 00:00:25.427157,16,0.11503925138669924,1024,3.7977628067077913,huber,0.0014162496465435512,0.005308886089245173,0.8383347392082214,-0.06979990005493164,1.1591993570327759,0.2869146861117816,PRUNED
130,0.33299814707178965,2025-12-21 12:59:33.913782,2025-12-21 12:59:58.155411,0 days 00:00:24.241629,16,0.28479526198843047,256,1.221569656272778,huber,0.0008150075553487281,8.70399053201864e-05,0.7946308255195618,-0.0711442232131958,1.1599273681640625,0.33299814707178965,PRUNED
131,0.4676410828466583,2025-12-21 12:59:58.155576,2025-12-21 13:09:18.118772,0 days 00:09:19.963196,16,0.13246816840185566,256,1.236280154905344,huber,0.002163655000190475,1.2358128734958824e-06,0.8108018636703491,-0.08658993244171143,1.1682605743408203,0.4533461802571599,COMPLETE
132,0.3386496906046957,2025-12-21 13:09:18.119004,2025-12-21 13:09:48.924831,0 days 00:00:30.805827,16,0.09907158479672243,256,1.3789975523575115,huber,0.0017394972166857653,4.3907437415555925e-07,0.8952502608299255,-0.3068193197250366,1.2811932563781738,0.3386496906046957,PRUNED
133,0.4841559003322953,2025-12-21 13:09:48.924998,2025-12-21 13:21:20.185531,0 days 00:11:31.260533,16,0.16097539320970605,256,1.129337367652353,huber,0.002437029677552861,9.584003075559328e-06,0.7814406752586365,-0.08636927604675293,1.1681418418884277,0.40910673187556595,COMPLETE
134,0.25642500152204706,2025-12-21 13:21:20.185764,2025-12-21 13:21:47.775556,0 days 00:00:27.589792,16,0.15742470619060933,256,0.9466809550389709,huber,0.001990413808802027,5.077437050696212e-06,0.9147341251373291,-0.3022615909576416,1.2789571285247803,0.25642500152204706,PRUNED
135,0.31859882453034255,2025-12-21 13:21:47.775722,2025-12-21 13:22:11.435594,0 days 00:00:23.659872,16,0.191329235382383,256,1.1148192626879003,huber,0.000374768115102518,7.698576310759614e-06,0.7860062718391418,-0.04119741916656494,1.1435980796813965,0.31859882453034255,PRUNED
136,-0.045300656811510354,2025-12-21 13:22:11.435763,2025-12-21 13:22:33.271357,0 days 00:00:21.835594,32,0.04748379951652244,512,,mse,2.0466684896255033e-05,0.0002375381317228044,1.079497218132019,-0.6982152462005615,1.460505485534668,-0.045300656811510354,PRUNED
137,0.31501515918395767,2025-12-21 13:22:33.271521,2025-12-21 13:23:21.781588,0 days 00:00:48.510067,16,0.16420211678532862,256,1.0253821269220882,huber,0.0015796649665672069,3.2087129169420934e-05,0.8026481866836548,-0.06955254077911377,1.1590653657913208,0.31501515918395767,PRUNED
138,0.3425867482531346,2025-12-21 13:23:21.781762,2025-12-21 13:23:46.975614,0 days 00:00:25.193852,16,0.14741198244568696,2048,4.579015340166234,huber,0.002223788348021704,1.013493937801143e-05,0.8120430707931519,-0.10802793502807617,1.1797288656234741,0.3425867482531346,PRUNED
139,0.260997997366379,2025-12-21 13:23:46.975782,2025-12-21 13:24:10.344317,0 days 00:00:23.368535,16,0.02903152033957087,1024,1.735623247121184,huber,0.0009473145491518129,1.9025622782533685e-06,0.8319044709205627,-0.045848965644836426,1.1461496353149414,0.260997997366379,PRUNED
140,0.36761698319539393,2025-12-21 13:24:10.344490,2025-12-21 13:24:53.924765,0 days 00:00:43.580275,16,0.2603528041978584,256,1.2896232240096195,huber,0.0026392168102974986,0.0011458903804751725,0.7546314597129822,0.052030980587005615,1.0911989212036133,0.36761698319539393,PRUNED
141,0.3433787910630444,2025-12-21 13:24:53.924935,2025-12-21 13:25:18.747401,0 days 00:00:24.822466,16,0.13117374777058158,256,1.0620640946979363,huber,0.0029882016333878055,1.3100657700293114e-05,0.906701922416687,-0.3202493190765381,1.2877596616744995,0.3433787910630444,PRUNED
142,0.527072511452935,2025-12-21 13:25:18.747568,2025-12-21 13:42:42.601953,0 days 00:17:23.854385,16,0.05948653475637555,256,1.1627253517561549,huber,0.0018544287222552573,3.6326157858097132e-06,0.7625100016593933,0.043405354022979736,1.0961520671844482,0.5089422138868277,COMPLETE
143,0.29952055615622514,2025-12-21 13:42:42.602195,2025-12-21 13:43:08.236773,0 days 00:00:25.634578,16,0.0663476549846991,256,0.5244526156157516,huber,0.001794218088091714,5.035528602316303e-06,0.8931993246078491,-0.2958049774169922,1.275782585144043,0.29952055615622514,PRUNED
144,0.27364605436378386,2025-12-21 13:43:08.236939,2025-12-21 13:43:31.065736,0 days 00:00:22.828797,16,0.04248270091630441,256,1.1589952135804573,huber,0.0012245119171376457,3.40098454088517e-06,0.789972186088562,-0.033144235610961914,1.1391668319702148,0.27364605436378386,PRUNED
145,0.36909146554590877,2025-12-21 13:43:31.065909,2025-12-21 13:44:47.626647,0 days 00:01:16.560738,16,0.058909516563891345,256,0.8503372007831413,huber,0.0019626208689256276,0.009996868104723364,0.7877269387245178,-0.11046910285949707,1.1810276508331299,0.36909146554590877,PRUNED
146,0.37247179750814813,2025-12-21 13:44:47.626820,2025-12-21 13:45:30.514203,0 days 00:00:42.887383,32,0.1810678515105883,2048,1.320539759114483,huber,0.001534093622456258,2.224613894627311e-06,0.7722015976905823,-0.06417381763458252,1.1561472415924072,0.37247179750814813,PRUNED
147,0.2835845954379686,2025-12-21 13:45:30.514379,2025-12-21 13:45:51.585866,0 days 00:00:21.071487,64,0.23109814760278735,256,1.9600781116860522,huber,0.002421021251831277,1.9725600229919053e-05,0.8306664228439331,-0.12038218975067139,1.1862874031066895,0.2835845954379686,PRUNED
148,0.2682495597001976,2025-12-21 13:45:51.586040,2025-12-21 13:46:13.780003,0 days 00:00:22.193963,16,0.20344378634029373,1024,,mse,0.0013731628676099757,9.440931972723795e-06,0.8206378221511841,-0.09645342826843262,1.1735509634017944,0.2682495597001976,PRUNED
149,0.3231881357080065,2025-12-21 13:46:13.780169,2025-12-21 13:46:37.465657,0 days 00:00:23.685488,16,0.09505225788245146,256,1.423406656641416,huber,0.0016923306637951446,3.2538220011977716e-09,0.7899889349937439,-0.007676839828491211,1.125038743019104,0.3231881357080065,PRUNED
150,0.3018491704807402,2025-12-21 13:46:37.465825,2025-12-21 13:47:27.082291,0 days 00:00:49.616466,16,0.268774726331459,512,0.5580884226960034,huber,0.0021660693779881586,6.576646727286845e-05,0.8259156346321106,-0.1276634931564331,1.1901360750198364,0.3018491704807402,PRUNED
151,0.3062525996634986,2025-12-21 13:47:27.082467,2025-12-21 13:47:54.234948,0 days 00:00:27.152481,16,0.03468675986367211,256,1.2451195350033948,huber,0.0019502948597435294,4.3198460970923266e-05,0.9177340269088745,-0.30199623107910156,1.2788267135620117,0.3062525996634986,PRUNED
152,0.4911239697744565,2025-12-21 13:47:54.235113,2025-12-21 14:01:07.387484,0 days 00:13:13.152371,16,0.21356707787044876,256,1.184438008716062,huber,0.0023624401792187457,6.732668466456986e-07,0.8285734057426453,0.01964026689529419,1.1096845865249634,0.48111205662000905,COMPLETE
153,0.32244510785220065,2025-12-21 14:01:07.387715,2025-12-21 14:01:54.550410,0 days 00:00:47.162695,16,0.23467646769070702,256,0.6005660663680648,huber,0.002426103587503444,8.315433369178762e-07,0.7825732231140137,-0.037375688552856445,1.141497254371643,0.32244510785220065,PRUNED
154,0.34026946789305235,2025-12-21 14:01:54.550583,2025-12-21 14:02:16.540770,0 days 00:00:21.990187,16,0.24614233972153096,256,1.1575789093750217,huber,0.0017008096090501987,3.550271314239628e-06,0.7735217213630676,-0.03182053565979004,1.1384369134902954,0.34026946789305235,PRUNED
155,0.31294632146610546,2025-12-21 14:02:16.540940,2025-12-21 14:02:39.541822,0 days 00:00:23.000882,16,0.020095830766172138,256,1.4909696143092197,huber,0.0011905585668227777,0.004091816527673787,0.7918740510940552,-0.06075787544250488,1.1542901992797852,0.31294632146610546,PRUNED
156,0.31647022508074096,2025-12-21 14:02:39.541991,2025-12-21 14:03:03.796882,0 days 00:00:24.254891,16,0.16247190273334575,2048,3.036759015225063,huber,0.0026590478697103587,6.221980789415281e-07,0.9631447792053223,-0.2107868194580078,1.2332203388214111,0.31647022508074096,PRUNED
157,0.3364249560846151,2025-12-21 14:03:03.797050,2025-12-21 14:03:26.829747,0 days 00:00:23.032697,32,0.139878398917672,256,1.3618539138937182,huber,0.0014959663537793615,1.4719463374310365e-06,0.8168004751205444,-0.1463468074798584,1.1999547481536865,0.3364249560846151,PRUNED
158,0.3307135771475014,2025-12-21 14:03:26.829913,2025-12-21 14:04:15.361507,0 days 00:00:48.531594,16,0.10831489165796909,256,0.6593547875365353,huber,0.00033298639472217087,3.185647524507131e-07,0.7977700233459473,-0.08940541744232178,1.1697731018066406,0.3307135771475014,PRUNED
159,0.22052744364827406,2025-12-21 14:04:15.361680,2025-12-21 14:04:37.819830,0 days 00:00:22.458150,16,0.21198135460072276,1024,1.6595467044905443,huber,4.460958616223301e-05,1.292472464810133e-05,0.8499346971511841,-0.15769386291503906,1.2058789730072021,0.22052744364827406,PRUNED
160,0.3354375513019432,2025-12-21 14:04:37.819996,2025-12-21 14:04:59.525827,0 days 00:00:21.705831,16,0.05210978544489679,256,,mse,0.0021525042939922107,3.3069322699284884e-08,0.8202969431877136,0.025780320167541504,1.1062042713165283,0.3354375513019432,PRUNED
161,0.2696393971977735,2025-12-21 14:04:59.525994,2025-12-21 14:05:26.029442,0 days 00:00:26.503448,16,0.1559665443178262,256,1.1949469810032585,huber,0.002507629037902419,4.600955540941775e-07,0.8404975533485413,-0.12592506408691406,1.189218282699585,0.2696393971977735,PRUNED
162,0.3425924636130745,2025-12-21 14:05:26.029614,2025-12-21 14:05:52.584292,0 days 00:00:26.554678,16,0.1728478937644582,256,1.086722788353915,huber,0.0018782052177445756,1.6668817297176528e-07,0.8996339440345764,-0.3204507827758789,1.2878578901290894,0.3425924636130745,PRUNED
163,0.32636369472283605,2025-12-21 14:05:52.584469,2025-12-21 14:06:19.376558,0 days 00:00:26.792089,16,0.2182714570765593,256,1.5627682735779969,huber,0.002246087692488234,1.231151311839861e-06,0.8529719114303589,-0.0200423002243042,1.131920576095581,0.32636369472283605,PRUNED
164,0.3441102983758915,2025-12-21 14:06:19.376726,2025-12-21 14:06:44.198779,0 days 00:00:24.822053,16,0.18831229464556784,256,0.9428459874875599,huber,0.0007128551678102461,7.921349742792057e-07,0.7938022613525391,-0.10365211963653564,1.1773970127105713,0.3441102983758915,PRUNED
165,0.3218823221489721,2025-12-21 14:06:44.198951,2025-12-21 14:07:09.433792,0 days 00:00:25.234841,16,0.1257414312639838,2048,0.506604273803212,huber,0.0027485246539408438,2.785888946784148e-06,0.823884904384613,-0.14380228519439697,1.198622226715088,0.3218823221489721,PRUNED
166,0.3583459646706779,2025-12-21 14:07:09.433961,2025-12-21 14:07:57.746721,0 days 00:00:48.312760,32,0.07090377384094186,256,1.4073699774687922,huber,0.002060035064408029,0.006694090022741088,0.7660601735115051,-0.010806798934936523,1.1267846822738647,0.3583459646706779,PRUNED
167,0.3448217823977035,2025-12-21 14:07:57.746889,2025-12-21 14:08:21.234891,0 days 00:00:23.488002,16,0.25257285115936223,256,1.1842569874776976,huber,0.0017439189360045472,0.0027138856379549606,0.7986295819282532,0.0375363826751709,1.099509596824646,0.3448217823977035,PRUNED
168,0.3022794806393342,2025-12-21 14:08:21.235061,2025-12-21 14:08:43.629376,0 days 00:00:22.394315,16,0.14813386824775257,512,1.0541537508644636,huber,0.0008286523356860864,2.76899902180173e-10,0.8050942420959473,0.028373658657073975,1.1047308444976807,0.3022794806393342,PRUNED
169,0.3486748169416969,2025-12-21 14:08:43.629557,2025-12-21 14:09:32.108572,0 days 00:00:48.479015,16,0.042979692623986654,2048,1.1371612481190634,huber,0.0010202098179333573,5.856239358198757e-06,0.7704229950904846,0.056926846504211426,1.0883774757385254,0.3486748169416969,PRUNED
170,0.36132142591670047,2025-12-21 14:09:32.108746,2025-12-21 14:10:37.195164,0 days 00:01:05.086418,64,0.29571002912793953,1024,0.9780348122827337,huber,0.0015411985505730979,3.123241868351218e-07,0.7660884857177734,-0.026554226875305176,1.1355278491973877,0.36132142591670047,PRUNED
171,0.31627346751928465,2025-12-21 14:10:37.195333,2025-12-21 14:11:01.287332,0 days 00:00:24.091999,16,0.3678793303284223,2048,0.8927208400375998,huber,0.0012882922094886121,0.000645250527171396,0.8032978177070618,-0.08160483837127686,1.1655775308609009,0.31627346751928465,PRUNED
172,0.3353460598801602,2025-12-21 14:11:01.287508,2025-12-21 14:11:48.945230,0 days 00:00:47.657722,16,0.3809364706047823,2048,1.3025431971410846,huber,0.00110934831083058,0.00021574129926772457,0.8784304857254028,-0.10850143432617188,1.1799808740615845,0.3353460598801602,PRUNED
173,0.33891137786072506,2025-12-21 14:11:48.945409,2025-12-21 14:12:13.444267,0 days 00:00:24.498858,16,0.34075725876030594,2048,1.2504575700248488,huber,0.0006355257229572708,1.922810369870521e-05,0.7639071345329285,0.038610756397247314,1.0988956689834595,0.33891137786072506,PRUNED
174,0.284438644139115,2025-12-21 14:12:13.444439,2025-12-21 14:12:36.151884,0 days 00:00:22.707445,16,0.01349382243213701,2048,2.137264919480379,huber,0.00047874071172979117,0.00038330373695419487,0.8254161477088928,-0.018820524215698242,1.1312423944473267,0.284438644139115,PRUNED
175,0.3497617589965554,2025-12-21 14:12:36.152050,2025-12-21 14:13:53.200010,0 days 00:01:17.047960,16,0.2265287193733071,256,0.8337252171879563,huber,0.0008994575055003716,0.00010981501981518204,0.8554258346557617,-0.19396257400512695,1.224622368812561,0.3497617589965554,PRUNED
176,0.30894421886256795,2025-12-21 14:13:53.200177,2025-12-21 14:14:18.204477,0 days 00:00:25.004300,16,0.4044786790060689,256,0.7211063804777987,huber,0.0013641898753018716,2.6721731870697378e-05,0.9244922399520874,-0.34001612663269043,1.2973639965057373,0.30894421886256795,PRUNED
177,0.30365565938600275,2025-12-21 14:14:18.204644,2025-12-21 14:14:39.169262,0 days 00:00:20.964618,32,0.3618788386273235,2048,,mse,0.0023695015208412677,8.993162884234406e-06,0.8389226198196411,-0.1521233320236206,1.2029742002487183,0.30365565938600275,PRUNED
178,0.35301202801378395,2025-12-21 14:14:39.169443,2025-12-21 14:15:28.277667,0 days 00:00:49.108224,16,0.03004824554173803,256,1.5029070345884343,huber,0.001995439269822143,0.0010619409552145445,0.778395414352417,0.049101293087005615,1.092883825302124,0.35301202801378395,PRUNED
179,0.27574236287083276,2025-12-21 14:15:28.277835,2025-12-21 14:15:52.346155,0 days 00:00:24.068320,16,0.2765892706326014,256,0.7901774026472497,huber,0.0016224853538992718,4.002730514095706e-06,0.7997000217437744,-0.05973684787750244,1.1537344455718994,0.27574236287083276,PRUNED
180,0.33766216477153493,2025-12-21 14:15:52.346324,2025-12-21 14:16:17.016015,0 days 00:00:24.669691,16,0.3257974507384701,1024,2.2763842562557426,huber,0.0018339140003271269,1.7826006192540134e-06,0.7964513897895813,0.04181039333343506,1.0970654487609863,0.33766216477153493,PRUNED
181,0.3139306736782846,2025-12-21 14:16:17.016186,2025-12-21 14:17:08.784285,0 days 00:00:51.768099,16,0.11790504521596631,256,1.2046504687515136,huber,0.002130762802052561,1.6492077445207793e-06,0.8107178211212158,0.015465497970581055,1.1120449304580688,0.3139306736782846,PRUNED
182,0.3198725965916049,2025-12-21 14:17:08.784466,2025-12-21 14:18:03.167392,0 days 00:00:54.382926,16,0.1282994687406253,256,1.249228683638461,huber,0.0023355858455981057,9.533557704333888e-07,0.949743926525116,-0.3759763240814209,1.3146566152572632,0.3198725965916049,PRUNED
183,0.3012480723253845,2025-12-21 14:18:03.167586,2025-12-21 14:18:28.912478,0 days 00:00:25.744892,16,0.3500309756186963,256,1.0934348912362677,huber,0.0027205036772702824,5.339126402801022e-07,1.1865452527999878,-0.5941109657287598,1.4150315523147583,0.3012480723253845,PRUNED
184,0.28421092526800923,2025-12-21 14:18:28.912647,2025-12-21 14:18:55.330179,0 days 00:00:26.417532,16,0.13903672188924182,256,1.3369179252684225,huber,0.0018345502385123638,1.5967031669939656e-09,0.8753922581672668,-0.06133127212524414,1.15460205078125,0.28421092526800923,PRUNED
185,0.25033245883451494,2025-12-21 14:18:55.330357,2025-12-21 14:19:20.975955,0 days 00:00:25.645598,16,0.13424308255550926,256,3.4516426319852367,huber,0.0029882129670685815,1.160384282913438e-06,0.9013603329658508,-0.164617657661438,1.209479570388794,0.25033245883451494,PRUNED
186,0.3801159748451902,2025-12-21 14:19:20.976126,2025-12-21 14:20:37.829148,0 days 00:01:16.853022,16,0.05858921269906732,2048,1.1210654635749226,huber,0.001410912392499549,6.730260763926238e-07,0.7581971883773804,-0.041760802268981934,1.1439074277877808,0.3801159748451902,PRUNED
187,0.33739566619506695,2025-12-21 14:20:37.829322,2025-12-21 14:21:52.075243,0 days 00:01:14.245921,16,0.14789459290155263,512,1.2298875669883336,huber,0.0011210581162476956,4.3605059609196885e-05,0.8381094336509705,-0.14108335971832275,1.1971967220306396,0.33739566619506695,PRUNED
188,0.33215903428221644,2025-12-21 14:21:52.075422,2025-12-21 14:22:13.150488,0 days 00:00:21.075066,32,0.24081954722218704,256,1.8133845107920823,huber,0.002096161634235942,2.5794877638802284e-06,0.779985785484314,0.04892134666442871,1.0929871797561646,0.33215903428221644,PRUNED
189,0.2949329089159037,2025-12-21 14:22:13.150661,2025-12-21 14:22:42.574525,0 days 00:00:29.423864,16,0.19839022453970764,256,1.706239698902092,huber,0.0005353075431518315,1.4007132510594809e-05,0.8591420650482178,-0.201973557472229,1.2287238836288452,0.2949329089159037,PRUNED
