number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_svm_kind,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
17,0.8050847457622138,2025-12-18 14:38:17.603036,2025-12-18 14:38:25.747721,0 days 00:00:08.144685,0.06583269631660485,balanced,0.0029561779978181236,rbf,,svc,0.8812820971307487,0.8838179660262592,0.34345351211241604,COMPLETE
18,0.8827292110869217,2025-12-18 14:38:25.747941,2025-12-18 14:38:28.811288,0 days 00:00:03.063347,60.5747248813119,balanced,0.0032091398783267756,sigmoid,,svc,0.9244401300315717,0.9397114457384467,0.3539880204408504,COMPLETE
19,0.8683602771357588,2025-12-18 14:38:28.811496,2025-12-18 14:38:32.460483,0 days 00:00:03.648987,623.496040522557,balanced,,linear,,svc,0.9166938533395304,0.9255989911727616,0.5068803146948064,COMPLETE
20,0.801781737193264,2025-12-18 14:38:32.460695,2025-12-18 14:38:40.389929,0 days 00:00:07.929234,2.177386688102377,balanced,5.3797094970469145e-05,rbf,,svc,0.8792438170110625,0.8799606854090942,0.3679338383313143,COMPLETE
21,0.9090909090904092,2025-12-18 14:38:40.390148,2025-12-18 14:38:44.529132,0 days 00:00:04.138984,2.550590453313623,balanced,0.1403343209808493,rbf,,svc,0.9525065658651948,0.9590812996068541,0.461086947109204,COMPLETE
22,0.8322981366454663,2025-12-18 14:38:44.529411,2025-12-18 14:38:51.177496,0 days 00:00:06.648085,0.03942151768404197,balanced,0.166230317479011,rbf,,svc,0.892354288162813,0.9010273718566871,0.3659653222906328,COMPLETE
23,0.9036697247701424,2025-12-18 14:38:51.177726,2025-12-18 14:38:54.696581,0 days 00:00:03.518855,23.077091495654418,balanced,0.07188399659048984,rbf,,svc,0.9517778944452406,0.9573102885542616,0.5315880413422411,COMPLETE
24,0.9035294117642066,2025-12-18 14:38:54.696795,2025-12-18 14:38:58.197974,0 days 00:00:03.501179,43.71019411934186,balanced,0.05854457337910283,rbf,,svc,0.9489685120931947,0.9542875157629257,0.6496320172050679,COMPLETE
25,0.9061784897020172,2025-12-18 14:38:58.198179,2025-12-18 14:39:01.897428,0 days 00:00:03.699249,17.290414163341122,balanced,0.09269507325296877,rbf,,svc,0.9515551588529771,0.9572175654625028,0.5400358639306373,COMPLETE
26,0.914549653579177,2025-12-18 14:39:01.897767,2025-12-18 14:39:07.207124,0 days 00:00:05.309357,11.245449517148247,balanced,0.2008919909099193,rbf,,svc,0.9555308149744848,0.9559565314145835,0.6214948072312927,COMPLETE
27,0.9251700680267109,2025-12-18 14:39:07.207334,2025-12-18 14:39:13.674907,0 days 00:00:06.467573,1.9330770842948801,balanced,0.4819457103022518,rbf,,svc,0.9595067776525578,0.9555856390475485,0.5550041876494185,COMPLETE
28,0.919908466818722,2025-12-18 14:39:13.675124,2025-12-18 14:39:20.680456,0 days 00:00:07.005332,2.109044867948433,balanced,0.7924892808935652,rbf,,svc,0.9542839483493003,0.9520250723240116,0.5712426515149572,COMPLETE
29,0.8868360277131261,2025-12-18 14:39:20.680664,2025-12-18 14:39:23.769156,0 days 00:00:03.088492,0.9225062659078017,balanced,0.4300028264167042,poly,,svc,0.9401822567281096,0.943383280172094,0.5699539436095263,COMPLETE
30,0.644314868804228,2025-12-18 14:39:23.769367,2025-12-18 14:39:29.904167,0 days 00:00:06.134800,0.3044509938075837,balanced,9.82781332648226,sigmoid,,svc,0.4752688172043011,0.5,0.5281837450010254,COMPLETE
31,0.9212962962957966,2025-12-18 14:39:29.904378,2025-12-18 14:39:36.960776,0 days 00:00:07.056398,2.278241906326012,balanced,0.8346294607304608,rbf,,svc,0.9541862343457114,0.9519787107781322,0.5759587844652004,COMPLETE
32,0.919908466818722,2025-12-18 14:39:36.960993,2025-12-18 14:39:44.194169,0 days 00:00:07.233176,1.6845650366365856,balanced,0.7778345165628748,rbf,,svc,0.9544828209580137,0.9521548846524739,0.575593153190051,COMPLETE
33,0.9262672811054908,2025-12-18 14:39:44.194458,2025-12-18 14:39:51.694210,0 days 00:00:07.499752,1.6635213614999023,balanced,1.0305986710114887,rbf,,svc,0.9521614387463744,0.9508382167494993,0.5607824135969728,COMPLETE
34,0.9241379310339829,2025-12-18 14:39:51.694439,2025-12-18 14:39:59.366566,0 days 00:00:07.672127,4.914265254266768,balanced,1.060770409775986,rbf,,svc,0.9484392712035761,0.9482697871077813,0.555664027384974,COMPLETE
35,0.9153318077798204,2025-12-18 14:39:59.366921,2025-12-18 14:40:07.226998,0 days 00:00:07.860077,5.84893591992662,,1.4882309763495731,rbf,,svc,0.941914259786113,0.9431792893702248,0.5210913794858115,COMPLETE
36,0.8736141906868616,2025-12-18 14:40:07.227212,2025-12-18 14:40:11.387812,0 days 00:00:04.160600,0.5778154943531555,balanced,0.028772171972026646,rbf,,svc,0.9182118294898671,0.93372153401083,0.46694764841102243,COMPLETE
37,0.835758835758339,2025-12-18 14:40:11.388021,2025-12-18 14:40:11.548406,0 days 00:00:00.160385,0.001077049034187729,,,,2144.0,linear_calibrated,0.900275806416837,0.9099102440471776,0.35504503955491923,COMPLETE
38,0.8741721854299639,2025-12-18 14:40:11.548626,2025-12-18 14:40:15.424304,0 days 00:00:03.875678,139.3248041377609,balanced,0.00021863665565716598,rbf,,svc,0.9195183748649369,0.9333413693346191,0.45077696710027276,COMPLETE
39,0.8859649122802022,2025-12-18 14:40:15.424520,2025-12-18 14:40:16.979545,0 days 00:00:01.555025,0.12858883177111569,,,,3205.0,linear_calibrated,0.9370009951176694,0.9482605147986055,0.44187678980731687,COMPLETE
40,0.9206349206344205,2025-12-18 14:40:16.979764,2025-12-18 14:40:24.099494,0 days 00:00:07.119730,4.099601719683885,balanced,0.48513884125417833,rbf,,svc,0.9590341753921191,0.9552889251539204,0.5621337622458172,COMPLETE
41,0.9209932279904706,2025-12-18 14:40:24.099762,2025-12-18 14:40:30.885732,0 days 00:00:06.785970,3.58663277025044,balanced,0.5647376680213999,rbf,,svc,0.9582752038024541,0.9548438543134782,0.5538583214055609,COMPLETE
42,0.9195402298845576,2025-12-18 14:40:30.885953,2025-12-18 14:40:38.403224,0 days 00:00:07.517271,1.1456686777565641,balanced,1.4678254211492878,rbf,,svc,0.9491681200139716,0.9472034715525555,0.5256649802490135,COMPLETE
43,0.8868360277131261,2025-12-18 14:40:38.403439,2025-12-18 14:40:41.526452,0 days 00:00:03.123013,0.5044800949898202,balanced,0.3206448850747998,poly,,svc,0.9401822567281096,0.943383280172094,0.5700123308398123,COMPLETE
44,0.8918918918913918,2025-12-18 14:40:41.526675,2025-12-18 14:40:55.522771,0 days 00:00:13.996096,4.02106211627981,balanced,,,5562.0,linear_calibrated,0.9442649822797339,0.9536013648839107,0.4787942044328491,COMPLETE
45,0.9095022624429389,2025-12-18 14:40:55.522990,2025-12-18 14:41:02.952718,0 days 00:00:07.429728,13.40722428317808,,2.5576818358175264,rbf,,svc,0.937225869114463,0.9384504116905273,0.4092454974090007,COMPLETE
46,0.644314868804228,2025-12-18 14:41:02.953005,2025-12-18 14:41:09.111315,0 days 00:00:06.158310,0.2734999759844206,balanced,3.6221597165829313e-06,poly,,svc,0.30785951882400675,0.1348564646539574,0.491511413295189,COMPLETE
47,0.8904109589036096,2025-12-18 14:41:09.111534,2025-12-18 14:41:40.013513,0 days 00:00:30.901979,7.2626769712793635,balanced,,,13899.0,linear_calibrated,0.9425364097516278,0.9515243676285142,0.49817576405163816,COMPLETE
48,0.644314868804228,2025-12-18 14:41:40.013877,2025-12-18 14:41:46.155086,0 days 00:00:06.141209,1.449464652709345,balanced,9.91113955909048,sigmoid,,svc,0.4752688172043011,0.5,0.5281837450017798,COMPLETE
49,0.9241379310339829,2025-12-18 14:41:46.155306,2025-12-18 14:41:53.438674,0 days 00:00:07.283368,3.2856746887195296,balanced,1.0855683371176028,rbf,,svc,0.9487944620038391,0.9485757733105853,0.5533886100974896,COMPLETE
50,0.9178082191775822,2025-12-18 14:41:53.438895,2025-12-18 14:42:00.888143,0 days 00:00:07.449248,0.5903293970170762,,2.1111637069998848,rbf,,svc,0.9447385757060038,0.9429938431867072,0.4299396886981524,COMPLETE
