number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_mae,user_attrs_r2,user_attrs_rmse,user_attrs_spearman_rho,state
43,0.43725691652829307,2025-12-22 04:25:03.096712,2025-12-22 04:25:05.543859,0 days 00:00:02.447147,3.970438637438717e-06,0.47563717444306813,145,1.2297775995314444,2.142831469515312,0.006939490592827008,15,0.05613950513538961,283,0.8988514515800818,0.7210363745689392,0.12841761112213135,1.0463117361068726,0.43725691652829307,COMPLETE
44,0.42497699774312553,2025-12-22 04:25:05.544033,2025-12-22 04:25:06.872542,0 days 00:00:01.328509,0.0003500091300865177,0.33647240876843476,99,0.015706605595348533,95.91281326737789,0.004847038399285087,14,0.002271040230287911,139,0.5690299794002779,0.7897074818611145,0.04609602689743042,1.0946094989776611,0.42497699774312553,COMPLETE
45,0.416908063592704,2025-12-22 04:25:06.872711,2025-12-22 04:25:07.612833,0 days 00:00:00.740122,0.001295912804256238,0.793716575753963,81,7.211270866274355,16.35315408957715,0.01226329283469483,16,0.012935844840511329,587,0.8655441309325013,0.7277799844741821,0.12042921781539917,1.0510956048965454,0.416908063592704,COMPLETE
46,0.40254397514055223,2025-12-22 04:25:07.612996,2025-12-22 04:25:10.222439,0 days 00:00:02.609443,7.829336058425734e-05,0.5186329900484513,179,2.1547373185153513,0.30409380514021395,0.003133807593631913,12,0.13358779002548082,421,0.8189390210798351,0.7481187582015991,0.10667884349822998,1.0592796802520752,0.40254397514055223,COMPLETE
47,0.4625276993836204,2025-12-22 04:25:10.222613,2025-12-22 04:25:13.528723,0 days 00:00:03.306110,9.401539647314644e-07,0.44149509272956455,124,0.9344551635856024,8.171798764181636,0.0077651632854031805,15,1.1922075688113818,852,0.830678145721405,0.7081171274185181,0.14718055725097656,1.0349881649017334,0.4625276993836204,COMPLETE
48,0.4274687777936465,2025-12-22 04:25:13.528896,2025-12-22 04:25:14.656398,0 days 00:00:01.127502,3.6781054647378e-09,0.4275986108307116,123,1.4780323667052835,0.005679188917931006,0.008503844001944622,15,38.86975427317657,881,0.8278439926311298,0.7246592044830322,0.12085235118865967,1.0508427619934082,0.4274687777936465,COMPLETE
49,0.39348493419000724,2025-12-22 04:25:14.656553,2025-12-22 04:25:16.272832,0 days 00:00:01.616279,3.9491270410710556e-07,0.46184081076442,143,8.579068833990315,36.69581436883916,0.004051152654332587,16,1.505511882559866,1344,0.6325286906990051,0.7409482002258301,0.11125898361206055,1.056560754776001,0.39348493419000724,COMPLETE
50,0.3285023100523553,2025-12-22 04:25:16.273013,2025-12-22 04:25:16.527321,0 days 00:00:00.254308,1.2788851945714394e-06,0.3595890916746535,157,2.672707926166983,1.2490035832079336e-08,0.025137458578489466,2,0.5488249403461265,1101,0.7268211510430131,0.7854824066162109,0.02208763360977173,1.108298659324646,0.3285023100523553,COMPLETE
51,0.46206999939554877,2025-12-22 04:25:16.527451,2025-12-22 04:25:17.559479,0 days 00:00:01.032028,1.4278637373095652e-05,0.4077882296715547,109,0.962239039863197,9.053230470911563,0.007552518516342088,14,0.4018369907014672,113,0.9247207644391475,0.742018461227417,0.11099570989608765,1.0567172765731812,0.46206999939554877,COMPLETE
52,0.46293882671510017,2025-12-22 04:25:17.559612,2025-12-22 04:25:18.421530,0 days 00:00:00.861918,7.737656836449569e-06,0.40351478405230096,107,1.0260130537815533,12.015872382704165,0.0074026356421240825,13,1.0846089404345494,110,0.9223955418282473,0.7485532760620117,0.10271787643432617,1.061625599861145,0.46293882671510017,COMPLETE
53,0.45307249992105364,2025-12-22 04:25:18.421662,2025-12-22 04:25:19.399109,0 days 00:00:00.977447,1.0603484888589321e-05,0.30455383570316713,112,1.046040158067092,10.033171918825783,0.01489563476331227,13,4.748330492370383,150,0.9250090204101243,0.712543785572052,0.1474313735961914,1.0348360538482666,0.45307249992105364,COMPLETE
54,0.4237608619904474,2025-12-22 04:25:19.399241,2025-12-22 04:25:20.406615,0 days 00:00:01.007374,1.713771739125693e-05,0.40796010107276404,119,0.38113736705128226,0.8299795173211741,0.007922731523243163,15,10.341270869213606,114,0.9670201110347592,0.7397568225860596,0.12211662530899048,1.0500869750976562,0.4237608619904474,COMPLETE
55,0.4213902365112178,2025-12-22 04:25:20.406762,2025-12-22 04:25:21.798501,0 days 00:00:01.391739,7.781045379230605e-08,0.4457238984784763,128,2.0103905916198355,2.0502985263581066,0.01134851744349894,13,0.9928986470371532,531,0.9038602486446312,0.732155978679657,0.10512149333953857,1.0602025985717773,0.4213902365112178,COMPLETE
56,0.4781395575288307,2025-12-22 04:25:21.798661,2025-12-22 04:25:26.603108,0 days 00:00:04.804447,1.1877308675758561e-06,0.3565472503001578,107,0.9114842097071887,42.173003182622374,0.004812536683433896,14,0.4497382937233583,847,0.9897094442668107,0.7007964849472046,0.16021031141281128,1.0270512104034424,0.4781395575288307,COMPLETE
57,0.4651914800050558,2025-12-22 04:25:26.603276,2025-12-22 04:25:30.102973,0 days 00:00:03.499697,8.560455733699311e-07,0.33845516751700816,102,1.0124223561789745,41.22117569375386,0.005017267646685854,10,0.46059603844524843,854,0.9901694099867133,0.7037861347198486,0.1598529815673828,1.027269721031189,0.4651914800050558,COMPLETE
