number,value,datetime_start,datetime_complete,duration,params_batch_size,params_channels,params_dropout,params_huber_delta,params_kernel,params_layers,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
91,0.33599189406305585,2025-12-21 13:05:11.620900,2025-12-21 13:05:34.972788,0 days 00:00:23.351888,16,256,0.48664906047916967,0.8379537566038393,3,3,huber,0.0001877881242534966,0.004461541421577958,0.7677844166755676,0.017111778259277344,1.111114740371704,0.33599189406305585,PRUNED
92,0.30833776846982963,2025-12-21 13:05:34.972969,2025-12-21 13:06:00.658002,0 days 00:00:25.685033,16,256,0.496014376433099,1.1640875480981052,7,3,huber,0.0016804919439416686,0.0028343927553648187,0.7990636229515076,-0.010057330131530762,1.1263668537139893,0.30833776846982963,PRUNED
93,0.4241291269335965,2025-12-21 13:06:00.658172,2025-12-21 13:08:49.297384,0 days 00:02:48.639212,16,256,0.33839732549502116,0.9713689362980911,7,2,huber,0.0007990412303936245,0.00945913954637136,0.8343589305877686,-0.16554594039916992,1.2099615335464478,0.4241291269335965,PRUNED
94,0.33890863910909075,2025-12-21 13:08:49.297559,2025-12-21 13:09:13.310615,0 days 00:00:24.013056,16,256,0.017621835351342617,1.4421416777164124,5,3,huber,0.00023776936114631943,0.0011054365170547293,0.8085724115371704,-0.11166203022003174,1.1816619634628296,0.33890863910909075,PRUNED
95,0.568429463720144,2025-12-21 13:09:13.310788,2025-12-21 13:20:12.471224,0 days 00:10:59.160436,16,256,0.032126841309391974,1.3160982145200815,7,3,huber,0.0003313973494439348,1.5466767737594134e-06,0.6655343174934387,0.08347445726394653,1.0729491710662842,0.5597600766130744,COMPLETE
96,0.5802684225080688,2025-12-21 13:20:12.471481,2025-12-21 13:40:12.749078,0 days 00:20:00.277597,16,256,0.010107735711145486,1.3565642660294583,7,3,huber,0.0004115799257681273,7.636613993289344e-07,0.702220618724823,0.05552029609680176,1.089188814163208,0.5516433582149154,COMPLETE
97,0.33767245822151176,2025-12-21 13:40:12.749319,2025-12-21 13:40:38.523817,0 days 00:00:25.774498,16,256,0.013641192498372534,1.3878921800049089,7,3,huber,0.00037890306614264885,1.9254848650075137e-06,0.7678923010826111,0.011524319648742676,1.11426842212677,0.33767245822151176,PRUNED
98,0.3004403980461785,2025-12-21 13:40:38.523999,2025-12-21 13:41:03.194540,0 days 00:00:24.670541,16,256,0.03560576345473671,1.6398201007673054,7,1,huber,0.0003198821726362121,5.888956581717993e-07,0.8121471405029297,-0.027765870094299316,1.136197805404663,0.3004403980461785,PRUNED
99,0.3368973336806373,2025-12-21 13:41:03.194712,2025-12-21 13:41:27.908136,0 days 00:00:24.713424,16,512,0.003384028701458902,1.5100391154175765,7,3,huber,0.0004847471381048624,4.12511599424937e-06,0.7622383236885071,0.05397450923919678,1.090079665184021,0.3368973336806373,PRUNED
100,0.29968691218665994,2025-12-21 13:41:27.908311,2025-12-21 13:41:50.273776,0 days 00:00:22.365465,64,256,0.05611715524720329,,7,2,mse,0.0006429090156640132,1.6386327807750188e-06,0.7979203462600708,-0.012051939964294434,1.1274783611297607,0.29968691218665994,PRUNED
101,0.36881269116291787,2025-12-21 13:41:50.273945,2025-12-21 13:42:37.109783,0 days 00:00:46.835838,16,256,0.030315944804862844,1.2800312914243828,7,3,huber,0.0003467023020291696,1.515088394567687e-08,0.7717002630233765,-0.05258655548095703,1.1498355865478516,0.36881269116291787,PRUNED
102,0.34571858014461115,2025-12-21 13:42:37.109964,2025-12-21 13:43:00.566326,0 days 00:00:23.456362,16,256,0.04874175420995922,1.1510939151602142,7,3,huber,0.00026610958372636645,2.9954990215348837e-07,0.7690147757530212,-0.01738131046295166,1.1304430961608887,0.34571858014461115,PRUNED
103,0.31713570082500764,2025-12-21 13:43:00.566509,2025-12-21 13:43:25.166379,0 days 00:00:24.599870,16,256,0.06618354906279857,1.2310459867996009,7,3,huber,0.00040423626617146577,7.880853823030365e-07,0.7756590247154236,0.007458984851837158,1.1165574789047241,0.31713570082500764,PRUNED
104,0.28829436463144237,2025-12-21 13:43:25.166550,2025-12-21 13:43:50.360445,0 days 00:00:25.193895,16,256,0.24198964416705412,1.0751405407130135,7,3,huber,0.000200792654613234,1.0958454700531261e-07,0.8305836319923401,-0.11816883087158203,1.185115098953247,0.28829436463144237,PRUNED
105,0.3417326023993376,2025-12-21 13:43:50.360618,2025-12-21 13:44:11.187077,0 days 00:00:20.826459,32,256,0.027844928908912155,1.0292391249845947,7,3,huber,0.00029569499363468657,1.1857291943253743e-06,0.7731854319572449,0.03236597776412964,1.1024588346481323,0.3417326023993376,PRUNED
106,0.345157228185137,2025-12-21 13:44:11.187249,2025-12-21 13:44:35.569387,0 days 00:00:24.382138,16,512,0.26847204031113736,1.3082432525734695,7,3,huber,0.00023174275694747584,6.409652204457366e-05,0.7682214975357056,0.0954250693321228,1.0659310817718506,0.345157228185137,PRUNED
107,0.3087470726944609,2025-12-21 13:44:35.569566,2025-12-21 13:44:58.284683,0 days 00:00:22.715117,16,256,0.01169910155942563,1.549338257189502,3,3,huber,0.00016217345233325356,7.2489361398421965e-06,0.7797811627388,0.0354122519493103,1.1007221937179565,0.3087470726944609,PRUNED
108,0.5529680835905088,2025-12-21 13:44:58.284858,2025-12-21 13:58:17.553640,0 days 00:13:19.268782,16,256,0.2794592163975119,1.0989222613244387,7,2,huber,0.00044309015440132824,7.276960079905537e-08,0.690513551235199,0.0230332612991333,1.1077626943588257,0.5260784880240473,COMPLETE
109,0.2824367277249213,2025-12-21 13:58:17.553886,2025-12-21 13:58:42.402011,0 days 00:00:24.848125,16,128,0.2955632099905781,1.946108702387561,7,2,huber,0.000530029669598138,1.8140299548219114e-05,0.854975163936615,-0.0779123306274414,1.1635862588882446,0.2824367277249213,PRUNED
110,0.24916995823055674,2025-12-21 13:58:42.402187,2025-12-21 13:59:09.181354,0 days 00:00:26.779167,16,256,0.4140606075155291,0.9561077622402772,7,3,huber,0.0012588708061722965,0.0007357395106769185,0.8695629239082336,-0.17937958240509033,1.21712064743042,0.24916995823055674,PRUNED
111,0.34102197152629954,2025-12-21 13:59:09.181533,2025-12-21 13:59:33.672011,0 days 00:00:24.490478,16,256,0.31508635319442685,0.6665197228055995,5,3,huber,0.00013610632038948476,0.006501464464754099,0.7700347304344177,0.04821294546127319,1.093394160270691,0.34102197152629954,PRUNED
112,0.5824220481829774,2025-12-21 13:59:33.672189,2025-12-21 14:14:28.472689,0 days 00:14:54.800500,16,256,0.04131887472977887,0.8906011920517087,5,3,huber,0.00032681071578822966,0.00357736399628759,0.6439664959907532,0.128151535987854,1.046471357345581,0.572794922137317,COMPLETE
113,0.5740951190312127,2025-12-21 14:14:28.472936,2025-12-21 14:36:12.226369,0 days 00:21:43.753433,16,256,0.03422054000898,0.8937782200054672,5,3,huber,0.0003724595982015743,0.004139804294629297,0.6844280958175659,0.06802040338516235,1.0819571018218994,0.5447551087128247,COMPLETE
114,0.3387469972474319,2025-12-21 14:36:12.226615,2025-12-21 14:36:35.786587,0 days 00:00:23.559972,16,256,0.07920938339098224,0.8951030741994775,5,3,huber,0.0003730470636894607,4.242142419354344e-07,0.7659258842468262,0.05927324295043945,1.0870226621627808,0.3387469972474319,PRUNED
115,0.3826702972126538,2025-12-21 14:36:35.786768,2025-12-21 14:37:49.819516,0 days 00:01:14.032748,16,256,0.0434005991152788,1.1369014087592546,3,3,huber,0.0003148999102864041,2.6169165508626234e-07,0.7687433958053589,-0.05800127983093262,1.1527892351150513,0.3826702972126538,PRUNED
116,0.39192331650386286,2025-12-21 14:37:49.819700,2025-12-21 14:39:05.051729,0 days 00:01:15.232029,16,256,0.0018691234659029207,0.8464805335990285,7,3,huber,0.00027817736018106873,0.003387542270170428,0.8334164023399353,-0.10538601875305176,1.1783215999603271,0.39192331650386286,PRUNED
117,0.2878423225711558,2025-12-21 14:39:05.051900,2025-12-21 14:39:29.702828,0 days 00:00:24.650928,16,512,0.03514090281079836,0.9454824779531559,5,3,huber,0.0003511390381061732,2.6186276049723866e-06,0.9586885571479797,-0.18265414237976074,1.2188091278076172,0.2878423225711558,PRUNED
118,0.3772143461352449,2025-12-21 14:39:29.703005,2025-12-21 14:42:16.553189,0 days 00:02:46.850184,16,256,0.05773331104573061,0.8773387732022697,7,3,huber,0.0005869903046035473,0.0014794083576133367,0.8688463568687439,-0.2838853597640991,1.2699013948440552,0.3772143461352449,PRUNED
119,0.26516873212502035,2025-12-21 14:42:16.553378,2025-12-21 14:42:38.052502,0 days 00:00:21.499124,64,256,0.02098571781228665,,7,2,mse,0.0002555838083601229,1.5296952115565092e-07,0.8288542032241821,-0.10654556751251221,1.1789394617080688,0.26516873212502035,PRUNED
120,0.3570406067585427,2025-12-21 14:42:38.052678,2025-12-21 14:43:03.812309,0 days 00:00:25.759631,16,256,0.22349385395127133,1.0211618270352443,5,3,huber,0.0004829470894055028,1.1837233655979262e-09,0.8145197629928589,0.019048333168029785,1.110019564628601,0.3570406067585427,PRUNED
121,0.591640790275062,2025-12-21 14:43:03.812502,2025-12-21 15:03:09.738499,0 days 00:20:05.925997,16,256,0.00992614799495673,0.7470393901476864,5,3,huber,0.00040880188861738647,0.0055742318912747274,0.6881462931632996,0.1090046763420105,1.057899832725525,0.5914075869612833,COMPLETE
122,0.3170954334071249,2025-12-21 15:03:09.738745,2025-12-21 15:03:35.011805,0 days 00:00:25.273060,16,256,0.2581199877567392,0.7948255483153945,5,3,huber,0.0004047449387406646,0.0023176902251401703,0.7722240686416626,0.013087570667266846,1.1133869886398315,0.3170954334071249,PRUNED
123,0.5686974790556457,2025-12-21 15:03:35.011977,2025-12-21 15:16:24.685103,0 days 00:12:49.673126,16,256,0.008333791145752896,0.7733031024073727,5,3,huber,0.0006989535733326142,0.00583705303987007,0.6969492435455322,0.030544161796569824,1.1034961938858032,0.5390195197391414,COMPLETE
124,0.5628818625563783,2025-12-21 15:16:24.685354,2025-12-21 15:34:35.250536,0 days 00:18:10.565182,16,256,0.013786379190751614,0.7430014326967224,5,3,huber,0.0007429982894813633,0.00553432285302711,0.6803920865058899,0.07638180255889893,1.0770927667617798,0.5500538413563558,COMPLETE
125,0.36660689967140747,2025-12-21 15:34:35.250777,2025-12-21 15:34:58.925256,0 days 00:00:23.674479,16,256,0.030412500679480182,0.8062317009228985,5,3,huber,0.000557450501970661,0.009717705420690819,0.7517845034599304,-0.0032165050506591797,1.1225460767745972,0.36660689967140747,PRUNED
126,0.3598562469944568,2025-12-21 15:34:58.925440,2025-12-21 15:35:22.921567,0 days 00:00:23.996127,16,256,0.042797533909911756,0.7326483607713884,5,3,huber,0.0009089596584548005,0.003360928993038867,0.7572673559188843,-0.04571723937988281,1.1460775136947632,0.3598562469944568,PRUNED
127,0.32239772018844887,2025-12-21 15:35:22.921741,2025-12-21 15:35:47.405390,0 days 00:00:24.483649,16,512,0.0006036036048585412,1.7483782828343697,5,3,huber,0.00033047791716450914,0.005606968318824182,0.8306984305381775,-0.10476744174957275,1.1779918670654297,0.32239772018844887,PRUNED
128,0.32299715829670045,2025-12-21 15:35:47.405566,2025-12-21 15:36:11.447122,0 days 00:00:24.041556,16,256,0.01165398126457721,0.7760965161383073,5,4,huber,0.0010051859117526315,0.0017080196885186543,0.7680801749229431,-0.035170793533325195,1.1402835845947266,0.32299715829670045,PRUNED
129,0.38865558749169,2025-12-21 15:36:11.447294,2025-12-21 15:37:18.440807,0 days 00:01:06.993513,32,256,0.02359156564177181,0.706193780605145,5,2,huber,0.00068934268860402,0.0040194838414975426,0.7332753539085388,0.05621260404586792,1.088789463043213,0.38865558749169,PRUNED
130,0.5600413445554079,2025-12-21 15:37:18.440987,2025-12-21 15:53:50.276044,0 days 00:16:31.835057,16,256,0.020392200161581546,0.9120284590985778,5,3,huber,0.00046124163081832746,0.002266284027195268,0.6937397122383118,0.03794717788696289,1.0992748737335205,0.5309779759097011,COMPLETE
131,0.33806294313780194,2025-12-21 15:53:50.276288,2025-12-21 15:54:16.458054,0 days 00:00:26.181766,16,256,0.07053127438537396,3.101789983906051,3,3,huber,0.00039280931203451963,0.000500307333770896,0.7712652683258057,0.05504298210144043,1.0894639492034912,0.33806294313780194,PRUNED
132,0.3417837685464665,2025-12-21 15:54:16.458230,2025-12-21 15:55:26.794224,0 days 00:01:10.335994,16,256,0.05352822226443529,0.8499902571763185,7,3,huber,0.00029311351729030446,8.385838992362738e-07,0.8076615929603577,-0.09218525886535645,1.1712645292282104,0.3417837685464665,PRUNED
133,0.35043252645974327,2025-12-21 15:55:26.794412,2025-12-21 15:55:50.633247,0 days 00:00:23.838835,16,256,0.2942515712236199,2.3389662650722274,5,3,huber,0.00022375460233136046,0.0009942258228710027,0.7655299305915833,0.05790787935256958,1.0878112316131592,0.35043252645974327,PRUNED
134,0.34560966619119093,2025-12-21 15:55:50.633432,2025-12-21 15:56:14.288310,0 days 00:00:23.654878,16,256,0.029887050687114135,1.2068629095084158,7,3,huber,0.00025136355077427493,0.004422143679035049,0.7734735608100891,-0.00802457332611084,1.1252329349517822,0.34560966619119093,PRUNED
135,0.32928790656809015,2025-12-21 15:56:14.288495,2025-12-21 15:56:39.219316,0 days 00:00:24.930821,16,512,0.01012575141069457,0.9971454273452665,7,3,huber,0.0003512674465684516,0.0002996822724878378,0.7778841853141785,-0.08622992038726807,1.1680669784545898,0.32928790656809015,PRUNED
136,0.3121855152298054,2025-12-21 15:56:39.219496,2025-12-21 15:57:02.784889,0 days 00:00:23.565393,16,256,0.038838288157399474,2.033623052801677,5,3,huber,0.00042836512624632513,4.624519045205076e-08,0.8065729141235352,-0.04101681709289551,1.1434987783432007,0.3121855152298054,PRUNED
137,0.36381801714911155,2025-12-21 15:57:02.785068,2025-12-21 15:57:26.434248,0 days 00:00:23.649180,16,128,0.0875086001219133,1.3156227309775452,7,3,huber,0.0008099544227236695,0.006485099478121786,0.7853193879127502,-0.05957984924316406,1.1536489725112915,0.36381801714911155,PRUNED
138,0.3448908406391407,2025-12-21 15:57:26.434427,2025-12-21 15:57:51.683187,0 days 00:00:25.248760,16,256,0.10970797102288034,0.9369108731445253,3,3,huber,0.0004987910614130881,0.0024757820734305426,0.7703413963317871,-0.0006315708160400391,1.1210989952087402,0.3448908406391407,PRUNED
139,0.28329394079451,2025-12-21 15:57:51.683370,2025-12-21 15:58:15.893686,0 days 00:00:24.210316,16,256,0.32509866336541915,1.0547234462767179,7,2,huber,0.00030887099521995244,0.0017241649354034516,0.8452175259590149,-0.12627685070037842,1.1894041299819946,0.28329394079451,PRUNED
140,0.3177291378791916,2025-12-21 15:58:15.893863,2025-12-21 15:58:40.344961,0 days 00:00:24.451098,16,256,0.04471077971967745,,5,3,mse,0.0006118653549378088,6.908128371198276e-09,1.0260522365570068,-0.5553159713745117,1.3977071046829224,0.3177291378791916,PRUNED
141,0.2948893132638332,2025-12-21 15:58:40.345133,2025-12-21 15:59:03.427114,0 days 00:00:23.081981,16,256,0.013239365049270192,0.7423541460550588,5,3,huber,0.0008388315500761041,0.004509685591533852,0.8467793464660645,-0.1635071039199829,1.2089027166366577,0.2948893132638332,PRUNED
142,0.5687696002863936,2025-12-21 15:59:03.427287,2025-12-21 16:11:55.665893,0 days 00:12:52.238606,16,256,0.017889617386020816,0.8197521829835875,5,3,huber,0.0007225984607801269,0.009957151745037286,0.6948720812797546,0.0658189058303833,1.0832343101501465,0.5374609133012652,COMPLETE
143,0.3593423632745901,2025-12-21 16:11:55.666135,2025-12-21 16:13:11.103963,0 days 00:01:15.437828,16,256,0.031307786012902655,0.840225732201195,5,3,huber,0.0007090975281704587,0.009435643125825548,0.7672529816627502,-0.05827152729034424,1.152936577796936,0.3593423632745901,PRUNED
144,0.35748570016181125,2025-12-21 16:13:11.104146,2025-12-21 16:13:34.378937,0 days 00:00:23.274791,16,256,0.018296420355857993,0.6376351728901212,5,3,huber,0.00028185499154981773,5.021799988335065e-07,0.9201669692993164,-0.3742252588272095,1.3138197660446167,0.35748570016181125,PRUNED
145,0.3616337485305656,2025-12-21 16:13:34.379109,2025-12-21 16:13:58.708429,0 days 00:00:24.329320,16,256,0.0007741161134344164,0.7867564930759491,5,3,huber,0.00019801973395645617,0.006568410323697411,0.8024788498878479,-0.1554180383682251,1.204693078994751,0.3616337485305656,PRUNED
146,0.32229573713247295,2025-12-21 16:13:58.708609,2025-12-21 16:14:23.293080,0 days 00:00:24.584471,16,512,0.0623510493461308,0.6967999311104942,7,3,huber,0.00037555751690478216,0.00337125918443446,0.765850305557251,0.04423123598098755,1.0956788063049316,0.32229573713247295,PRUNED
147,0.3065945715576671,2025-12-21 16:14:23.293252,2025-12-21 16:14:43.907861,0 days 00:00:20.614609,64,256,0.18775970609205556,0.8245779866820014,5,3,huber,0.0013101796063893145,0.0011753621420160364,0.785381555557251,-0.05524718761444092,1.1512879133224487,0.3065945715576671,PRUNED
148,0.3530735041980614,2025-12-21 16:14:43.908033,2025-12-21 16:15:06.616247,0 days 00:00:22.708214,16,256,0.05020391482143248,0.8848711069531731,7,2,huber,0.0010944323394838202,0.007461140946215711,0.7769338488578796,-0.04814469814300537,1.1474069356918335,0.3530735041980614,PRUNED
149,0.3514547007394666,2025-12-21 16:15:06.616435,2025-12-21 16:15:31.470529,0 days 00:00:24.854094,16,256,0.03823483991086692,1.411692809451754,7,3,huber,0.0005161433607735113,1.3186232559391208e-06,0.7643705606460571,0.023619890213012695,1.107430100440979,0.3514547007394666,PRUNED
150,0.2788000082209833,2025-12-21 16:15:31.470706,2025-12-21 16:15:56.268907,0 days 00:00:24.798201,32,256,0.2750766063531331,1.122531682172493,5,3,huber,0.00022818679795685132,0.0026992553416718716,0.8499427437782288,-0.1395282745361328,1.1963807344436646,0.2788000082209833,PRUNED
151,0.36801159474421413,2025-12-21 16:15:56.269080,2025-12-21 16:16:21.262476,0 days 00:00:24.993396,16,256,0.01219836290466585,0.7613508068174347,5,3,huber,0.000706505374036039,0.005194613727642281,0.8070738315582275,0.04614412784576416,1.0945818424224854,0.36801159474421413,PRUNED
152,0.3341783562659015,2025-12-21 16:16:21.262657,2025-12-21 16:16:44.753726,0 days 00:00:23.491069,16,256,0.027645545396239573,0.7407213605896357,5,3,huber,0.0006353709098705228,0.009654122451559709,0.7891986966133118,0.028820812702178955,1.1044766902923584,0.3341783562659015,PRUNED
153,0.35918138759576124,2025-12-21 16:16:44.753898,2025-12-21 16:17:08.381372,0 days 00:00:23.627474,16,256,0.018000657698409275,0.6873598576339108,5,3,huber,0.000996706402339383,1.1837143044580238e-05,0.7545204162597656,0.020673811435699463,1.1090995073318481,0.35918138759576124,PRUNED
154,0.34519193214693544,2025-12-21 16:17:08.381551,2025-12-21 16:17:32.466782,0 days 00:00:24.085231,16,256,0.15861097900548277,0.9570341752036399,5,3,huber,0.00033769648040824423,2.37255529250732e-08,0.8829524517059326,-0.2848830223083496,1.2703945636749268,0.34519193214693544,PRUNED
155,0.3455168782572305,2025-12-21 16:17:32.466957,2025-12-21 16:17:55.941774,0 days 00:00:23.474817,16,256,0.007856752510157713,0.8166729578052632,5,3,huber,0.0007682912227149506,0.005043726861517595,0.9257044792175293,-0.33196771144866943,1.2934621572494507,0.3455168782572305,PRUNED
156,0.3354655564252847,2025-12-21 16:17:55.941945,2025-12-21 16:18:18.886871,0 days 00:00:22.944926,16,512,0.0368222753023254,0.8796785495267209,3,3,huber,0.0004496212130120877,0.0037545260481846266,0.7742708325386047,0.0389707088470459,1.0986900329589844,0.3354655564252847,PRUNED
157,0.3588186256003637,2025-12-21 16:18:18.887047,2025-12-21 16:18:42.268234,0 days 00:00:23.381187,16,256,0.021393472345829223,1.4905792999850471,7,3,huber,0.00025751195923796606,0.006358771803914694,0.8331097960472107,-0.1692051887512207,1.2118593454360962,0.3588186256003637,PRUNED
158,0.5703227870493719,2025-12-21 16:18:42.268410,2025-12-21 16:35:56.806254,0 days 00:17:14.537844,16,256,0.0026517719939866333,0.7793173592176525,5,3,huber,0.0005425549744389893,2.857673084129505e-05,0.6976637244224548,-0.012621521949768066,1.127795696258545,0.5470755507319986,COMPLETE
159,0.3499247262844698,2025-12-21 16:35:56.806516,2025-12-21 16:36:18.493981,0 days 00:00:21.687465,16,256,0.0010257080068649185,1.001392395906063,7,3,huber,0.0005754047181492169,0.00014953955698482701,0.7567898035049438,0.018704652786254883,1.1102139949798584,0.3499247262844698,PRUNED
160,0.5732944505424519,2025-12-21 16:36:18.494157,2025-12-21 16:49:48.000862,0 days 00:13:29.506705,16,128,0.027344222533520143,0.9201073945366777,7,2,huber,0.0004094928916806444,0.0007379506676699215,0.6416272521018982,0.1400049328804016,1.0393332242965698,0.5667856194185864,COMPLETE
161,0.34205452097787997,2025-12-21 16:49:48.001105,2025-12-21 16:50:11.251274,0 days 00:00:23.250169,16,128,0.02693486036673674,0.9088129978250576,7,2,huber,0.0003780702525406793,0.0007365250597202228,0.7935106158256531,0.004412412643432617,1.1182698011398315,0.34205452097787997,PRUNED
162,0.32819831366072066,2025-12-21 16:50:11.251454,2025-12-21 16:50:35.454835,0 days 00:00:24.203381,16,128,0.3066585818572012,0.8579220173396492,7,2,huber,0.0004083241380843119,6.362063514320465e-07,0.7897700667381287,-0.08842802047729492,1.1692482233047485,0.32819831366072066,PRUNED
163,0.38135094133698544,2025-12-21 16:50:35.455011,2025-12-21 16:51:43.908058,0 days 00:01:08.453047,16,128,0.0471202840495265,1.0510390682128352,7,2,huber,0.0002922526616552495,4.9966051151469036e-05,0.7522472143173218,0.0027997493743896484,1.1191750764846802,0.38135094133698544,PRUNED
164,0.35489866282496174,2025-12-21 16:51:43.908240,2025-12-21 16:52:06.530027,0 days 00:00:22.621787,16,128,0.28808798875670727,0.7812690754767623,7,2,huber,0.0004684787373988007,2.7976453801804915e-05,0.7653442621231079,-0.030356168746948242,1.1376286745071411,0.35489866282496174,PRUNED
165,0.34063093221981233,2025-12-21 16:52:06.530209,2025-12-21 16:52:30.425384,0 days 00:00:23.895175,16,128,0.00911052077694553,2.865972725436436,7,2,huber,0.00033101605228798395,8.847731199283372e-05,0.8165844678878784,-0.08905792236328125,1.1695865392684937,0.34063093221981233,PRUNED
166,0.30545488042164126,2025-12-21 16:52:30.425556,2025-12-21 16:52:52.965805,0 days 00:00:22.540249,16,256,0.025737615835368502,3.616325844962052,5,2,huber,0.0005298671414374608,0.00023163697034796438,0.8254704475402832,-0.12767326831817627,1.190141201019287,0.30545488042164126,PRUNED
167,0.25261760010310536,2025-12-21 16:52:52.965976,2025-12-21 16:53:15.230966,0 days 00:00:22.264990,16,512,0.34875072917692596,,7,3,mse,0.0003175607191096309,0.00048095019254444096,0.8220395445823669,0.03615105152130127,1.1003005504608154,0.25261760010310536,PRUNED
168,0.35259155371225803,2025-12-21 16:53:15.231143,2025-12-21 16:53:37.830373,0 days 00:00:22.599230,16,256,0.06352127734026422,0.9599874573998808,7,3,huber,0.0020610276603278046,2.4902038206600193e-06,0.8573139905929565,-0.21174860000610352,1.2337100505828857,0.35259155371225803,PRUNED
169,0.36388342208722235,2025-12-21 16:53:37.830546,2025-12-21 16:53:59.598279,0 days 00:00:21.767733,16,256,0.03737921713933145,0.812510087276765,5,3,huber,0.00042747930763385587,4.429551594174782e-06,0.7986971735954285,0.06260865926742554,1.0850938558578491,0.36388342208722235,PRUNED
170,0.1902185883735822,2025-12-21 16:53:59.598461,2025-12-21 16:54:24.294537,0 days 00:00:24.696076,16,256,0.25620283522849274,1.6163481714577725,3,2,huber,1.763346477913387e-05,0.0016356093435388925,0.868287205696106,-0.22761523723602295,1.2417608499526978,0.1902185883735822,PRUNED
171,0.314756863347613,2025-12-21 16:54:24.294713,2025-12-21 16:54:47.540391,0 days 00:00:23.245678,16,256,0.01808243737457654,0.7245080010128789,5,3,huber,0.0006835931929612498,0.0038201214653745506,0.8542974591255188,-0.24647867679595947,1.2512649297714233,0.314756863347613,PRUNED
172,0.4939263580609509,2025-12-21 16:54:47.540563,2025-12-21 17:01:43.463451,0 days 00:06:55.922888,16,256,0.008545359235312258,0.6548743386428326,5,3,huber,0.000617865889885365,9.054054064864571e-07,0.7000013589859009,-0.0299990177154541,1.1374315023422241,0.4939263580609509,PRUNED
173,0.5554726598802519,2025-12-21 17:01:43.463628,2025-12-21 17:14:07.491109,0 days 00:12:24.027481,16,256,0.0006052985074106107,0.7639446369634505,5,3,huber,0.00036354355395864846,0.002481169833731313,0.7198207974433899,-0.024582862854003906,1.134437084197998,0.5309343987627093,COMPLETE
174,0.36997448437551017,2025-12-21 17:14:07.491369,2025-12-21 17:14:31.949585,0 days 00:00:24.458216,16,256,0.16999874280493316,0.9200138583064321,5,3,huber,0.0005215988085959926,0.005476590297964544,0.7735795378684998,-0.05589604377746582,1.151641845703125,0.36997448437551017,PRUNED
175,0.3423416226462454,2025-12-21 17:14:31.949759,2025-12-21 17:14:56.243154,0 days 00:00:24.293395,16,256,0.02965055097401298,0.8578673116660281,5,3,huber,0.0008853951423867743,0.0008557609540544002,0.7766866683959961,-0.04103446006774902,1.1435085535049438,0.3423416226462454,PRUNED
176,0.3279915309729274,2025-12-21 17:14:56.243331,2025-12-21 17:15:20.045584,0 days 00:00:23.802253,16,256,0.018905900068242533,4.9076584763751985,7,3,huber,0.0002698506064457187,2.1815671464422592e-07,0.8295832872390747,-0.12331628799438477,1.1878398656845093,0.3279915309729274,PRUNED
177,0.36905758548693907,2025-12-21 17:15:20.045757,2025-12-21 17:15:43.920850,0 days 00:00:23.875093,16,256,0.38968020388446467,1.1779713209109355,5,3,huber,0.0004137468387926829,0.00976092933899512,0.8070948123931885,0.0658225417137146,1.0832321643829346,0.36905758548693907,PRUNED
178,0.35558235798823845,2025-12-21 17:15:43.921027,2025-12-21 17:16:06.123479,0 days 00:00:22.202452,64,512,0.1446342638850891,1.2615183446900133,7,3,huber,0.0007634901994701705,1.931350220757109e-06,0.8974710702896118,-0.06590390205383301,1.1570866107940674,0.35558235798823845,PRUNED
179,0.3308022835549535,2025-12-21 17:16:06.123657,2025-12-21 17:16:29.574750,0 days 00:00:23.451093,16,256,0.013332405512520202,0.7103578712206284,5,3,huber,0.00024090182415136704,0.0013265059249944217,0.7709978818893433,-0.010864019393920898,1.1268165111541748,0.3308022835549535,PRUNED
180,0.31308170462121665,2025-12-21 17:16:29.574925,2025-12-21 17:16:53.170495,0 days 00:00:23.595570,16,128,0.04135347988381419,1.0880247007760262,7,3,huber,0.0005720716476919556,0.0028871577660556937,0.9907746315002441,-0.4828561544418335,1.3647602796554565,0.31308170462121665,PRUNED
181,0.34115720432780344,2025-12-21 17:16:53.170673,2025-12-21 17:17:16.240183,0 days 00:00:23.069510,16,256,0.4571760768633153,0.6635285730079241,5,3,huber,0.0001777889219223186,0.007035852220394577,0.8564227223396301,-0.21145176887512207,1.233559012413025,0.34115720432780344,PRUNED
182,0.369256884756739,2025-12-21 17:17:16.240363,2025-12-21 17:17:38.904297,0 days 00:00:22.663934,16,256,0.029202921522953878,0.7398954349767375,5,3,huber,0.0002982613037298697,0.0046826450686316655,0.7711312174797058,0.0795665979385376,1.0752341747283936,0.369256884756739,PRUNED
183,0.33288600398227786,2025-12-21 17:17:38.904479,2025-12-21 17:18:01.822847,0 days 00:00:22.918368,16,256,0.009739489618278252,0.8082704861086496,5,3,huber,0.0003510007228070023,0.009930192171018277,0.7748152613639832,0.03453737497329712,1.1012212038040161,0.33288600398227786,PRUNED
184,0.39120487025236045,2025-12-21 17:18:01.823022,2025-12-21 17:19:12.759107,0 days 00:01:10.936085,16,256,0.21368804077396758,0.7813256991063104,5,3,huber,0.00046922517182775036,1.0033972714860728e-10,0.7521507143974304,0.055282771587371826,1.0893257856369019,0.39120487025236045,PRUNED
