fold,rmse,r2,spearman
1,12.95200020933336,-0.024824016933968407,0.3969267084310727
2,5.9969233992654996,0.0451697245906606,0.5069045985046988
3,25.04574897800391,-0.056038326143922346,0.3828483965259692
4,19.624684945202066,0.0047154067885739614,0.5597999395180229
5,10.001636140549827,0.06291614023654901,0.3485885399350248
