number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
21,0.5547703180207091,2025-12-16 22:31:36.384844,2025-12-16 22:31:37.126428,0 days 00:00:00.741584,0.3640650728841623,0.8793034240306532,87,1.291795941004362,0.04912495380711815,0.03129819383910493,12,68,485,0.7313297363652216,0.5295128540273206,0.7963917955211943,0.2516882121562958,COMPLETE
22,0.5583756345172793,2025-12-16 22:31:37.126577,2025-12-16 22:31:37.808982,0 days 00:00:00.682405,0.08600566150123751,0.8608777615276275,94,1.5184422400383562,0.0007420095951167913,0.03380323471367564,12,85,472,0.78146175690538,0.5276042622409466,0.7981163356438282,0.2472679316997528,COMPLETE
23,0.5392781316343208,2025-12-16 22:31:37.809146,2025-12-16 22:31:38.402229,0 days 00:00:00.593083,0.42046629813714087,0.8780031490310639,93,1.3623413273165954,0.03624069993688431,0.026472887171256686,12,93,418,0.7741607643420696,0.5036314714657847,0.7781966475606505,0.3332362174987793,COMPLETE
24,0.44444444444401426,2025-12-16 22:31:38.402380,2025-12-16 22:31:38.891735,0 days 00:00:00.489355,4.437468449926672,0.8591827140124516,99,1.3922614159222153,0.0003400618426003639,0.010190942715800302,12,146,381,0.8410329397710712,0.41763205480464133,0.7154217208744336,0.19486004114151,COMPLETE
25,0.40203562340923726,2025-12-16 22:31:38.891870,2025-12-16 22:31:39.182224,0 days 00:00:00.290354,0.10003009099281782,0.9335356213308333,112,3.16774605251517,7.291670754734563e-05,0.013204361910223446,11,221,264,0.7895778347903475,0.3886938225711779,0.6723019694748068,0.19776535034179688,COMPLETE
26,0.49584026622247696,2025-12-16 22:31:39.182348,2025-12-16 22:31:39.866350,0 days 00:00:00.684002,26.792098532814645,0.8188886672824924,76,1.8528043414966469,20.90284588799873,0.028046873098953026,13,69,624,0.7455717462276292,0.4641127137122063,0.7491418954945348,0.23085282742977142,COMPLETE
27,0.47960848287064384,2025-12-16 22:31:39.866514,2025-12-16 22:31:40.389722,0 days 00:00:00.523208,0.13183157100332016,0.9350152120093098,136,4.141058809831266,0.015781341614121407,0.075509555951035,11,273,524,0.8596714719498402,0.439250548094708,0.7482088109837377,0.2281564474105835,COMPLETE
28,0.3387978142073688,2025-12-16 22:31:40.389851,2025-12-16 22:31:40.581319,0 days 00:00:00.191468,0.0008190003913485552,0.8387184784215646,86,1.19260813195256,0.0017006352602636017,0.030901427957769102,14,455,218,0.6538451044042737,0.20394736842105263,0.5,0.21821148693561554,COMPLETE
29,0.5173978819965054,2025-12-16 22:31:40.581430,2025-12-16 22:31:41.146328,0 days 00:00:00.564898,1.5330276040908424,0.9344496644506913,106,2.126999141735578,0.11635665883202499,0.0637433399802278,9,143,496,0.712694379468905,0.48242187995757146,0.7701446280991737,0.20900149643421173,COMPLETE
30,0.47482014388439786,2025-12-16 22:31:41.146455,2025-12-16 22:31:41.563512,0 days 00:00:00.417057,0.022894578487468512,0.75126918843562,70,0.9730693032082173,0.008383810419765981,0.012670454219714468,12,93,267,0.8144122353203983,0.4664266342987038,0.7424145227939216,0.2534067928791046,COMPLETE
