number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
122,0.49398189722453034,2025-12-23 03:59:13.825720,2025-12-23 03:59:16.128756,0 days 00:00:02.303036,16,0.11427938518757083,0.10763670054647317,384,9.794258757991508e-05,8,3,3.954703577708126e-06,PRUNED
123,0.5482883858237896,2025-12-23 03:59:16.128910,2025-12-23 03:59:30.022147,0 days 00:00:13.893237,16,0.14875252868488142,0.10608069461868797,384,0.00012567716784385704,8,3,9.48653389852273e-09,COMPLETE
124,0.561755382903435,2025-12-23 03:59:30.022427,2025-12-23 03:59:51.864502,0 days 00:00:21.842075,16,0.10005076824529929,0.06113621355439852,384,0.00017220107998378533,8,3,2.3831508581558485e-05,COMPLETE
125,0.541238058180015,2025-12-23 03:59:51.864786,2025-12-23 04:00:14.833743,0 days 00:00:22.968957,16,0.10682448418004305,0.06487074139369614,384,0.00017754933053443925,8,3,2.045509561568298e-05,COMPLETE
126,0.40149046095230967,2025-12-23 04:00:14.834014,2025-12-23 04:00:16.171904,0 days 00:00:01.337890,32,0.10372827920985343,0.1780001208034016,384,0.0002694109595592688,4,3,2.4819400736491517e-05,PRUNED
127,-0.06296374078119224,2025-12-23 04:00:16.172065,2025-12-23 04:00:17.542376,0 days 00:00:01.370311,128,0.12956716957253178,0.35874823267522904,256,0.00014250954599569467,8,3,8.504255144943947e-06,PRUNED
128,0.3851506599766225,2025-12-23 04:00:17.542531,2025-12-23 04:00:18.299281,0 days 00:00:00.756750,64,0.11935798658563633,0.16488878727704046,512,0.00019571599093036793,4,3,0.00018433075856473554,PRUNED
129,0.49611719337303967,2025-12-23 04:00:18.299443,2025-12-23 04:00:21.148652,0 days 00:00:02.849209,16,0.1089106500074089,0.03936732198283009,768,7.779605797252812e-05,8,3,3.562966623683577e-05,PRUNED
130,0.37935092721261376,2025-12-23 04:00:21.148819,2025-12-23 04:00:23.062483,0 days 00:00:01.913664,16,0.10012891705041162,0.14383689160501462,768,0.00015305088554209197,4,4,0.0004248892080366001,PRUNED
131,0.5564995401012103,2025-12-23 04:00:23.062635,2025-12-23 04:00:47.480999,0 days 00:00:24.418364,16,0.1400301139614155,0.1274710149965101,384,0.00010963446406088689,8,3,0.00010155162194798441,COMPLETE
