task,setting,mode,repr,model,run,trial_index,rho,best_so_far
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,30,0.2555997420236727,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,31,0.603280761937172,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,32,0.5916847260902866,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,33,0.3482147968959204,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,34,0.4781408288768011,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,35,0.5985095539110807,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,36,0.38536198490064144,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,37,0.5564219299264429,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,38,0.40642694317451217,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,39,0.32016680453225493,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,40,0.35741965077774984,0.6043173336430866
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,41,0.6296106759936997,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,42,0.4119615577211287,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,43,0.4521580381146084,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,44,0.5355736850141546,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,45,0.394810754554027,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,46,0.27978286432348365,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,47,0.10345317582419716,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,48,0.035961510020839284,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,49,0.2115157243159457,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,50,0.20629762400291496,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,51,0.5902777020221144,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,52,0.49305223963878925,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,53,0.39877434707842824,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,54,0.5342292027025404,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,55,0.39603309887035243,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,56,0.029893470545273238,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,57,0.5322622810042301,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,58,0.36447041936301317,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,59,0.3814137150933507,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,60,0.4028018376555033,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,61,0.37734502637505085,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,62,0.4205814001368899,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,63,0.412346239160275,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,64,0.41782708103260224,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,65,0.049639458361822784,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,66,0.4217620826098998,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,67,0.3979707351429729,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,68,0.477323815136369,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,69,0.1973486928205035,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,70,0.40687549000527595,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,71,0.37606986944967424,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,72,0.46342527171366804,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,73,0.39067452778663986,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,74,0.18817511943653348,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,75,0.37123264512499393,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,76,0.4176394557629283,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,77,0.3956552010608857,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,78,0.56032896971311,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,79,0.2921811884707649,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,80,0.1891183692742854,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,81,0.4804968992825832,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,82,0.4951803139055849,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,83,0.3958127136329576,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,84,0.4326142355533865,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,85,0.4313533077048987,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,86,0.4165734331769413,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,87,0.47785674370217135,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,88,0.392600085889343,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,89,0.3408997277399906,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,90,0.2696934560829924,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,91,0.3930135563910319,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,92,0.4318276654193214,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,93,0.5551085530387254,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,94,0.0660962130556933,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,95,0.4187216928783932,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,96,0.3623829865720396,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,97,0.4273640370901647,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,98,0.3155724672409797,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,99,0.3803412712505051,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,100,0.3947481801364125,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,101,0.41438099715538096,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,102,0.30511426118205526,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,103,0.5332907454454058,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,104,0.3463620387214858,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,105,0.3973739411855532,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,106,0.3574455264615938,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,107,0.3843056922438188,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,108,0.015879318899194982,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,109,0.39777980078565034,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,110,0.06311307054050705,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,111,-1.629725666920943e-4,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,112,-0.04014419680863233,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,113,0.09201613115256316,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,114,0.17052936470075217,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,115,0.48355201445412593,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,116,0.4311167079380259,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,117,0.396081577004404,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,118,0.11863393583451652,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,119,0.6049943729759841,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,120,0.3863654338506714,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,121,0.4819439633113031,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,122,0.5879656424820583,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,123,0.5225800559988953,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,124,0.5073519655489391,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,125,0.4005672107664237,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,126,0.4347613370741615,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,127,0.4110912676695546,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,128,0.5308951314422232,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,129,0.48158740911716963,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,130,0.41882394368673403,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,131,0.3569721319034796,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,132,0.5102669408585647,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,133,0.3619797742420613,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,134,0.3973077594325818,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,135,0.2960008683435098,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,136,0.3618340089311417,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,137,0.2510919162297009,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,138,0.5061242940313195,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,139,0.42387311507530523,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,140,0.3580159836022212,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,141,0.29006750873524056,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,142,0.24482202240757206,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,143,0.37512926128556806,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,144,0.4953267410340341,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,145,0.3033859247032069,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,146,0.5203009218809426,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,147,0.3757066970802436,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,148,0.37723284830376436,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,149,0.012327013308454612,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,150,0.408565110158636,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,151,0.28313218080933544,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,152,0.1420209353173712,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,153,0.4053003642845564,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,154,0.10325925280172853,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,155,0.43044033042265817,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,156,0.4040103164647612,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,157,0.19955388533777627,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,158,0.43409439045859205,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,159,0.4249510503768271,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,160,0.401315925046115,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,161,0.4361074739295999,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,162,0.4008810777298905,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,163,0.5083248373176188,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,164,0.40619017795325696,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,165,0.06425801486691243,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,166,0.47982531994430594,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,167,0.4925346983305528,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,168,0.4000870621486161,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,169,0.3700638753675189,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,170,0.05275496438295185,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,171,0.3992399357105821,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,172,0.496248321944161,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,173,0.4974142789771348,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,174,0.4261133674133875,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,175,0.24559286189838647,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,176,0.3547506052576584,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,177,0.29441713899490396,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,178,0.49496654684348723,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,179,0.4749348193084836,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,180,0.5293109057304701,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,181,0.5576181651114012,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,182,0.4848177805866687,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,183,0.5243325488175783,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,184,0.46506347994403313,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,185,0.45197603829393695,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,186,0.05242008471291653,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,187,0.4586665171561991,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,188,0.39209296820719963,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,189,0.14772048535668583,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,190,0.49438034196654296,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,191,0.5029687480496426,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,192,0.5909696322494304,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,193,0.4976705678155166,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,194,0.5861075897673859,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,195,0.43265411005955184,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,196,0.22690430551685767,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,197,0.5944539360889927,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,198,0.5312022147760106,0.6296106759936997
binding_affinity,wt_smiles_unpooled,pooled,wt,transformer,wt_smiles_unpooled,199,0.5111714799673016,0.6296106759936997
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,0,0.11085706192706293,0.11085706192706293
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,1,0.5502437054396374,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,2,0.546557046782819,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,3,0.5424695113014172,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,4,0.5435603715079405,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,5,0.45872277831848063,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,6,-0.13437448365297622,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,7,-0.11361007623251594,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,8,0.171405828841021,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,9,0.5437471686671455,0.5502437054396374
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,10,0.55492749569306,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,11,0.5339932326696477,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,12,0.516468842877518,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,13,-0.1021184206079264,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,14,0.4742157215017297,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,15,0.5275827237996872,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,16,0.5276452095396332,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,17,-0.07117819626543971,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,18,0.41999098571435833,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,19,0.2220112196718762,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,20,0.003992486750216388,0.55492749569306
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,21,0.559938235980144,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,22,0.5461893930101082,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,23,0.40452733690445614,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,24,0.5492654955811859,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,25,-0.02487438496339214,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,26,0.5549503777950121,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,27,0.521980129144804,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,28,0.5472498904275028,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,29,0.541662477167184,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,30,0.5493711052825031,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,31,0.34383556041039076,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,32,0.3472883765472243,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,33,0.3044459264320467,0.559938235980144
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,34,0.5615611050570534,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,35,0.5487928921677908,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,36,0.5521292786485735,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,37,0.19419951918648704,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,38,0.3966313145906582,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,39,0.5467445040026573,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,40,-0.17853474021838628,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,41,0.45179808221523143,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,42,0.34597070895881105,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,43,0.3605220375890042,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,44,0.40093579000018287,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,45,0.38493636029103284,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,46,0.40750449340190825,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,47,0.5481623142428421,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,48,0.345928977069063,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,49,0.5086972889818306,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,50,0.34114683778128874,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,51,0.23137567419165692,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,52,-0.14260037928453909,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,53,0.1391795050427026,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,54,0.19910112944887656,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,55,0.008003235177952229,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,56,0.18739300091081199,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,57,0.5513893506787191,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,58,0.4081388116704453,0.5615611050570534
