task,repr,model,run,trial_index,f1,best_so_far,auc,ap,threshold
halflife,wt,transformer,transformer_wt_raw,5,0.36030808734778513,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,6,0.24568015832451065,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,7,0.4710677770191694,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,8,0.3733106584011715,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,9,0.4760055680273642,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,10,0.40800265049627626,0.5189061495741709,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,11,0.5221558796701995,0.5221558796701995,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,12,0.4974730691174921,0.5221558796701995,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,13,0.45506264444648503,0.5221558796701995,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,14,0.5515827510015476,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,15,0.4596680545543288,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,16,0.5303680298091804,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,17,0.5276523457781487,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,18,0.4913849492286949,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,19,0.5156683778082556,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,20,0.5286571651968927,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,21,0.5378958341032462,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,22,0.53129777227717,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,23,0.5000301253007479,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,24,0.5005778377616814,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,25,0.4995416231162116,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,26,0.46603952038716373,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,27,0.5508984051566326,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,28,0.22343891836477084,0.5515827510015476,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,29,0.5570575177608682,0.5570575177608682,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,30,0.5498718863892599,0.5570575177608682,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,31,0.6162534333460219,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,32,0.5782722389532353,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,33,0.4912662723287107,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,34,0.48894740493899713,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,35,0.6083834561294985,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,36,0.3168521261956781,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,37,0.5235245713600297,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,38,0.45953823486047046,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,39,0.4328487469087827,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,40,0.5324210673439256,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,41,0.5070057214376089,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,42,0.35004289967405905,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,43,0.5957230579985697,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,44,0.47117211422402666,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,45,0.5016623352965969,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,46,0.5796409306430655,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,47,0.4677503849994514,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,48,0.5399488716379914,0.6162534333460219,NA,NA,NA
halflife,wt,transformer,transformer_wt_raw,49,0.570402261736712,0.6162534333460219,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,0,0.3904681595338378,0.3904681595338378,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,1,0.3755976317667996,0.3904681595338378,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,2,0.16711855973120077,0.3904681595338378,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,3,0.4018444986015755,0.4018444986015755,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,4,0.4736477581840027,0.4736477581840027,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,5,0.5223713841162455,0.5223713841162455,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,6,0.5721131263489997,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,7,0.5305059912714827,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,8,0.33977771200033297,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,9,0.46856966065150896,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,10,0.5166126652527512,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,11,0.33977771200033297,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,12,0.5292734647498081,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,13,0.5413880764346304,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,14,0.5010109590443034,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,15,0.5029303566674341,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,16,0.5689443137200347,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,17,0.5395405671925715,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,18,0.5508079510909403,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,19,0.35483332058846456,0.5721131263489997,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,20,0.5879000126060311,0.5879000126060311,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,21,0.5758770284960327,0.5879000126060311,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,22,0.6504707255917755,0.6504707255917755,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,23,0.6692902363269398,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,24,0.5723058020509549,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,25,0.33977771200033297,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,26,0.608041283207041,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,27,0.6244655834850027,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,28,0.6651841612574495,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,29,0.5666383595896791,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,30,0.5686836941518483,0.6692902363269398,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,31,0.6805819427680386,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,32,0.5495297134668023,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,33,0.6754493489311756,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,34,0.49909513935752703,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,35,0.33977771200033297,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,36,0.6682637175595673,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,37,0.5745083368062024,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,38,0.6118051853540738,0.6805819427680386,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,39,0.6819506344578686,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,40,0.593327847541367,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,41,0.5402862378346702,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,42,0.4906077144128994,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,43,0.6422585754527945,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,44,0.6330199065464411,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,45,0.6470489963672001,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,46,0.5496494286686593,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,47,0.5960652309210273,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,48,0.5526140952391735,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,49,0.6395211920731343,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,50,0.6668950258697373,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,51,0.534867875109014,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,52,0.5463035086989886,0.6819506344578686,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,53,0.689820611674392,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,54,0.5464441759728546,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,55,0.6788710781557509,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,56,0.6162534333460219,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,57,0.6829771532252413,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,58,0.6289138314769507,0.689820611674392,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,59,0.6901627845968495,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,60,0.5411098242028696,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,61,0.5577267948084419,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,62,0.5246222484212307,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,63,0.5427486144716919,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,64,0.5454123249594968,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,65,0.5363257909538686,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,66,0.6881097470621043,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,67,0.6881097470621043,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,68,0.630966869011696,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,69,0.5355631733956515,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,70,0.6638154695676194,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,71,0.5412408275338638,0.6901627845968495,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,72,0.6976905888909154,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,73,0.5591768528443556,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,74,0.6535502818938933,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,75,0.6809241156904962,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,76,0.33977771200033297,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,77,0.5057315793922378,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,78,0.6949532055112551,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,79,0.6579985298858412,0.6976905888909154,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,80,0.703849701495151,0.703849701495151,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,81,0.5480779502355202,0.703849701495151,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,82,0.5120854608794418,0.703849701495151,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,83,0.7072714307197264,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,84,0.4945039962225124,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,85,0.5351584507235859,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,86,0.6733963113964303,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,87,0.6764758676985482,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,88,0.6723697926290578,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,89,0.6720276197066002,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,90,0.5444622409202813,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,91,0.5434105764064834,0.7072714307197264,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,92,0.7086401224095565,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,93,0.5426216232095196,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,94,0.5439819143776384,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,95,0.6470489963672001,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,96,0.688451919984562,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,97,0.5300906139586428,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,98,0.708297949487099,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,99,0.6751071760087181,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,100,0.529481304974462,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,101,0.5499280269943168,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,102,0.5644370775347674,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,103,0.536936743955105,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,104,0.5285822762962507,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,105,0.6867410553722743,0.7086401224095565,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,106,0.7110353328667594,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,107,0.7089822953320141,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,108,0.5697086237968587,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,109,0.6887940929070194,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,110,0.6439694400650823,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,111,0.644995958832455,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,112,0.6600515674205863,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,113,0.6716854467841425,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,114,0.533382212503862,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,115,0.6494442068244028,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,116,0.6764758676985482,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,117,0.6918736492091372,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,118,0.5668087434781488,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,119,0.5569490379828164,0.7110353328667594,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,120,0.7147992350137922,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,121,0.6306246960892384,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,122,0.6949532055112551,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,123,0.6268607939422055,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,124,0.7035075285726934,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,125,0.6429429212977097,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,126,0.6874254012171893,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,127,0.644995958832455,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,128,0.6165956062684794,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,129,0.6792132510782085,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,130,0.6946110325887976,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,131,0.6911893033642221,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,132,0.6929001679765099,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,133,0.546792330087142,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,134,0.7072714307197264,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,135,0.6997436264256606,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,136,0.6313090419341534,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,137,0.689136265829477,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,138,0.6593672215756713,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,139,0.703849701495151,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,140,0.6330199065464411,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,141,0.7086401224095565,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,142,0.7117196787116743,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,143,0.6929001679765099,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,144,0.5643094195876799,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,145,0.6429429212977097,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,146,0.5474766759320572,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,147,0.7072714307197264,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,148,0.7117196787116743,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,149,0.680239769845581,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,150,0.6778445593883782,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,151,0.7000857993481181,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,152,0.6925579950540525,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,153,0.5583518524511087,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,154,0.6963218972010853,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,155,0.5584958156827274,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,156,0.5550702954460957,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,157,0.5550046967468989,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,158,0.5369546317915523,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,159,0.5439206072521366,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,160,0.5725886016940667,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,161,0.5708069300047248,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,162,0.5619778548831685,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,163,0.7028231827277784,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,164,0.5623201899429804,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,165,0.5602009808160272,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,166,0.553835942576131,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,167,0.7076136036421838,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,168,0.5600602303967859,0.7147992350137922,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,169,0.7165100996260799,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,170,0.7024810098053209,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,171,0.7100088140993867,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,172,0.5724465791124664,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,173,0.5538993353408581,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,174,0.7124040245565895,0.7165100996260799,NA,NA,NA
halflife,wt,xgb_log,xgb_wt_log,175,0.7086401224095565,0.7165100996260799,NA,NA,NA
