number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
0,0.5276872964164565,2025-12-16 22:31:05.642325,2025-12-16 22:31:08.100376,0 days 00:00:02.458051,3.5580438854451857,,0.6675070762193951,1443,1.1439356972472473e-05,0.5076630248901753,0.7845824446814184,0.2144898772239685,COMPLETE
1,0.5033333333328482,2025-12-16 22:31:08.100544,2025-12-16 22:31:10.365401,0 days 00:00:02.264857,633.2903228496634,,0.5805259067315975,4465,1.8636878170156228e-05,0.46073514052464853,0.7575063316448947,0.23832589387893677,COMPLETE
2,0.5065123010125644,2025-12-16 22:31:10.365543,2025-12-16 22:31:12.689417,0 days 00:00:02.323874,20.672750251317353,,0.5783025143467516,4375,0.0001231791090951425,0.4806033149367065,0.7720149626766195,0.16220523416996002,COMPLETE
3,0.48473967683972147,2025-12-16 22:31:12.689590,2025-12-16 22:31:14.052353,0 days 00:00:01.362763,466.4369886812637,balanced,0.9198903707853737,2766,0.00034285199883810714,0.4635279917076263,0.7462801586243668,0.5098968744277954,COMPLETE
4,0.5072697899833647,2025-12-16 22:31:14.052596,2025-12-16 22:31:14.349811,0 days 00:00:00.297215,143.4060153051483,,0.12745914951179926,636,0.008686980424080058,0.4777841631702766,0.7680785123966942,0.2020358443260193,COMPLETE
5,0.3813953488367989,2025-12-16 22:31:14.349944,2025-12-16 22:31:14.397556,0 days 00:00:00.047612,0.013725779779753058,,0.630028509551559,3571,0.0001657258952487046,0.32074813002261937,0.6281408291122368,0.1974223554134369,COMPLETE
6,0.5098814229244014,2025-12-16 22:31:14.397663,2025-12-16 22:31:14.725660,0 days 00:00:00.327997,19.72296095489236,balanced,0.36353876575959987,693,1.3316536529615839e-06,0.4704101969325435,0.7652667621967475,0.5670642256736755,COMPLETE
7,0.38356164383521046,2025-12-16 22:31:14.725760,2025-12-16 22:31:14.769739,0 days 00:00:00.043979,0.015971779570271183,,0.3369865038916854,3645,0.00020068965729650028,0.32637651377966803,0.6319731404958677,0.1930874139070511,COMPLETE
8,0.5328719723178491,2025-12-16 22:31:14.769843,2025-12-16 22:31:16.298963,0 days 00:00:01.529120,1.5336476672972068,,0.17808553110303782,2861,1.7713908828365116e-06,0.507341328404045,0.784074246867502,0.24387569725513458,COMPLETE
9,0.3387978142073688,2025-12-16 22:31:16.299112,2025-12-16 22:31:16.321030,0 days 00:00:00.021918,0.00038949674357379924,balanced,0.8297789510067427,1122,0.00015374115291417562,0.20394736842105263,0.5,0.5,COMPLETE
10,0.5353728489478761,2025-12-16 22:31:16.321149,2025-12-16 22:31:17.125925,0 days 00:00:00.804776,0.315889356409851,balanced,0.02137098479252253,2283,1.7939208590273927e-06,0.48178319505981115,0.7710360570514531,0.5610260963439941,COMPLETE
11,0.5333333333328348,2025-12-16 22:31:17.126068,2025-12-16 22:31:17.745860,0 days 00:00:00.619792,0.3018571927927646,balanced,0.03602318337903426,2098,1.0061159316214828e-06,0.48097091389837227,0.769861370301253,0.5599073171615601,COMPLETE
12,0.4921259842514688,2025-12-16 22:31:17.745996,2025-12-16 22:31:18.080090,0 days 00:00:00.334094,0.07784617056550668,balanced,0.028430151797039872,1893,5.890443903577784e-06,0.44212110356870504,0.7479088909624101,0.5651098489761353,COMPLETE
13,0.513661202185297,2025-12-16 22:31:18.080211,2025-12-16 22:31:18.631233,0 days 00:00:00.551022,0.14032824885681497,balanced,0.04074332908985237,2005,3.86123595508038e-06,0.4574014556423956,0.7586143695014663,0.5391333103179932,COMPLETE
14,0.3813953488367989,2025-12-16 22:31:18.631385,2025-12-16 22:31:18.670750,0 days 00:00:00.039365,0.0011414334932998392,balanced,0.27759630728196677,2230,3.086232740216358e-05,0.32074813002261937,0.6281408291122368,0.48465022444725037,COMPLETE
15,0.5374280230321308,2025-12-16 22:31:18.670853,2025-12-16 22:31:18.950124,0 days 00:00:00.279271,0.8347993926467554,balanced,0.4384088706410328,3223,0.001293913064143258,0.48941865078393465,0.7719358171154359,0.5612602233886719,COMPLETE
16,0.5218855218850355,2025-12-16 22:31:18.950220,2025-12-16 22:31:19.734527,0 days 00:00:00.784307,1.9117528065672504,balanced,0.3931208240427984,3407,0.0021071596807354207,0.49747481576652874,0.7782632964542789,0.4775434136390686,COMPLETE
17,0.3813953488367989,2025-12-16 22:31:19.734625,2025-12-16 22:31:19.842280,0 days 00:00:00.107655,0.009969144598321445,balanced,0.47127815739197515,4976,0.0008063846361428954,0.3208505309986291,0.6283032857904558,0.46456605195999146,COMPLETE
18,0.5154639175252841,2025-12-16 22:31:19.842371,2025-12-16 22:31:20.122628,0 days 00:00:00.280257,19.97100411368213,balanced,0.7467794527994635,3170,0.0028494460151705942,0.4821148404844865,0.7678785657158091,0.49387189745903015,COMPLETE
19,0.5333333333328336,2025-12-16 22:31:20.122722,2025-12-16 22:31:21.203062,0 days 00:00:01.080340,0.7611059854541347,balanced,0.22469780212344895,4012,4.8101523158746635e-05,0.4929773407179097,0.7765220941082378,0.5741010904312134,COMPLETE
20,0.4047151277008756,2025-12-16 22:31:21.203194,2025-12-16 22:31:21.276142,0 days 00:00:00.072948,0.05283074445359949,balanced,0.9883223531819667,1470,0.0006509383566019913,0.369839244758703,0.6456882331378299,0.5730304718017578,COMPLETE
21,0.5280289330917296,2025-12-16 22:31:21.276246,2025-12-16 22:31:21.870024,0 days 00:00:00.593778,0.24491842442770276,balanced,0.09700205635576031,2364,2.8608999880317345e-06,0.47034069255841676,0.7644253199146895,0.5366040468215942,COMPLETE
22,0.5378787878782896,2025-12-16 22:31:21.870136,2025-12-16 22:31:22.928093,0 days 00:00:01.057957,0.46370465144299716,balanced,0.0254996728928919,2643,1.0748124590114327e-06,0.489421071748398,0.7755473540389228,0.5525900721549988,COMPLETE
23,0.5032258064511329,2025-12-16 22:31:22.928281,2025-12-16 22:31:24.472336,0 days 00:00:01.544055,7.0713730306068685,balanced,0.22389429722686305,2866,8.977926158731029e-06,0.48428839729062956,0.7751099706744868,0.43850189447402954,COMPLETE
