number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,state
91,0.6556033194286385,2025-12-25 19:53:38.163284,2025-12-25 19:53:44.876786,0 days 00:00:06.713502,1.4922973208747353e-06,0.8737221486593418,166,2.811902823402253,66.56392135833772,0.007490612265033133,10,0.009380198431716977,1964,0.7037701785725069,PRUNED
92,0.6142003958112766,2025-12-25 19:53:44.877162,2025-12-25 19:53:51.049200,0 days 00:00:06.172038,1.0589878652616404e-10,0.9350053018468943,128,2.3301833451375136,20.238527885209024,0.01316720369992821,3,0.015063932770286208,1856,0.6770880723536216,PRUNED
93,0.6179642979583094,2025-12-25 19:53:51.049747,2025-12-25 19:53:56.455495,0 days 00:00:05.405748,2.9155073051495572e-05,0.8303132140625449,149,1.5858790463169579,7.222383483330475,0.018560580746988298,6,0.042283592427117205,1909,0.689281252258703,PRUNED
94,0.662446777877789,2025-12-25 19:53:56.456057,2025-12-25 19:54:03.489033,0 days 00:00:07.032976,4.462125034780318e-06,0.9822365211827969,158,2.555033452389759,53.76565579043006,0.009809118610396543,8,0.021212689217921046,1963,0.7921028581846398,PRUNED
95,0.6326777336239837,2025-12-25 19:54:03.489568,2025-12-25 19:54:08.152980,0 days 00:00:04.663412,1.0495243326517415e-06,0.8870516315598818,185,3.2695231276426573,1.514778460582403,0.015198062253470432,16,0.027688322604185037,341,0.903579178542409,PRUNED
96,0.6042773810600081,2025-12-25 19:54:08.153278,2025-12-25 19:54:15.000543,0 days 00:00:06.847265,4.077248068758964e-07,0.9057971352779656,142,2.0231746220830114,17.129084241542124,0.005935402144731954,12,0.006414129524369025,1830,0.9322485818217887,PRUNED
97,0.6145425687337341,2025-12-25 19:54:15.001275,2025-12-25 19:54:19.611992,0 days 00:00:04.610717,7.812351373778179e-10,0.9463893684481229,135,2.915423096755926,7.300945460427528e-10,0.03134674798732756,15,0.15179714566906516,1944,0.7140233548983933,PRUNED
98,0.6384946733057616,2025-12-25 19:54:19.612280,2025-12-25 19:54:23.976010,0 days 00:00:04.363730,2.5766796204670758e-08,0.5907341175968703,152,1.472780906963743,28.75216626521677,0.1922591485596899,7,0.01145619652913184,1873,0.7586671386265192,PRUNED
99,0.6186486438032247,2025-12-25 19:54:23.976504,2025-12-25 19:54:28.040193,0 days 00:00:04.063689,2.3808603611724643e-09,0.6215735402609933,102,3.7313749594180026,2.8889670072427522,0.16388618699106916,6,0.0022488576367873697,1712,0.8643239923521151,PRUNED
100,0.4280583259943772,2025-12-25 19:54:28.040541,2025-12-25 19:54:32.292042,0 days 00:00:04.251501,6.735079151025051e-05,0.3950696799794662,164,0.0043263215274093395,2.3584872495278333e-07,0.25993078206903614,9,0.09258813649422627,1479,0.7346569802358885,PRUNED
101,0.45468103078669453,2025-12-25 19:54:32.292329,2025-12-25 19:54:57.837049,0 days 00:00:25.544720,1.5931122481445586e-07,0.9236686152140027,145,2.6419131620479543,6.778237123247634,0.005685343771614766,16,0.0216432951929112,1805,0.747154179085931,COMPLETE
